id_prensa,anio,publish_date,media_name,titulo_prensa,url_original,encontrada_meneame,url_meneame
ac32cfeb5909a7ac862a6b35acfe83cc2d54516bc13e369dcad7a8a040b225d9,2015,2015-01-06,abc.es,Florida legaliza el matrimonio entre homosexuales tras una larga batalla legal,http://www.abc.es/sociedad/20150106/abci-florida-matrimonio-homosexual-201501061750.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
f4bb9abf11f135ae705cfa553a3ae2af7a5636e7f957b78a3fcfa46dff1e65e7,2015,2015-01-06,publico.es,El matrimonio homosexual ya es una realidad en Florida,http://www.publico.es/internacional/matrimonio-homosexual-ya-realidad-florida.html,False,
0090d0a28c111521a29365822e642a4ad4f8d218b4790f280428dcb785fadcbe,2015,2015-01-06,elmundo.es,Legalizan el matrimonio homosexual en Florida,http://www.elmundo.es/internacional/2015/01/06/54ac04a0ca4741c40b8b457a.html,False,
74ed2eda5f512ae3d8b1a8da11243bc98213f716d0248020e9a23274dd11a4eb,2015,2015-01-06,eldia.es,El matrimonio homosexual ya es realidad en Florida tras larga batalla legal,http://eldia.es/2015-01-06/SOCIEDAD/31-matrimonio-homosexual-ya-es-realidad-Florida-larga-batalla-legal.htm,False,
68aab8696eaf2218b112bfed0b7eadcd6361b83e0e488f9e1611b21f03e52483,2015,2015-01-06,elpais.com,Uber pide perdón por un conductor que echó del coche a una pareja gay,http://elpais.com/politica/2015/01/06/actualidad/1420554284_943427.html,False,
f657232fefd5da814841ef64b3e1578df1c1b961fc1cb9df4ae38c9e03311fbc,2015,2015-01-06,elmundo.es,Por una ley estatal contra la homofobia,http://www.elmundo.es/espana/2015/01/06/54aaebaae2704ee9788b4591.html,False,
ed054795130a4cf97a73a0e20ace086ee4a89b71452b2f74a869b9fdd93c83dd,2015,2015-01-07,lacerca.com,"PSOE: Zerolo exige la retirada inmediata del juego ""Asshunter"" por incitar a la violencia contra los homosexuales",http://www.lacerca.com/noticias/espana/psoe_zerolo_retirada_inmediata_juego_asshunter_violencia_homosexuales-240173-1.html,False,
d108ff42a83cbe4c1c3edecc68c2ddd96cd8c480871dace4548f095964e21772,2015,2015-01-09,galiciae.com,"Sara, la primera niña transexual de Lugo que hace el tránsito social",http://elprogreso.galiciae.com/nova/384033.html,False,
cb5083eb6ef0b08ea7aed5c3fbda500df3314a5109d33e622aff2975a5345ee6,2015,2015-01-10,heraldo.es,Decenas de parejas participan en una boda masiva homosexual en Miami,http://www.heraldo.es/noticias/internacional/2015/01/10/decenas_parejas_participan_una_boda_masiva_homosexual_332121_306.html,False,
a100d434882b347b19c8c59818b647efad907afe2a1c3c4455c6316f0caf922c,2015,2015-01-12,eldia.es,El Supremo de EE.UU. aplaza su decisiÃ³n sobre la legalidad del matrimonio homosexual,http://eldia.es/2015-01-12/SOCIEDAD/15-Supremo-EE-UU-aplaza-decision-legalidad-matrimonio-homosexual.htm,False,
6bdb41b1b75feef251b061c2c2a2d11d8f2c82793ff10d555327d625a753a86b,2015,2015-01-12,abc.es,Absueltos 26 hombres detenidos por unas supuestas orgÃ­as homosexuales en Egipto,http://www.abc.es/internacional/20150112/abci-absueltos-orgia-egipto-201501121144.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
01aa2db09cd8495e88830c9a47055a72eea0bf7c3b3e84bb938823073f07d5d2,2015,2015-01-12,elpais.com,Egipto absuelve a los 26 hombres homosexuales acusados de libertinaje,http://elpais.com/internacional/2015/01/12/actualidad/1421058838_275626.html,False,
6a679ae88f6b6f3670fc303485d2d171f227fa8cc526ad76fd9e83546612ff8b,2015,2015-01-12,canarias7.es,Absueltos 26 hombres detenidos por unas supuestas orgías homosexuales en Egipto,http://www.canarias7.es/articulo.cfm?Id=361673,False,
6971e0d7921daf8c76e42960f4e1f454482f3432fb41a2f8870db2b241f0a259,2015,2015-01-11,elpais.com,Cruzada política contra la homosexualidad en Egipto,http://elpais.com/internacional/2015/01/11/actualidad/1420991750_228018.html,False,
649a4b33a587735732f625da526d4bebd17664b79857ed554d79664d3a3db5f7,2015,2015-01-13,elmundo.es,Tiffany elige por primera vez a una pareja gay para una campaÃ±a,http://www.elmundo.es/yodona/2015/01/13/54b4f230ca474107678b4573.html,False,
a82785720d8011404f724e51265001efaba70b9ef81f8029b55f835f2f0e7a11,2015,2015-01-13,dbalears.cat,El Mallorca Gay Men's Chorus arrasa al Cadogan Hall de Londres » Cultura » Cultura » dBalears.cat,http://dbalears.cat/cultura/2015/01/13/284468/mallorca-gay-men-chorus-arrasa-cadogan-hall-londres.html,False,
96ad08d7825a601752bdaacd2f9409751ea23adb6d20d541d90438ebe8b9ce56,2015,2015-01-13,eldia.es,El Cabildo de Tenerife pide retirar un juego que incita a la homofobia,http://eldia.es/2015-01-13/tenerife/6-Cabildo-Tenerife-pide-retirar-juego-incita-homofobia.htm,False,
3aff33fb972495c792ebee435f28c1bfe3295526b4eb8711ebb78fb6dde32445,2015,2015-01-13,canarias7.es,El Cabildo de Tenerife pide retirar un juego que incita a la homofobia,http://www.canarias7.es/articulo.cfm?Id=361880,False,
eb3e810e95abf04d77683d99ea86090a6416394b2825340006afa11ed008689e,2015,2015-01-13,diariodeavisos.com,Medina pide la retirada de un juego ‘on line’ que anima a matar homosexuales,http://www.diariodeavisos.com/2015/01/medina-pide-retirada-juego-on-line-anima-matar-homosexuales/,False,
1649a11e59e94f2c2ee0270e32f115f7403a84e561f4e4b2b15d761cf9fb3b26,2015,2015-01-13,lacerca.com,"PSOE: Zerolo califica de ""fóbica"" la decisión rusa de prohibir conducir a las personas transexuales y homosexuales",http://www.lacerca.com/noticias/espana/zerolo_fobica_decision_prohibir_conducir_personas_transexuales_homosexuales-240808-1.html,False,
7700871cfac8b057bf973cf1f57507c66e0c336ad3ba029d184df4a2b0d5d2ef,2015,2015-01-13,elmundo.es,"Matt Bomer, la estrella gay (y el beso) que triunfa en los globos",http://www.elmundo.es/loc/2015/01/13/54b3f2cd22601d35488b457c.html,False,
594ec3115be87799f7a3fd321cb9da76f0ac34c5646c5de1c5da739f93de53cc,2015,2015-01-14,canarias7.es,Cataluña investiga la difusión por Internet de un juego que alienta a 'cazar' homosexuales,http://www.canarias7.es/articulo.cfm?Id=362029,False,
08b3b14b0b86d152b8ce821a1a7719a26072c6859d86e17c0f021955a53889fa,2015,2015-01-14,antena3.com,Conoce el juego de comer polos al estilo gay,http://www.antena3.com/defconplay/noticias/conoce-juego-comer-polos-estilo-gay_2015011400289.html,False,
887804df843a5d6052dbc9861d9bd4ceda500ca912d813d147a5483c18b8cdd4,2015,2015-01-14,antena3.com,"Taylor Swift, acusada de incitar a las niñas a ser lesbianas por acudir al programa de Ellen DeGeneres",http://www.antena3.com/celebrities/famosos-pop/taylor-swift-acusada-incitar-ninas-ser-lesbianas-acudir-programa-ellen-degeneres_2015011400287.html,False,
8ee5f904d3678568ab56543ab4389a65e8bfd005909384dd9a71d17a4feebd1b,2015,2015-01-14,que.es,Polémica por un ministro indio que pretende curar la homosexualidad,http://www.que.es/ultimas-noticias/internacionales/201501140923-polemica-ministro-indio-pretende-curar.html,False,
bd96178b29d42af3353628152c67783817a7ed6fc40c1307a3a430d18893a7e0,2015,2015-01-14,antena3.com,Un ministro indio planifica abrir centros para curar la homosexualidad,http://www.antena3.com/noticias/mundo/ministro-indio-planifica-abrir-centros-curar-homosexualidad_2015011400029.html,False,
dac5c56e73dda7c50a280dd8952cbfc655a9516bf130cd8d5aaf44fc2b9796d5,2015,2015-01-16,elperiodicoextremadura.com,La regiÃ³n garantiza en una ley histÃ³rica la reproducciÃ³n asistida para las lesbianas,http://www.elperiodicoextremadura.com/noticias/extremadura/region-garantiza-ley-historica-reproduccion-asistida-lesbianas_848952.html,False,
3c9d3b0b23cf08a407cd14c68ed69a712894f73cad3da89c8e2bfc0adbdb6d2a,2015,2015-01-15,abc.es,Una agencia de viajes ofrece visitas a gays y lesbianas por los Museos Vaticanos,http://www.abc.es/cultura/arte/20150116/abci-tour-operador-ofrece-visitas-201501152228.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
820e2c150d25ed9b11c7d491f1ae6c05ddb57d07c97d35780a593c3d8982d618,2015,2015-01-15,elpais.com,Extremadura asumirá las terapias de fertilidad para lesbianas,http://elpais.com/politica/2015/01/15/actualidad/1421351170_010481.html,False,
493fc26728688f26d8df9da0edf781e41204eefa277f0c6dbf96a8e89ee93989,2015,2015-01-15,galiciae.com,Ángel Ruiz: ''Miguel de Molina vivió su condición de gay con valentía,http://elprogreso.galiciae.com/nova/385245.html,False,
44a26d1c2924aea632749de5b140fc7d3fe8a10f6be450c6ffa7a092d252cd68,2015,2015-01-15,elperiodicoextremadura.com,La Ley contra la DiscriminaciÃ³n LGBT comienza su trÃ¡mite parlamentario,http://www.elperiodicoextremadura.com/noticias/extremadura/ley-discriminacion-lgbt-comienza-tramite-parlamentario_848843.html,False,
a59cbb6d55b48dce12c78aa32edf19990f88ac774275210bf566c78b2ef9d9c3,2015,2015-01-15,libertaddigital.com,Denuncian que un concursante de 'Â¿QuiÃ©n quiere casarse con mi hijo?' es gay y tiene novio,http://rss.libertaddigital.com/~r/libertaddigital/portada/~3/IiDly9Beamg/story01.htm,False,
b8396fb592f9c5a2085c575f4db8d21af66e5f1621c4c03bcd179b99cf52bb11,2015,2015-01-15,antena3.com,La FELGTB exige a Telecinco que ponga fin a la homofobia en antena,http://www.antena3.com/objetivotv/actualidad/espana/felgtb-exige-telecinco-que-ponga-fin-homofobia-antena_2015011500207.html,False,
b4dabb90bca2cc33c378adba4e857949d5369a000ba777f0677eb8f09eaea911,2015,2015-01-17,abc.es,Manchester abrirá el primer colegio para homosexualesLa Corte Suprema de EE.UU. decidirá si los gais pueden casarse en todo el país,http://kioskoymas.abc.es/noticias/sociedad/20150117/abcp-manchester-abrira-primer-colegio-20150117.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
1e1969095d803483290aa5d492f5c6cf1837d75676da81838a475cbcd3ba3da0,2015,2015-01-16,abc.es,Manchester abrirÃ¡ el primer colegio solo para alumnos homosexuales,http://www.abc.es/sociedad/20150117/abci-manchester-abrira-primer-colegio-201501162138.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
facf3f1abc13897cf77f44d6aed6ee8d41e36d2864e9ebbd35e3a7b04d6a90d8,2015,2015-01-16,elmundo.es,La Corte Suprema de EEUU evaluarÃ¡ la legalidad del matrimonio homosexual,http://www.elmundo.es/internacional/2015/01/16/54b98fa5ca4741cc628b4585.html,False,
aaeef3c19b34aae57a59fa1022dfdc1f2024f495b0bbe60d4a2535169c1f8a91,2015,2015-01-16,eldia.es,Tino GuzmÃ¡n censura a la Fufa y pide que retire su canciÃ³n a los gais,http://eldia.es/2015-01-16/CARNAVAL/5-Tino-Guzman-censura-Fufa-pide-retire-cancion-gais.htm,False,
d439786109b6eca8b9b459645eaf1b7ce117412d9a3839bdf15e9db0d9c9f786,2015,2015-01-16,eldia.es,La corte Suprema de EEUU evaluarÃ¡ la legalidad del matrimonio homosexual,http://eldia.es/2015-01-16/SOCIEDAD/23-corte-Suprema-EEUU-evaluara-legalidad-matrimonio-homosexual.htm,False,
6a107f5e622cf0780300821139ab50cd320d995c0989c53c6b4da9f939ecd705,2015,2015-01-16,elpais.com,El Supremo de EE UU decidirá si los homosexuales pueden casarse,http://elpais.com/internacional/2015/01/16/actualidad/1421443968_289884.html,False,
935222294961a524ca9de097006a41e526a45ef98b1a243a92c3873efdcb75c7,2015,2015-01-16,europapress.es,Obama pedirá al Supremo que legalice el matrimonio homosexual a nivel nacional,http://www.europapress.es/internacional/noticia-obama-pedira-tribunal-supremo-legalice-matrimonio-homosexual-nivel-nacional-20150116224635.html,False,
4e052dfd2d377867f2b89ca2eadc001242cb90e8efcac663fd2856c97002379a,2015,2015-01-16,antena3.com,Masiva besada en Viena como protesta por la expulsión de una pareja lesbiana de un café,http://www.antena3.com/noticias/mundo/masiva-besada-viena-como-protesta-expulsion-pareja-lesbiana-cafe_2015011600359.html,False,
1c87861824b121c8d8b624d541483c11213417d954f8a80bf60a044e6184c013,2015,2015-01-16,antena3.com,Un grupo de activistas planea abrir la primera escuela gay en Reino Unido en 2018,http://www.antena3.com/noticias/mundo/grupo-activistas-planea-abrir-primera-escuela-gay-reino-unido-2018_2015011600156.html,False,
2e757aa971a9f785bfaa69f08d92de1feee15b4600588093f3841d26c00c3854,2015,2015-01-16,publico.es,Los Chunguitos se defienden de las críticas asegurando que tienen amigos homosexuales,http://www.publico.es/gente/chunguitos-defienden-criticas-asegurando-amigos.html,False,
ccf65e602def9cf4841f97d169e087660834f0917f337442f695bc38a5eff21f,2015,2015-01-16,elperiodicoextremadura.com,Extremadura garantiza en una ley histÃ³rica la reproducciÃ³n asistida para las lesbianas,http://www.elperiodicoextremadura.com/noticias/extremadura/extremadura-garantiza-ley-historica-reproduccion-asistida-lesbianas_848952.html,False,
cd0f95faaaf7ad247d6476fc9ef933d7b414521e484be000631de2a27f16c92a,2015,2015-01-17,elpais.com,Reino Unido planea abrir su primer colegio para gais,http://elpais.com/internacional/2015/01/17/actualidad/1421528105_841259.html,False,
af700254f8781f9ed751d06d431afbe49f349e420d203da1960772c69f1ee3ae,2015,2015-01-17,abc.es,El primer jugador homosexual en la NFL pide matrimonio a su novio en El Vaticano,http://www.abc.es/deportes/20150117/abci-jugador-boda-vaticano-201501171700.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
ed24228940b8a2954369957f244196a3d9f0c54a271d87e0fd51503ed6bb6822,2015,2015-01-17,que.es,Obama pedirá al Supremo legalizar el matrimonio homosexual en todo el país,http://www.que.es/ultimas-noticias/internacionales/201501170923-obama-pedira-supremo-legalizar-matrimonio.html,False,
b5a790ff84c7f21e00bb3744a97736d8f4295d785a44328beacae8bbbb77e1d7,2015,2015-01-17,elperiodicoextremadura.com,Rusia no permitirÃ¡ conducir a los transexuales,http://www.elperiodicoextremadura.com/noticias/extremadura/rusia-no-permitira-conducir-transexuales_849130.html,False,
f6d6709c2b3cb9c2ec0cfa30a1c2d157fb6acedbc37266a26eb594be33dd5988,2015,2015-01-17,elperiodicoextremadura.com,Fitur premiarÃ¡ 'Los Palomos' como iniciativa turÃ­stica y activista LGBT,http://www.elperiodicoextremadura.com/noticias/extremadura/fitur-premiara-los-palomos-iniciativa-turistica-activista-lgbt_849131.html,False,
f89e379e05a1070a1b63bf87519780be63c73224916c8a4088eac05e5e6ad733,2015,2015-01-15,abc.es,Travestis y transexuales tienen prohibido conducir en Rusia,http://www.abc.es/sociedad/20150119/abci-lgtb-conducir-rusia-201501152205.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
14f5dad6567282b8282f0a6ef5226843476abbe160224eef8d07e7c69cbbbf9b,2015,2015-01-19,eldia.es,"""El viaje de Carla"" abre el Festival de Cine LGBT de Canarias",http://eldia.es/2015-01-19/CULTURA/14-viaje-Carla-abre-Festival-Cine-LGBT-Canarias.htm,False,
8d463b1f33b25585393685ca577e81e29ff591308706c7407e77ad134f7f20b9,2015,2015-01-19,abc.es,Los yihadistas matan a homosexuales lanzándolos al vacío,http://kioskoymas.abc.es/noticias/internacional/20150119/abcp-yihadistas-matan-homosexuales-lanzandolos-20150119.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
959b3f7550d312e9045955b967bbd197eab560d4b74960e42ba9dc453ab0f44d,2015,2015-01-18,abc.es,Los yihadistas ejecutan a homosexuales lanzÃ¡ndolos al vacÃ­o,http://www.abc.es/internacional/20150118/abci-estado-islamico-homosexuales-201501181940.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
8467b54644e333d10c6eb8242b181c902284e5ea401d7c3006b3b6d3147e5011,2015,2015-01-20,eldia.es,La Ni FÃº-Ni FÃ¡ retira la canciÃ³n gay tras recibir amenazas de muerte,http://eldia.es/2015-01-20/CARNAVAL/3-Fu-Fa-retira-cancion-gay-recibir-amenazas-muerte.htm,False,
43d27c47f5103f1d0abc38d62022eed93a61f0c23885cfc75cf7ecf3f83d1bfa,2015,2015-01-19,eldia.es,Santa Cruz de Tenerife acoge la segunda ediciÃ³n del festival de cine 'Can [be] Gay',http://eldia.es/2015-01-19/SANTACRUZ/4-Santa-Cruz-Tenerife-acoge-segunda-edicion-festival-cine-Can-be-Gay.htm,False,
6389c84fda2e37dc2a52c5ff81150c591658ba6a4d15ed5250f8cef6d15937b0,2015,2015-01-21,canarias24horas.com,La inauguración del II Festival LGBTIQ 'Can [be] gay' registra un lleno absoluto,http://www.canarias24horas.com/cultura/cine/item/38214-la-inauguracion-del-ii-festival-lgbtiq-can-be-gay-registra-un-lleno-absoluto,False,
30e27d05188414a0d1a0ca87c449d5b2e010e2d6f5131baeef707881e7e15f5c,2015,2015-01-21,abc.es,"Felipe VI, en la portada de una revista gay",http://www.abc.es/estilo/gente/20150121/abci-felipe-portada-201501211603.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
d9a82c8c6c477f81596ca6d3e00e56741cd8f2f662b41d69494aa73c8c2927f9,2015,2015-01-21,diariocordoba.com,"Felipe VI, en la portada de una revista gay",http://www.diariocordoba.com/noticias/gente/felipe-vi-portada-revista-gay_934066.html,False,
bef5e23dc7bf4ec87ecc3430397c3f28b7ed6b1b433779d4ccd5c8cb7563a14a,2015,2015-01-21,elperiodicoextremadura.com,"Felipe VI, en la portada de una revista gay",http://www.elperiodicoextremadura.com/noticias/gente/felipe-vi-portada-revista-gay_849906.html,False,
b12dabc31b61be9bbf3f78a4021d5e79c61d1693bdf348b59bc950f481a590b5,2015,2015-01-23,elmundo.es,No todos los musicales son necesariamente gay (Â¿o sÃ­?),http://www.elmundo.es/cultura/2015/01/23/54c147e5ca47410c7f8b4575.html,False,
aa7c239ba2045c440925ae9543a38571551b3a2dd658ede1c0d6b635c1e2a848,2015,2015-01-23,antena3.com,Obama asegura que el matrimonio homosexual,http://www.antena3.com/noticias/mundo/obama-asegura-que-matrimonio-homsexual-deberia-ser-legal-eeuu_2015012300002.html,False,
8fc1cd21f6e6dedc79b32fe76cd9c30b06db0f8de7179e85d8d3eaeb3f373477,2015,2015-01-22,canarias7.es,"ATEA retira la denuncia contra 'Los Chunguitos' tras condenar estos el racismo, la homofobia y el abandono de animales",http://www.canarias7.es/articulo.cfm?Id=362858,False,
0554918bad2c7901ad4251ba5d10dd1ef7d49d2a4e087714eb77cf8dc1b6fe77,2015,2015-01-22,antena3.com,"Felipe VI, portada de una revista gay",http://www.antena3.com/noticias/cultura/felipe-portada-revista-gay_2015012200272.html,False,
ba8dc5d2f3f26aae9206e8683d484da33ab1df246dfa3b2614aa629a265130f3,2015,2015-01-22,eldia.es,CoaliciÃ³n pide en el Congreso que se clausure el juego 'on line' sobre matar a homosexuales,http://eldia.es/2015-01-22/CANARIAS/33-Coalicion-pide-Congreso-clausure-juego-on-line-matar-homosexuales.htm,False,
bcbdd0805d9347c0d2dd3ddd1cc3c3be37a6855367b35e8cccf5ee9054d23ad2,2015,2015-01-22,canarias7.es,CC pide en el Congreso al Gobierno que clausure el juego 'on line' sobre matar a homosexuales,http://www.canarias7.es/articulo.cfm?Id=362893,False,
8822fa3f4da7a4ab59fffea0f1129aaabd3a391c30a5aef3d74f9a0255fac091,2015,2015-01-22,antena3.com,El rey Felipe VI se convierte en la portada de la revista gay Ragap,http://www.antena3.com/celebrities/famosos-realeza/rey-felipe-convierte-portada-revista-gay-ragap_2015012200099.html,False,
bdfdc1aa225ec1e4f425d551d37e9b5ab0ba98097c0048711adbb748efec3a05,2015,2015-01-22,libertaddigital.com,"Felipe VI, portada de una revista gay",http://rss.libertaddigital.com/~r/libertaddigital/portada/~3/MVVglKNE_34/story01.htm,False,
016a2df9e031aaa703b9c5833903e4c9d6cd354dcfe939236f7644091054b367,2015,2015-01-23,abc.es,Una menor transexual opta por primera vez a reina del Carnaval de Las Palmas,http://www.abc.es/local-canarias/20150123/abci-menor-transexual-carnaval-201501231518.html?utm_source=abc&utm_medium=rss&utm_content=uh-rss&utm_campaign=traffic-rss,False,
f519c5a2302f5b730ccbc9903a246b05080dcc69dee4b4a92599f222210333b5,2015,2015-01-23,eldia.es,"Por primera vez, una menor transexual opta a reina del Carnaval de Las Palmas",http://eldia.es/2015-01-23/CARNAVAL/2-primera-vez-menor-transexual-opta-reina-Carnaval-Palmas.htm,False,
0ac41c9b807514fdddc0407f60a7c40f0c7b7e0b34839ab8a8fb403429de7237,2015,2015-01-23,canarias7.es,Una menor transexual opta por primera vez a reina del Carnaval de Las Palmas,http://www.canarias7.es/articulo.cfm?Id=363040,False,
0cfebfb242e97c3b6cf9bac4081a48350665a61e2f7330030325c4e9e27b4373,2015,2015-01-24,canarias7.es,Un juez federal revoca la prohibición del matrimonio homosexual en Alabama,http://www.canarias7.es/articulo.cfm?Id=363190,False,
6e4fd520f99ccaaf8918aa199a84b672346123b3cebad79dbcd23265468f0b2a,2015,2015-01-24,noticiasdenavarra.com,Un juez federal revoca la prohibición del matrimonio homosexual en Alabama. Diario de Noticias de Navarra,http://www.noticiasdenavarra.com/2015/01/24/mundo/un-juez-federal-revoca-la-prohibicion-del-matrimonio-homosexual-en-alabama,False,
b747f1019e8a23ccb4ece24b9d7438ac261dd8de65c2873790313e6088d3832c,2015,2015-01-24,elpais.com,"Negro, pobre e gay, rapper lança sua carreira contra os preconceitos",http://brasil.elpais.com/brasil/2015/01/24/cultura/1422138144_498492.html,False,
14af06c65d2a0e9f50440a741e74e9538a7af5c7f1d287acf6bac38e468ce5ac,2015,2015-01-25,elmundo.es,Mi marido es gay... y a mucha honra,http://www.elmundo.es/cronica/2015/01/25/54c371c1e2704e8e4c8b4575.html,False,
e28b06e2c1563ed3c373cc8d2525678589ea5a2f5b68680ecc751b34ce23f91a,2015,2015-01-26,eldia.es,El Cabildo patrocinarÃ¡ a la candidata a reina de Las Palmas del colectivo de lesbianas y gays,http://eldia.es/2015-01-26/CARNAVAL/2-Cabildo-patrocinara-candidata-reina-Palmas-colectivo-lesbianas-gays.htm,False,
e6daea128fab557f5eee2475cb96a52c51e58c7c64d811e266cde6ed427949b8,2015,2015-01-26,antena3.com,La primera menor transexual que aspira a convertirse en Reina del Carnaval,http://www.antena3.com/noticias/sociedad/primera-menor-transexual-que-aspira-convertirse-reina-carnaval_2015012600302.html,False,
a0f8e00d2c968d965f6f297c4a1470ca2e85a81f9b5ab6554fd3dd5c3b923328,2015,2015-01-26,canarias7.es,"Pablo Almodóvar, nuevo presidente del colectivo LGTB de Canarias",http://www.canarias7.es/articulo.cfm?Id=363402,False,
db30a4b2119146d85140bbb1c6e6c19d289e1e00801675c41721c347818d22b6,2015,2015-01-26,canarias7.es,La candidata transexual: 'Una sociedad sin discriminación es deber de todos',http://www.canarias7.es/articulo.cfm?Id=363368,False,
4690f0b387d0c36e500365bd997be66e7876534fb1574d17bceda18bea35bde8,2015,2015-01-28,elmundo.es,El Papa a un transexual espaÃ±ol: 'Â¡Claro que eres hijo de la Iglesia!',http://www.elmundo.es/espana/2015/01/28/54c7e217268e3e6e518b4572.html,False,
475ff3d287dac12a563ed81a8fe2f7b8212e7fe7fd4c4bae704c01c92870f745,2015,2015-01-27,elmundo.es,El Papa recibe en una audiencia privada a un transexual espaÃ±ol,http://www.elmundo.es/internacional/2015/01/27/54c7cc8bca47418b708b457b.html,False,
