video_id,autor,fecha,likes,texto,titulo_video,canal,fecha_video,año_video,tema
ne7WoOWstvg,@maverick9135,2025-10-22 22:12:20+00:00,14,"Cuando los españoles fueron a argentina fueron a trabajar , nosotros vinimos como argentinos a españa tambien a trabajar.",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@jesusmadridista6945,2021-04-23 02:29:32+00:00,572,Un saludo a todos nuestros hermanos Hispanoamericanos desde Alicante España,¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@mariacustos4443,2019-11-17 00:04:33+00:00,353,"..Al primer ministro de Polonia se le preguntó en MSM cuántos ""refugiados"" se llevarán, dijo que ""cientos de miles, no hay problema, pero cero musulmanes, ni siquiera uno"" el periodista quedó boquiabierto, simplemente sonrió y terminó el conversación ... desearía que no fuera demasiado tarde para nosotros",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@danielmswan777,2025-07-29 19:50:56+00:00,135,"Es evidente la diferencia cultural, religiosa y moral me atrevería a decir",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@josereinaldocastro8966,2025-10-05 21:42:13+00:00,152,"España o sus gobiernos en un acto estúpidamente suicida prefirieron abrir sus puertas a unas personas con las que no comparten nada, religión, cultura,música,idioma,comida e incluso el trato a las mujeres, formas de vestir,todo totalmente diferente,en lugar de dar cabida a los hispanos,que compartimos casi todo , incluso los refranes,las mañas, habría sido menos traumático ya que nosotros nos habríamos adaptado con gusto a las muy muy pocas cosas que no tenemos en común.",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@Tristanlib,2025-10-18 15:48:38+00:00,2,Imagínate preferir la antípoda cultural contra la que luchaste durante siglos para literalmente formar España que a los literales HISPANO-AMERICANOS como vecinos,¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@agustinpo6436,2024-09-17 22:08:23+00:00,47,"En Australia todos los años el Gobierno decide cuantos inmigrantes necesitan para el próximo año, de que origen, con que especialidad y donde. Eso es una política inmigratoria.",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@mcarmen9934,2024-11-07 08:56:04+00:00,18,Soy hispanoamericana orgullosa de mis orígenes y mis antepasados. Tenemos mucho que celebrar y conocer nuestra historia. 💪💪🇪🇦💚🇵🇪,¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@FFer-ug3ik,2024-07-19 11:41:57+00:00,40,"en cataluña, en la epoca de carot rovira se daba preferencia a musulmanes, ya que estos venian sin saber español y pasaban a darles clases gratuitas de catalan.",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@Galimatias-fq2dr,2025-10-07 03:45:07+00:00,58,"Soy colombiano pero mis abuelos eran españoles, amo España y la siento como mi patria, son mis orígenes y mi orgullo, la defiendo contra todo aquel que quiera hablar mal de ella, hago patria desde el otro lado del charco, ESPAÑA GRANDE!",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@Alexgonzalez-k7y,2025-10-07 22:43:13+00:00,13,España poco a poco está volviendo a ser conquistada por los musulmanes como hace mil años... ojala cambie eso pronto.,¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@CARLOSJIMENEZ-zq1li,2023-04-06 08:28:56+00:00,2,Gracias El Toro TV !!!!!,¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@Magais5,2024-10-05 21:37:09+00:00,60,Nadie habla de incentivar la natalidad…que triste,¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
ne7WoOWstvg,@agustinpo6436,2025-10-13 21:49:37+00:00,2,"Soy de Argentina y viví poco más de un año en España. Varias veces más fui de vacaciones. Por lejos el país donde encontré gente que odie a España fue España. Y no hablo por parte de inmigrantes, sino de españoles al 100%.",¿Inmigrantes hispanoamericanos o magrebíes?,El Toro TV,2019-11-09 22:45:00+00:00,2019,inmigracion
