video_id,autor,fecha,likes,texto,titulo_video,canal,fecha_video,año_video,tema
FWa_pOuZ2eM,@josemanuelrivas8582,2016-06-14T20:49:26Z,1,teneis darles gracias ..por estas cosas a las gentes k nos goviernan..,El colectivo LGTB denuncia que la persecución a los homosexuales cada vez es mayor en el mundo,laSexta Noticias,2016-06-14T18:47:59Z,2016,lgtbi
FWa_pOuZ2eM,@xavierlastra7356,2016-06-15T20:05:43Z,1,"Mi pésame y mi solidaridad con las familias de Orlando, Ánimo, se os recuerda y no se olvida,...Hay gente que en compañia de varios son muy valientes,,me gustaria verlos solos,,Valientes trozos de m..........",El colectivo LGTB denuncia que la persecución a los homosexuales cada vez es mayor en el mundo,laSexta Noticias,2016-06-14T18:47:59Z,2016,lgtbi
FWa_pOuZ2eM,@antonietoverdi2918,2021-09-18T20:16:01Z,0,Cuantos bulos,El colectivo LGTB denuncia que la persecución a los homosexuales cada vez es mayor en el mundo,laSexta Noticias,2016-06-14T18:47:59Z,2016,lgtbi
FWa_pOuZ2eM,@alexenfantocy,2025-06-10T12:10:38Z,0,"Los homosexuales no hacen falta que le quieran hacer ver al mundo de que existen.  A ver. ,  Qué tiene de extraordinario que el mundo sepa que los homosexuales existen  ? Qué es lo que el mundo gana que existan los homosexuales ? 
Es mejor que los homosexuales se mantengan clandestinamente a que hagan públicos . Además , la Biblia dice que los homosexuales no entrarán a los cielos . Por qué los homosexuales no toman en cuenta que si no dejan la homosexualidad no se van a salvar, se canso a condenar ; lo dice bien claro la Biblia , y la Biblia no nos puede mentir  , pero las personas si lo hacen .",El colectivo LGTB denuncia que la persecución a los homosexuales cada vez es mayor en el mundo,laSexta Noticias,2016-06-14T18:47:59Z,2016,lgtbi
FWa_pOuZ2eM,@danibro98,2020-12-29T13:53:36Z,2,Que asco de homofobia,El colectivo LGTB denuncia que la persecución a los homosexuales cada vez es mayor en el mundo,laSexta Noticias,2016-06-14T18:47:59Z,2016,lgtbi
0ZniBbbNs6c,@raula8506,2016-06-29T06:41:59Z,4,"Muy ORGULLOSO de vosotrxs!!!!! Gracias a todxs por dar la cara y derrochar ilusión y ganas!!!! Enhorabuena a los coristas, los promotores, los decoradores (el escenario es sencillamente increíble), los músicos, y a todxs los que han luchado de corazón por la VISIBILIDAD de la DIVERSIDAD!!!",LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@maclechuin,2016-06-29T03:55:20Z,6,"El de sonido se ha lucido, baja a los musicos. ¡¡¡QUE ES UN CORO!!!",LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@davidblancogarcia4408,2016-06-28T23:50:24Z,2,madre miaa se han lucio,LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@gelram88,2016-06-29T11:50:07Z,4,1:04 Que levante la mano quién no se sabe la canción!,LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@gerao30,2016-06-29T18:11:22Z,0,"un ensayo previo, quiza?",LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@rociocotan7292,2016-06-29T09:43:33Z,0,Gabriel y nerewi los mejores!😍,LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@rajaduradplacares,2016-06-29T22:39:16Z,0,"creo que fallo el sonido del programa, no entendi hasta casi el final que cancion era. el resto animo chicos, sigan asi adelante con el coro.",LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@anitacc2000,2016-06-28T23:21:43Z,0,GABIIII GUAPOOOOOO!!!!!,LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@anxotvi,2016-06-29T07:44:00Z,7,"Prácticamente lo único que se oye es la música, cuesta apreciar al coro :(",LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@DayanSanJuan,2016-06-29T14:00:14Z,2,¡Precioso! ¡Enhorabuena Chic@s! ;),LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
0ZniBbbNs6c,@DanyGatoGaga,2016-06-29T09:55:49Z,0,"Hay gente del coro que no se sabe la canción, o lo disimula muy bien XD",LATE MOTIV - Coro de Voces LGTB de Madrid | #LateMotiv94,Late Motiv en Movistar+,2016-06-28T22:53:05Z,2016,lgtbi
