video_id,autor,fecha,likes,texto,titulo_video,canal,fecha_video,año_video,tema
mjZX6RUsyR0,@elputofu3922,2023-08-21T11:25:57Z,0,"La passsta manda, yo también soy ""friendly"" de quien se deje la passssta en el negocio",ORGULLO GAY | Más de 1.500 empresas españolas se han declarado &#39;gay friendly&#39;,laSexta Noticias,2015-07-04T16:54:15Z,2015,lgtbi
mjZX6RUsyR0,@alancruz5998,2020-04-29T04:51:30Z,0,Hola quiero que me ayuden ❤️😭😭😭😭😭,ORGULLO GAY | Más de 1.500 empresas españolas se han declarado &#39;gay friendly&#39;,laSexta Noticias,2015-07-04T16:54:15Z,2015,lgtbi
b8hU_-43y3w,@miguelmamani2293,2023-04-19T22:47:23Z,2,"Como que  a veces me da risa cuando dice
8.000 homosexuales hahah reunidos hahah",8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
b8hU_-43y3w,@danielcalderonsanchez8756,2023-03-13T04:11:47Z,0,"Ufff super 😃 , me encantaría ir.",8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
b8hU_-43y3w,@11esve,2023-06-28T19:50:30Z,2,Un asteroide como lo que le paso a una ciudad antes,8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
b8hU_-43y3w,@joni33333,2015-08-11T20:23:54Z,0,facepalm,8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
b8hU_-43y3w,@Kitana_ultimate,2026-04-01T02:42:28Z,0,Viva la pluma,8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
b8hU_-43y3w,@cescfontvela8330,2025-08-12T12:24:10Z,0,Tot un negoci rodo,8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
b8hU_-43y3w,@pboy9875,2015-08-11T14:19:14Z,2,Q Pena...,8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
b8hU_-43y3w,@antoniolinaressaiz8939,2023-11-12T23:00:33Z,1,Mucha loca...,8.000 homosexuales se dan cita en el &#39;Water Park Day&#39; de Barcelona,Antena 3 Noticias,2015-08-11T14:15:46Z,2015,lgtbi
