Topic,Count,Name,Representation,Representative_Docs
16,460,16_trabajo_dinero_trabajar_contrato,"['trabajo', 'dinero', 'trabajar', 'contrato', 'sueldo', 'paro', 'residencia', 'pagar', 'euros', 'laborales']","['hola yo,cuando agote los dos años de paro que me correspondian y luego las diferentes subvenciones del rai,justo al mes siguiente me tocaba cobrar la subvencion por mayor de 52 años,pero justo en ese mes,al graciosillo de rajoy le dio por quitarla y pasarla a mayores de 55 años.primera traba.poco mas tarde, me entere de que aqui,en valencia,daban la renta garantizada de ciudadania,indagando mucho para enterarme porque no lo anuncian a bombos y platillos,no.cobre un año entero de golpe despues de esperar año y medio,mientras,no me mori de hambre porque me fui a vivir a casa de mi madre,ya que el banco me quito el piso por no poder pagar.como cobre esa ayuda en una cuenta que no usaba para nada,claro,no habia dinero,no me entere que habia recibido ese dinero.al enterarme,al cabo del tiempo,volvi a solicitar esa ayuda,pero me dijeron que tenia que haberla pedido nada mas recibirla la primera vez.al retrasarme,ya no tenia derecho a pedirla.como se come eso? pues,asi,sin pan ni cuchara.segunda traba. al cumplir los 55 años,pedi entonces lo que rajoy me fastidio con los 52 años y me dijeron que era una subvencion del paro de 430 euros,que tambien se cotiza con ella para la jubilacion pero que tengo que jubilarme a los 61 años.vale.resulta que para cobrarla,tenia que tener anteriormente un contrato de trabajo de 3 meses.tercera traba.lo consegui trabajando de camarero en un restaurante chino 3 meses.hace unas semanas,pedi una ayuda que dan a quien trabaja y no llega al sueldo base,se lo completan con esa ayuda,tambien la dan a las victimas de violencia de genero y a otras personas que reciben una paga demasiado baja, menos que el sueldo base tambien.despues de dos y tres veces a la asistente social,cada vez me decian una cosa,me mandaron  al prop,de alli a unas oficinas de la generalitat,luego otra vez al prop,y,a la tercera vez que fui a la generalitat,me dijeron que a mi no me pertenecia,porque mi subvencion era del paro.cuarta traba.total,que yo no tengo derecho a comer y otros si,cobrando  mas que yo,que el año que viene puede que tenga derecho,si sacan una ley para ello..a que a los ilegales no les ponen tantas trabas? trabaje 27 años,veremos lo que cobrare al jubilarme tengo 58 años', 'con 1074 € no buscarán trabajo en su vida,', 'y el trabajo donde está .']"
17,453,17_musulmanes_islam_musulmana_europa,"['musulmanes', 'islam', 'musulmana', 'europa', 'musulmán', 'árabes', 'cristianos', 'países', 'francia', 'religión']","['todos musulmanes que cosas', 'no a los musulmanes.', 'ya no más musulmanes']"
18,449,18_españoles_ayudas_inmigrantes_trabajo,"['españoles', 'ayudas', 'inmigrantes', 'trabajo', 'español', 'extranjeros', 'trabajar', 'primero', 'vienen', 'inmigración']","['lo que no se puede es que ahora los extranjeros tienen mas ayudas y derechos que los propios españoles. no se que esperaban 😮', 'es injusto igualar en derechos al que viene de fuera con respecto al español. es muy simple, el español a cotizado toda su vida y antes que el cotizo su padre y antes su abuelo. y esto nunca lo podra decir el migrante. la nación española la hemos construido los españoles para los españoles, y no para el que venga de fuera. es lo mismo que si un alcalde de una población exige que cojas a tus hijos y los obligues a compartir todo con unos hijos de un desconocido, los metas en tu casa, les des de comer, les pagues la escuela, la comida, la ropa, todo, eso seria injusto, porque tu economía no alcanza para algo así, y lógicamente primero son tus hijos antes que los hijos de un desconocido. de la misma manera esta llegada masiva e injusta de migrantes a los que cada vez se les subvenciona mas y mas es totalmente injusto y discriminatorio para el español. en la medida en que se les den derechos y ventajas a los migrantes se los están quitando a muchos españoles en situación de precariedad. ya no se puede acallar la realidad de que muchísimas ongs prefieren por sistema ayudar al migrante que al español, y todavía se tiene el cinismo de llamarlo discriminación positiva. esto es aberrante y suicida para nuestro pais. asi encima se produce el efecto llamada creando una ilusión en el tercer mundo de que esto es jauja, pues nada mas saltar la frontera ya tienes medico y sanidad gratuita, eso si a costa de los impuestos del trabajador español, y asi mas y mas como la paguita, subvención viviendas, etc, creando una verdadera plaga de parásitos caraduras que vienen ya crecidos creyendo que tienen derecho a todo y olvidando que no tienen tales derechos por el hecho de que se les deje entrar por caridad y encima se atreven a protestar. esto es un suicidio y una autentica imbecilidad impuesta desde el exterior por personajes malnacidos como el viejo george soros que solo busca destruir europa y sus señas de identidad . y el colmo es que se prefieran supuestos refugiados musulmanes antes que cristianos. la gente ya esta harta de tanto inmigrante que ademas defraudan los que mas, y constituyen el problema numero uno de españa y europa. no a la inmigracion, cierre de fronteras, y ordenamiento de todos los que ya han entrado expulsando a una buena parte de ellos que son ilegales, deportación inmediata de todo el que cometa un delito aunque sea menor. tolerancia cero con los migrantes musulmanes. ¿porque la clase política traidora no hace un referendum sobre inmigración? pues esta claro porque la mayoría de los españoles votarían por el cierre de frontera y la deportación de una gran cantidad de los que se han colado, que solo vienen a pillar todo cuanto puedan descaradamente. no a la inmigracion. los españoles por derecho natural somos primero, le disguste a quien le disguste....', 'es injusto igualar en derechos al que viene de fuera con respecto al español. es muy simple, el español a cotizado toda su vida y antes que el cotizo su padre y antes su abuelo. y esto nunca lo podra decir el migrante. la nación española la hemos construido los españoles para los españoles, y no para el que venga de fuera. es lo mismo que si un alcalde de una población exige que cojas a tus hijos y los obligues a compartir todo con unos hijos de un desconocido, los metas en tu casa, les des de comer, les pagues la escuela, la comida, la ropa, todo, eso seria injusto, porque tu economía no alcanza para algo así, y lógicamente primero son tus hijos antes que los hijos de un desconocido. de la misma manera esta llegada masiva e injusta de migrantes a los que cada vez se les subvenciona mas y mas es totalmente injusto y discriminatorio para el español. en la medida en que se les den derechos y ventajas a los migrantes se los están quitando a muchos españoles en situación de precariedad. ya no se puede acallar la realidad de que muchísimas ongs prefieren por sistema ayudar al migrante que al español, y todavía se tiene el cinismo de llamarlo discriminación positiva. esto es aberrante y suicida para nuestro pais. asi encima se produce el efecto llamada creando una ilusión en el tercer mundo de que esto es jauja, pues nada mas saltar la frontera ya tienes medico y sanidad gratuita, eso si a costa de los impuestos del trabajador español, y asi mas y mas como la paguita, subvención viviendas, etc, creando una verdadera plaga de parásitos caraduras que vienen ya crecidos creyendo que tienen derecho a todo y olvidando que no tienen tales derechos por el hecho de que se les deje entrar por caridad y encima se atreven a protestar. esto es un suicidio y una autentica imbecilidad impuesta desde el exterior por personajes malnacidos como el viejo george soros que solo busca destruir europa y sus señas de identidad . y el colmo es que se prefieran supuestos refugiados musulmanes antes que cristianos. la gente ya esta harta de tanto inmigrante que ademas defraudan los que mas, y constituyen el problema numero uno de españa y europa. no a la inmigracion, cierre de fronteras, y ordenamiento de todos los que ya han entrado expulsando a una buena parte de ellos que son ilegales, deportación inmediata de todo el que cometa un delito aunque sea menor. tolerancia cero con los migrantes musulmanes. ¿porque la clase política traidora no hace un referendum sobre inmigración? pues esta claro porque la mayoría de los españoles votarían por el cierre de frontera y la deportación de una gran cantidad de los que se han colado, que solo vienen a pillar todo cuanto puedan descaradamente. no a la inmigracion. los españoles por derecho natural somos primero, le disguste a quien le disguste....']"
19,425,19_presidente_abascal presidente_abascal_presidente españa,"['presidente', 'abascal presidente', 'abascal', 'presidente españa', 'presidente presidente', 'presidente viva', 'presidente gobierno', 'viva', 'viva vox', 'futuro presidente']","['presidente!! tiempo al tiempo...', 'vamos presidente palante', 'este si sería un presidente']"
20,398,20_información_hola_bendiciones_felicidades,"['información', 'hola', 'bendiciones', 'felicidades', 'felicitaciones', 'contactar', 'dios bendiga', 'saludos', 'puedo', 'bendiga']","['gracias por la información', 'muchas gracias por su información 😊', 'bendiciones 🙏 muy buena su información']"
21,349,21_verdades_puños_verdades puños_mentira,"['verdades', 'puños', 'verdades puños', 'mentira', 'mentiras', 'abascal', 'realidad', 'miente', 'vox', 'mentirosos']","['verdades como puños!!!!🙂', 'verdades como puños. repratacion.', 'verdades como puños. viva vox']"
22,342,22_italiano_italia_italianos_italiana,"['italiano', 'italia', 'italianos', 'italiana', 'españa italia', 'español', 'in', 'versión', 'encanta', 'più']","['que hace isco en italia', 'el italiano se parece mucho al valenciano.', 'voglio imparare italiano e viaggiare in italia :d']"
23,327,23_racista_racismo_racistas_negro,"['racista', 'racismo', 'racistas', 'negro', 'negra', 'negros', 'color', 'blanco', 'comentarios', 'raza']","['el que dice que no, ese, ese el racista', 'lo veo como muy racista el video', 'no es racismo, ellos son los racistas']"
24,323,24_niño_niños_homosexuales_padres,"['niño', 'niños', 'homosexuales', 'padres', 'homosexual', 'padre', 'gay', 'hijo', 'adoptar', 'pareja']","['no entiendo. por qué un niño iba a crecer mejor con un padre y una madre que con 2 padres o 2 madres? lo importante es que haya amor, y hay hijos de parejas heterosexuales que han sufrido violencia. de hecho creo que hay muchas más probabilidades de que un niño crezca mejor en una pareja homosexual, ya que le enseñarán a no discriminar a nadie, cosa que no se puede garantizar en una pareja heterosexual.', 'esta claro y demostrado que los niños no tienen prejuicios , los mayores si los tienen, por lo cual los niños se van a sentir bien en cualquier familia ya sea esta heterosexual, o homosexual, la figura del padre o de la madre son solo roles impuestos, el niño no necesita de tener un padre y una madre, de hecho esta más que estudiado que los hijos criados en familia homosexuales son lo mismo o mas felices que en familias heterosexuales, acaso no son las familias heterosexuales las que abortan  matan, a sus hijos, los maltratan, los abandonan y estos niños son adoptados muchos por familias parejas heterosexuales donde van a recibir amor y cuidados cosa que las familias heterosexuales no han hecho. y todos los homosexuales vienen de familias heterosexuales o por lo menos con padre y madre, por lo cual no va existir ningun riego de que pueda ser mas homosexual, aparte esto ya viene de nacimiento en la mayoria de los casos es bioligico.', 'son solo niños de 5 o 7 años no puede ser que pensemos que está bien que un niño se declare gay']"
25,269,25_película_cortometraje_film_movie,"['película', 'cortometraje', 'film', 'movie', 'short', 'this', 'corto', 'it', 'the', 'of']","['¿donde está la película?', 'y la película de esto?', 'es una película amateur?']"
