year_dataset,Topic,Name,documentos,total_documentos_anio,porcentaje_corpus,etiqueta
2023,57,57_burriana_libros_biblioteca_censura,63,7555,0.83,57_burriana_libros_biblioteca_censura
2023,58,58_almodóvar_cannes_extraña_pedro,62,7555,0.82,58_almodóvar_cannes_extraña_pedro
2023,59,59_itziar_letonia_castro_actriz,53,7555,0.7,59_itziar_letonia_castro_actriz
2023,60,60_ibiza_40 aniversario_carnaval_calles centro,17,7555,0.23,60_ibiza_40 aniversario_carnaval_calles centro
2023,61,61_almeida_bandera_cibeles_bandera lgtbi,36,7555,0.48,61_almeida_bandera_cibeles_bandera lgtbi
2023,62,62_detenido_yihadistas_yihadista_palmas,27,7555,0.36,62_detenido_yihadistas_yihadista_palmas
2023,63,63_irlanda_matrimonio_referéndum_dublín,1,7555,0.01,Referéndum de matrimonio en Irlanda
2023,64,64_acoso_ciento_jóvenes_escolar,11,7555,0.15,64_acoso_ciento_jóvenes_escolar
2023,65,65_metro_agresión_barcelona_guardia,9,7555,0.12,65_metro_agresión_barcelona_guardia
2023,66,66_trans_transgénero_mujer_belarra,21,7555,0.28,66_trans_transgénero_mujer_belarra
2023,67,67_papa_francisco_pontífice_plasencia,12,7555,0.16,67_papa_francisco_pontífice_plasencia
2023,68,68_electoral_junta electoral_lona_junta,50,7555,0.66,68_electoral_junta electoral_lona_junta
2023,69,69_brunéi_sultán_lapidación_adulterio,8,7555,0.11,69_brunéi_sultán_lapidación_adulterio
2023,70,70_00_concierto_100_30,28,7555,0.37,70_00_concierto_100_30
2023,71,71_pecado_papa_francisco_delito,49,7555,0.65,71_pecado_papa_francisco_delito
2023,72,72_terapias_euros_multa_coach,10,7555,0.13,72_terapias_euros_multa_coach
2023,73,73_duval_sumar_chicago_feminismo,33,7555,0.44,73_duval_sumar_chicago_feminismo
2023,74,74_homosexualidad_terapia_libro_em,3,7555,0.04,74_homosexualidad_terapia_libro_em
2023,75,75_actor_contado_silvestre_pueblo,41,7555,0.54,75_actor_contado_silvestre_pueblo
2023,76,76_courage_animales_toledo_archidiócesis,27,7555,0.36,76_courage_animales_toledo_archidiócesis
2023,77,77_bandera_ayuntamiento_lgtbi_arcoíris,36,7555,0.48,77_bandera_ayuntamiento_lgtbi_arcoíris
2023,78,78_gay games_games_valència_2026,41,7555,0.54,78_gay games_games_valència_2026
2023,79,79_colegios_vox_información_formativas,2,7555,0.03,79_colegios_vox_información_formativas
2023,80,80_españoles_iglesias_rodó_países,37,7555,0.49,80_españoles_iglesias_rodó_países
2023,81,81_paloma río_río_gimnasia_paloma,20,7555,0.26,81_paloma río_río_gimnasia_paloma
2023,82,82_modelo_secret_marca_victoria,6,7555,0.08,82_modelo_secret_marca_victoria
2023,83,83_madrid_orgullo_cogam_ciudadanos,8,7555,0.11,83_madrid_orgullo_cogam_ciudadanos
