Comunidades autónomas,Tipología penal,Ámbito,Calificación,periodo,Total
TOTAL NACIONAL,LESIONES,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2024,11.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2023,7.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2022,8.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2021,4.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2020,3.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2019,4.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2018,8.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2017,5.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2016,4.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2015,5.0
TOTAL NACIONAL,LESIONES,APOROFOBIA,TOTAL calificación,2014,3.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2024,6.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2023,4.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2022,4.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2021,4.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2020,3.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2019,7.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2018,9.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2017,10.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2016,7.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2015,5.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2014,6.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2024,6.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2023,4.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2022,4.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2021,4.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2020,3.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2019,7.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2018,9.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2017,10.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2016,7.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2015,5.0
TOTAL NACIONAL,LESIONES,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2014,6.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2024,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2023,10.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2022,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2021,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2020,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2019,4.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2018,6.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2016,32.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2015,22.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. PENALES,2014,24.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2024,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2023,10.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2022,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2021,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2020,5.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2019,4.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2018,6.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2017,0.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2016,32.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2015,22.0
TOTAL NACIONAL,LESIONES,DISFOBIA,TOTAL calificación,2014,24.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2024,4.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2023,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2022,5.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2021,2.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2020,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2019,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2018,3.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2016,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2015,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2024,4.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2023,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2022,5.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2021,2.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2020,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2019,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2018,3.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2017,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2016,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2015,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2024,4.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2023,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2022,4.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2021,7.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2020,3.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2019,2.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2018,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2016,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2015,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2024,4.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2023,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2022,4.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2021,7.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2020,3.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2019,2.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2018,1.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2017,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2016,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2015,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2024,28.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2023,29.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2022,68.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2021,15.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2020,20.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2019,13.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2018,9.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2017,7.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2016,8.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2015,2.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2024,28.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2023,29.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2022,68.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2021,15.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2020,20.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2019,13.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2018,9.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2017,7.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2016,8.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2015,2.0
TOTAL NACIONAL,LESIONES,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2014,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2024,25.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2023,25.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2022,26.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2021,49.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2020,46.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2019,84.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2018,74.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2017,74.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2016,32.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2015,38.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2024,25.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2023,25.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2022,26.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2021,49.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2020,46.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2019,84.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2018,74.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2017,74.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2016,32.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2015,38.0
TOTAL NACIONAL,LESIONES,IDEOLOGIA,TOTAL calificación,2014,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2024,1.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2023,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2022,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2021,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2020,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2019,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2018,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2017,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2016,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2015,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. PENALES,2014,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
TOTAL NACIONAL,LESIONES,ISLAMOFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
