comunidad,año,ambito,delitos
Castilla y León,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Castilla y León,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,7
Castilla y León,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,4
Castilla y León,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Castilla y León,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,19
Castilla y León,2024,RACISMO/XENOFOBIA,37
Castilla y León,2023,RACISMO/XENOFOBIA,36
Castilla y León,2022,RACISMO/XENOFOBIA,23
Castilla y León,2021,RACISMO/XENOFOBIA,18
Castilla y León,2020,RACISMO/XENOFOBIA,13
Castilla y León,2019,RACISMO/XENOFOBIA,17
Castilla y León,2018,RACISMO/XENOFOBIA,23
Castilla y León,2017,RACISMO/XENOFOBIA,23
Castilla y León,2016,RACISMO/XENOFOBIA,14
Castilla y León,2015,RACISMO/XENOFOBIA,17
Castilla y León,2014,RACISMO/XENOFOBIA,12
Castilla y León,2024,TOTAL ámbitos,93
Castilla y León,2023,TOTAL ámbitos,115
Castilla y León,2022,TOTAL ámbitos,64
Castilla y León,2021,TOTAL ámbitos,90
Castilla y León,2020,TOTAL ámbitos,56
Castilla y León,2019,TOTAL ámbitos,78
Castilla y León,2018,TOTAL ámbitos,57
Castilla y León,2017,TOTAL ámbitos,62
Castilla y León,2016,TOTAL ámbitos,49
Castilla y León,2015,TOTAL ámbitos,55
Castilla y León,2014,TOTAL ámbitos,55
Castilla-La Mancha,2024,ANTIGITANISMO,3
Castilla-La Mancha,2023,ANTIGITANISMO,4
Castilla-La Mancha,2022,ANTIGITANISMO,2
Castilla-La Mancha,2021,ANTIGITANISMO,2
Castilla-La Mancha,2020,ANTIGITANISMO,1
Castilla-La Mancha,2019,ANTIGITANISMO,4
Castilla-La Mancha,2018,ANTIGITANISMO,0
Castilla-La Mancha,2017,ANTIGITANISMO,0
Castilla-La Mancha,2016,ANTIGITANISMO,0
Castilla-La Mancha,2015,ANTIGITANISMO,0
Castilla-La Mancha,2014,ANTIGITANISMO,0
Castilla-La Mancha,2024,ANTISEMITISMO,0
Castilla-La Mancha,2023,ANTISEMITISMO,0
Castilla-La Mancha,2022,ANTISEMITISMO,0
Castilla-La Mancha,2021,ANTISEMITISMO,0
Castilla-La Mancha,2020,ANTISEMITISMO,0
Castilla-La Mancha,2019,ANTISEMITISMO,0
Castilla-La Mancha,2018,ANTISEMITISMO,0
Castilla-La Mancha,2017,ANTISEMITISMO,0
Castilla-La Mancha,2016,ANTISEMITISMO,0
Castilla-La Mancha,2015,ANTISEMITISMO,0
Castilla-La Mancha,2014,ANTISEMITISMO,1
Castilla-La Mancha,2024,APOROFOBIA,0
Castilla-La Mancha,2023,APOROFOBIA,1
Castilla-La Mancha,2022,APOROFOBIA,1
Castilla-La Mancha,2021,APOROFOBIA,0
Castilla-La Mancha,2020,APOROFOBIA,0
Castilla-La Mancha,2019,APOROFOBIA,0
Castilla-La Mancha,2018,APOROFOBIA,0
Castilla-La Mancha,2017,APOROFOBIA,0
Castilla-La Mancha,2016,APOROFOBIA,0
Castilla-La Mancha,2015,APOROFOBIA,0
Castilla-La Mancha,2014,APOROFOBIA,1
Castilla-La Mancha,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,5
Castilla-La Mancha,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Castilla-La Mancha,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Castilla-La Mancha,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,2
Castilla-La Mancha,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Castilla-La Mancha,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Castilla-La Mancha,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Castilla-La Mancha,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,0
Castilla-La Mancha,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,1
Castilla-La Mancha,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Castilla-La Mancha,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Castilla-La Mancha,2024,DISFOBIA,1
Castilla-La Mancha,2023,DISFOBIA,7
Castilla-La Mancha,2022,DISFOBIA,0
Castilla-La Mancha,2021,DISFOBIA,1
Castilla-La Mancha,2020,DISFOBIA,3
Castilla-La Mancha,2019,DISFOBIA,3
Castilla-La Mancha,2018,DISFOBIA,1
Castilla-La Mancha,2017,DISFOBIA,0
Castilla-La Mancha,2016,DISFOBIA,29
Castilla-La Mancha,2015,DISFOBIA,7
Castilla-La Mancha,2014,DISFOBIA,9
Castilla-La Mancha,2024,DISCRIMINACIÓN GENERACIONAL,3
Castilla-La Mancha,2023,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2022,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2021,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2020,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2019,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2018,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2017,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2016,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2015,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2014,DISCRIMINACIÓN GENERACIONAL,0
Castilla-La Mancha,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Castilla-La Mancha,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Castilla-La Mancha,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Castilla-La Mancha,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,4
Castilla-La Mancha,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Castilla-La Mancha,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Castilla-La Mancha,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Castilla-La Mancha,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla-La Mancha,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla-La Mancha,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla-La Mancha,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Castilla-La Mancha,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Castilla-La Mancha,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Castilla-La Mancha,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,5
Castilla-La Mancha,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,4
Castilla-La Mancha,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Castilla-La Mancha,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Castilla-La Mancha,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Castilla-La Mancha,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Castilla-La Mancha,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Castilla-La Mancha,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Castilla-La Mancha,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Castilla-La Mancha,2024,IDEOLOGIA,6
Castilla-La Mancha,2023,IDEOLOGIA,28
Castilla-La Mancha,2022,IDEOLOGIA,12
Castilla-La Mancha,2021,IDEOLOGIA,13
Castilla-La Mancha,2020,IDEOLOGIA,22
Castilla-La Mancha,2019,IDEOLOGIA,23
Castilla-La Mancha,2018,IDEOLOGIA,10
Castilla-La Mancha,2017,IDEOLOGIA,18
Castilla-La Mancha,2016,IDEOLOGIA,17
Castilla-La Mancha,2015,IDEOLOGIA,31
Castilla-La Mancha,2014,IDEOLOGIA,0
Castilla-La Mancha,2024,ISLAMOFOBIA,1
Castilla-La Mancha,2023,ISLAMOFOBIA,0
Castilla-La Mancha,2022,ISLAMOFOBIA,0
Castilla-La Mancha,2021,ISLAMOFOBIA,0
Castilla-La Mancha,2020,ISLAMOFOBIA,0
Castilla-La Mancha,2019,ISLAMOFOBIA,0
Castilla-La Mancha,2018,ISLAMOFOBIA,0
Castilla-La Mancha,2017,ISLAMOFOBIA,0
Castilla-La Mancha,2016,ISLAMOFOBIA,0
Castilla-La Mancha,2015,ISLAMOFOBIA,0
Castilla-La Mancha,2014,ISLAMOFOBIA,0
Castilla-La Mancha,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,16
Castilla-La Mancha,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,12
Castilla-La Mancha,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,20
Castilla-La Mancha,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,7
Castilla-La Mancha,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,7
Castilla-La Mancha,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,5
Castilla-La Mancha,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,7
Castilla-La Mancha,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,6
Castilla-La Mancha,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,4
Castilla-La Mancha,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,6
Castilla-La Mancha,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,15
Castilla-La Mancha,2024,RACISMO/XENOFOBIA,24
Castilla-La Mancha,2023,RACISMO/XENOFOBIA,23
Castilla-La Mancha,2022,RACISMO/XENOFOBIA,32
Castilla-La Mancha,2021,RACISMO/XENOFOBIA,13
Castilla-La Mancha,2020,RACISMO/XENOFOBIA,11
Castilla-La Mancha,2019,RACISMO/XENOFOBIA,13
Castilla-La Mancha,2018,RACISMO/XENOFOBIA,8
Castilla-La Mancha,2017,RACISMO/XENOFOBIA,15
Castilla-La Mancha,2016,RACISMO/XENOFOBIA,5
Castilla-La Mancha,2015,RACISMO/XENOFOBIA,25
Castilla-La Mancha,2014,RACISMO/XENOFOBIA,29
Castilla-La Mancha,2024,TOTAL ámbitos,63
Castilla-La Mancha,2023,TOTAL ámbitos,81
Castilla-La Mancha,2022,TOTAL ámbitos,75
Castilla-La Mancha,2021,TOTAL ámbitos,46
Castilla-La Mancha,2020,TOTAL ámbitos,49
Castilla-La Mancha,2019,TOTAL ámbitos,51
Castilla-La Mancha,2018,TOTAL ámbitos,33
Castilla-La Mancha,2017,TOTAL ámbitos,39
Castilla-La Mancha,2016,TOTAL ámbitos,56
Castilla-La Mancha,2015,TOTAL ámbitos,73
Castilla-La Mancha,2014,TOTAL ámbitos,58
Cataluña,2024,ANTIGITANISMO,0
Cataluña,2023,ANTIGITANISMO,0
Cataluña,2022,ANTIGITANISMO,0
Cataluña,2021,ANTIGITANISMO,0
Cataluña,2020,ANTIGITANISMO,0
Cataluña,2019,ANTIGITANISMO,0
Cataluña,2018,ANTIGITANISMO,0
Cataluña,2017,ANTIGITANISMO,0
Cataluña,2016,ANTIGITANISMO,0
Cataluña,2015,ANTIGITANISMO,0
Cataluña,2014,ANTIGITANISMO,0
Cataluña,2024,ANTISEMITISMO,9
Cataluña,2023,ANTISEMITISMO,4
Cataluña,2022,ANTISEMITISMO,3
Cataluña,2021,ANTISEMITISMO,5
Cataluña,2020,ANTISEMITISMO,2
Cataluña,2019,ANTISEMITISMO,3
Cataluña,2018,ANTISEMITISMO,2
Cataluña,2017,ANTISEMITISMO,3
Cataluña,2016,ANTISEMITISMO,5
Cataluña,2015,ANTISEMITISMO,3
Cataluña,2014,ANTISEMITISMO,5
Cataluña,2024,APOROFOBIA,6
Cataluña,2023,APOROFOBIA,3
Cataluña,2022,APOROFOBIA,2
Cataluña,2021,APOROFOBIA,3
Cataluña,2020,APOROFOBIA,2
Cataluña,2019,APOROFOBIA,1
Cataluña,2018,APOROFOBIA,1
Cataluña,2017,APOROFOBIA,2
Cataluña,2016,APOROFOBIA,1
Cataluña,2015,APOROFOBIA,4
Cataluña,2014,APOROFOBIA,3
Cataluña,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,8
Cataluña,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,12
Cataluña,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,4
Cataluña,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,7
Cataluña,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,12
Cataluña,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,17
Cataluña,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,37
Cataluña,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,43
Cataluña,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,14
Cataluña,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,32
Cataluña,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,33
Cataluña,2024,DISFOBIA,9
Cataluña,2023,DISFOBIA,8
Cataluña,2022,DISFOBIA,6
Cataluña,2021,DISFOBIA,5
Cataluña,2020,DISFOBIA,2
Cataluña,2019,DISFOBIA,8
Cataluña,2018,DISFOBIA,10
Cataluña,2017,DISFOBIA,10
Cataluña,2016,DISFOBIA,6
Cataluña,2015,DISFOBIA,9
Cataluña,2014,DISFOBIA,6
Cataluña,2024,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2023,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2022,DISCRIMINACIÓN GENERACIONAL,2
Cataluña,2021,DISCRIMINACIÓN GENERACIONAL,2
Cataluña,2020,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2019,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2018,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2017,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2016,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2015,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2014,DISCRIMINACIÓN GENERACIONAL,0
Cataluña,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Cataluña,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,9
Cataluña,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,9
Cataluña,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,10
Cataluña,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,15
Cataluña,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,5
Cataluña,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,9
Cataluña,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,9
Cataluña,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,6
Cataluña,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,20
Cataluña,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,3
Cataluña,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Cataluña,2024,IDEOLOGIA,35
Cataluña,2023,IDEOLOGIA,72
Cataluña,2022,IDEOLOGIA,46
Cataluña,2021,IDEOLOGIA,65
Cataluña,2020,IDEOLOGIA,72
Cataluña,2019,IDEOLOGIA,257
Cataluña,2018,IDEOLOGIA,350
Cataluña,2017,IDEOLOGIA,187
Cataluña,2016,IDEOLOGIA,65
Cataluña,2015,IDEOLOGIA,83
Cataluña,2014,IDEOLOGIA,0
Cataluña,2024,ISLAMOFOBIA,3
Cataluña,2023,ISLAMOFOBIA,0
Cataluña,2022,ISLAMOFOBIA,0
Cataluña,2021,ISLAMOFOBIA,0
Cataluña,2020,ISLAMOFOBIA,0
Cataluña,2019,ISLAMOFOBIA,0
Cataluña,2018,ISLAMOFOBIA,0
Cataluña,2017,ISLAMOFOBIA,0
Cataluña,2016,ISLAMOFOBIA,0
Cataluña,2015,ISLAMOFOBIA,0
Cataluña,2014,ISLAMOFOBIA,0
Cataluña,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,116
Cataluña,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,111
Cataluña,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,88
Cataluña,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,101
Cataluña,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,69
Cataluña,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,101
Cataluña,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,77
Cataluña,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,99
Cataluña,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,60
Cataluña,2015,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,50
Cataluña,2014,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,43
Cataluña,2024,RACISMO/XENOFOBIA,96
Cataluña,2023,RACISMO/XENOFOBIA,89
Cataluña,2022,RACISMO/XENOFOBIA,92
Cataluña,2021,RACISMO/XENOFOBIA,82
Cataluña,2020,RACISMO/XENOFOBIA,72
Cataluña,2019,RACISMO/XENOFOBIA,119
Cataluña,2018,RACISMO/XENOFOBIA,114
Cataluña,2017,RACISMO/XENOFOBIA,166
Cataluña,2016,RACISMO/XENOFOBIA,111
Cataluña,2015,RACISMO/XENOFOBIA,93
Cataluña,2014,RACISMO/XENOFOBIA,124
Cataluña,2024,TOTAL ámbitos,291
Cataluña,2023,TOTAL ámbitos,308
Cataluña,2022,TOTAL ámbitos,253
Cataluña,2021,TOTAL ámbitos,285
Cataluña,2020,TOTAL ámbitos,236
Cataluña,2019,TOTAL ámbitos,515
Cataluña,2018,TOTAL ámbitos,600
Cataluña,2017,TOTAL ámbitos,516
Cataluña,2016,TOTAL ámbitos,282
Cataluña,2015,TOTAL ámbitos,277
Cataluña,2014,TOTAL ámbitos,214
Comunidad Valenciana,2024,ANTIGITANISMO,1
Comunidad Valenciana,2023,ANTIGITANISMO,2
Comunidad Valenciana,2022,ANTIGITANISMO,1
Comunidad Valenciana,2021,ANTIGITANISMO,0
Comunidad Valenciana,2020,ANTIGITANISMO,1
Comunidad Valenciana,2019,ANTIGITANISMO,0
Comunidad Valenciana,2018,ANTIGITANISMO,0
Comunidad Valenciana,2017,ANTIGITANISMO,0
Comunidad Valenciana,2016,ANTIGITANISMO,0
Comunidad Valenciana,2015,ANTIGITANISMO,0
Comunidad Valenciana,2014,ANTIGITANISMO,0
Comunidad Valenciana,2024,ANTISEMITISMO,3
Comunidad Valenciana,2023,ANTISEMITISMO,6
Comunidad Valenciana,2022,ANTISEMITISMO,0
Comunidad Valenciana,2021,ANTISEMITISMO,1
Comunidad Valenciana,2020,ANTISEMITISMO,0
Comunidad Valenciana,2019,ANTISEMITISMO,1
Comunidad Valenciana,2018,ANTISEMITISMO,0
Comunidad Valenciana,2017,ANTISEMITISMO,0
Comunidad Valenciana,2016,ANTISEMITISMO,0
Comunidad Valenciana,2015,ANTISEMITISMO,0
Comunidad Valenciana,2014,ANTISEMITISMO,3
Comunidad Valenciana,2024,APOROFOBIA,3
Comunidad Valenciana,2023,APOROFOBIA,3
Comunidad Valenciana,2022,APOROFOBIA,3
Comunidad Valenciana,2021,APOROFOBIA,1
Comunidad Valenciana,2020,APOROFOBIA,2
Comunidad Valenciana,2019,APOROFOBIA,0
Comunidad Valenciana,2018,APOROFOBIA,2
Comunidad Valenciana,2017,APOROFOBIA,3
Comunidad Valenciana,2016,APOROFOBIA,2
Comunidad Valenciana,2015,APOROFOBIA,2
Comunidad Valenciana,2014,APOROFOBIA,2
Comunidad Valenciana,2024,CREENCIAS O PRÁCTICAS RELIGIOSAS,5
Comunidad Valenciana,2023,CREENCIAS O PRÁCTICAS RELIGIOSAS,9
Comunidad Valenciana,2022,CREENCIAS O PRÁCTICAS RELIGIOSAS,6
Comunidad Valenciana,2021,CREENCIAS O PRÁCTICAS RELIGIOSAS,11
Comunidad Valenciana,2020,CREENCIAS O PRÁCTICAS RELIGIOSAS,5
Comunidad Valenciana,2019,CREENCIAS O PRÁCTICAS RELIGIOSAS,5
Comunidad Valenciana,2018,CREENCIAS O PRÁCTICAS RELIGIOSAS,6
Comunidad Valenciana,2017,CREENCIAS O PRÁCTICAS RELIGIOSAS,8
Comunidad Valenciana,2016,CREENCIAS O PRÁCTICAS RELIGIOSAS,3
Comunidad Valenciana,2015,CREENCIAS O PRÁCTICAS RELIGIOSAS,6
Comunidad Valenciana,2014,CREENCIAS O PRÁCTICAS RELIGIOSAS,6
Comunidad Valenciana,2024,DISFOBIA,1
Comunidad Valenciana,2023,DISFOBIA,7
Comunidad Valenciana,2022,DISFOBIA,2
Comunidad Valenciana,2021,DISFOBIA,1
Comunidad Valenciana,2020,DISFOBIA,4
Comunidad Valenciana,2019,DISFOBIA,3
Comunidad Valenciana,2018,DISFOBIA,2
Comunidad Valenciana,2017,DISFOBIA,0
Comunidad Valenciana,2016,DISFOBIA,50
Comunidad Valenciana,2015,DISFOBIA,43
Comunidad Valenciana,2014,DISFOBIA,39
Comunidad Valenciana,2024,DISCRIMINACIÓN GENERACIONAL,2
Comunidad Valenciana,2023,DISCRIMINACIÓN GENERACIONAL,3
Comunidad Valenciana,2022,DISCRIMINACIÓN GENERACIONAL,4
Comunidad Valenciana,2021,DISCRIMINACIÓN GENERACIONAL,23
Comunidad Valenciana,2020,DISCRIMINACIÓN GENERACIONAL,0
Comunidad Valenciana,2019,DISCRIMINACIÓN GENERACIONAL,0
Comunidad Valenciana,2018,DISCRIMINACIÓN GENERACIONAL,4
Comunidad Valenciana,2017,DISCRIMINACIÓN GENERACIONAL,0
Comunidad Valenciana,2016,DISCRIMINACIÓN GENERACIONAL,0
Comunidad Valenciana,2015,DISCRIMINACIÓN GENERACIONAL,0
Comunidad Valenciana,2014,DISCRIMINACIÓN GENERACIONAL,0
Comunidad Valenciana,2024,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Comunidad Valenciana,2023,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Comunidad Valenciana,2022,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Comunidad Valenciana,2021,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Comunidad Valenciana,2020,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,3
Comunidad Valenciana,2019,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,2
Comunidad Valenciana,2018,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,1
Comunidad Valenciana,2017,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Comunidad Valenciana,2016,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Comunidad Valenciana,2015,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Comunidad Valenciana,2014,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,0
Comunidad Valenciana,2024,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,30
Comunidad Valenciana,2023,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,27
Comunidad Valenciana,2022,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,16
Comunidad Valenciana,2021,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,19
Comunidad Valenciana,2020,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,24
Comunidad Valenciana,2019,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,9
Comunidad Valenciana,2018,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,7
Comunidad Valenciana,2017,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,1
Comunidad Valenciana,2016,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,2
Comunidad Valenciana,2015,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,4
Comunidad Valenciana,2014,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,0
Comunidad Valenciana,2024,IDEOLOGIA,12
Comunidad Valenciana,2023,IDEOLOGIA,19
Comunidad Valenciana,2022,IDEOLOGIA,16
Comunidad Valenciana,2021,IDEOLOGIA,22
Comunidad Valenciana,2020,IDEOLOGIA,24
Comunidad Valenciana,2019,IDEOLOGIA,48
Comunidad Valenciana,2018,IDEOLOGIA,42
Comunidad Valenciana,2017,IDEOLOGIA,28
Comunidad Valenciana,2016,IDEOLOGIA,18
Comunidad Valenciana,2015,IDEOLOGIA,18
Comunidad Valenciana,2014,IDEOLOGIA,0
Comunidad Valenciana,2024,ISLAMOFOBIA,5
Comunidad Valenciana,2023,ISLAMOFOBIA,0
Comunidad Valenciana,2022,ISLAMOFOBIA,0
Comunidad Valenciana,2021,ISLAMOFOBIA,0
Comunidad Valenciana,2020,ISLAMOFOBIA,0
Comunidad Valenciana,2019,ISLAMOFOBIA,0
Comunidad Valenciana,2018,ISLAMOFOBIA,0
Comunidad Valenciana,2017,ISLAMOFOBIA,0
Comunidad Valenciana,2016,ISLAMOFOBIA,0
Comunidad Valenciana,2015,ISLAMOFOBIA,0
Comunidad Valenciana,2014,ISLAMOFOBIA,0
Comunidad Valenciana,2024,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,59
Comunidad Valenciana,2023,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,70
Comunidad Valenciana,2022,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,55
Comunidad Valenciana,2021,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,53
Comunidad Valenciana,2020,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,21
Comunidad Valenciana,2019,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,18
Comunidad Valenciana,2018,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,13
Comunidad Valenciana,2017,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,26
Comunidad Valenciana,2016,ORIENTACIÓN SEXUAL E IDENTIDAD DE GÉNERO,17
