tema,url_meneame,id_noticia_meneame,id_comentario,numero_comentario,responde_a_numero,usuario,fecha_comentario_utc,votos,karma,texto
inmigracion,https://www.meneame.net/story/cortes-aragonesas-dejan-solo-vox-alegato-contra-inmigracion,3882173,39773883,2,1.0,Cuchipanda,2023-11-30T22:33:37+00:00,0,11,#1 ningún migrante es ilegal!
inmigracion,https://www.meneame.net/story/cortes-aragonesas-dejan-solo-vox-alegato-contra-inmigracion,3882173,39773179,1,,Kanelli,2023-11-30T20:15:37+00:00,0,8,"Entonces, el gobierno de Aragón está a favor de la inmigración ilegal?"
