Comunidades y ciudades autónomas;Sexo;Nacionalidad;País de nacimiento;Periodo;Total
09 Cataluña;Total;Extranjera;Total;1 de julio de 2016;930.068
09 Cataluña;Total;Extranjera;Total;1 de abril de 2016;""
09 Cataluña;Total;Extranjera;Total;1 de enero de 2016;929.340
09 Cataluña;Total;Extranjera;Total;1 de octubre de 2015;""
09 Cataluña;Total;Extranjera;Total;1 de julio de 2015;920.826
09 Cataluña;Total;Extranjera;Total;1 de abril de 2015;""
09 Cataluña;Total;Extranjera;Total;1 de enero de 2015;925.539
09 Cataluña;Total;Extranjera;Total;1 de octubre de 2014;""
09 Cataluña;Total;Extranjera;Total;1 de julio de 2014;939.398
09 Cataluña;Total;Extranjera;Total;1 de abril de 2014;""
09 Cataluña;Total;Extranjera;Total;1 de enero de 2014;985.922
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2025;1.055.925
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2024;1.032.827
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2024;1.006.367
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2024;988.533
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2024;969.602
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2023;948.497
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2023;924.097
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2023;908.652
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2023;888.156
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2022;859.950
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2022;833.622
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2022;806.981
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2022;789.092
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2021;773.619
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2021;758.830
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2021;755.123
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2021;754.601
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2020;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2020;746.337
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2020;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2020;734.642
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2019;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2019;707.536
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2019;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2019;681.852
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2018;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2018;658.417
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2018;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2018;654.078
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2017;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2017;637.505
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2017;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2017;639.473
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2016;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2016;637.490
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2016;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2016;646.810
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2015;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2015;647.578
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2015;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2015;655.619
10 Comunitat Valenciana;Total;Extranjera;Total;1 de octubre de 2014;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de julio de 2014;668.873
10 Comunitat Valenciana;Total;Extranjera;Total;1 de abril de 2014;""
10 Comunitat Valenciana;Total;Extranjera;Total;1 de enero de 2014;685.391
11 Extremadura;Total;Extranjera;Total;1 de enero de 2025;46.556
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2024;45.252
11 Extremadura;Total;Extranjera;Total;1 de julio de 2024;44.315
11 Extremadura;Total;Extranjera;Total;1 de abril de 2024;43.785
11 Extremadura;Total;Extranjera;Total;1 de enero de 2024;43.228
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2023;42.164
11 Extremadura;Total;Extranjera;Total;1 de julio de 2023;41.129
11 Extremadura;Total;Extranjera;Total;1 de abril de 2023;40.415
11 Extremadura;Total;Extranjera;Total;1 de enero de 2023;39.442
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2022;38.366
11 Extremadura;Total;Extranjera;Total;1 de julio de 2022;37.498
11 Extremadura;Total;Extranjera;Total;1 de abril de 2022;36.165
11 Extremadura;Total;Extranjera;Total;1 de enero de 2022;35.640
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2021;35.370
11 Extremadura;Total;Extranjera;Total;1 de julio de 2021;35.202
11 Extremadura;Total;Extranjera;Total;1 de abril de 2021;35.319
11 Extremadura;Total;Extranjera;Total;1 de enero de 2021;35.457
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2020;""
11 Extremadura;Total;Extranjera;Total;1 de julio de 2020;34.781
11 Extremadura;Total;Extranjera;Total;1 de abril de 2020;""
11 Extremadura;Total;Extranjera;Total;1 de enero de 2020;34.033
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2019;""
11 Extremadura;Total;Extranjera;Total;1 de julio de 2019;32.638
11 Extremadura;Total;Extranjera;Total;1 de abril de 2019;""
11 Extremadura;Total;Extranjera;Total;1 de enero de 2019;31.901
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2018;""
11 Extremadura;Total;Extranjera;Total;1 de julio de 2018;31.564
11 Extremadura;Total;Extranjera;Total;1 de abril de 2018;""
11 Extremadura;Total;Extranjera;Total;1 de enero de 2018;31.150
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2017;""
11 Extremadura;Total;Extranjera;Total;1 de julio de 2017;30.700
11 Extremadura;Total;Extranjera;Total;1 de abril de 2017;""
11 Extremadura;Total;Extranjera;Total;1 de enero de 2017;30.954
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2016;""
11 Extremadura;Total;Extranjera;Total;1 de julio de 2016;31.626
11 Extremadura;Total;Extranjera;Total;1 de abril de 2016;""
11 Extremadura;Total;Extranjera;Total;1 de enero de 2016;32.958
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2015;""
11 Extremadura;Total;Extranjera;Total;1 de julio de 2015;33.387
11 Extremadura;Total;Extranjera;Total;1 de abril de 2015;""
11 Extremadura;Total;Extranjera;Total;1 de enero de 2015;34.028
11 Extremadura;Total;Extranjera;Total;1 de octubre de 2014;""
11 Extremadura;Total;Extranjera;Total;1 de julio de 2014;34.668
11 Extremadura;Total;Extranjera;Total;1 de abril de 2014;""
11 Extremadura;Total;Extranjera;Total;1 de enero de 2014;35.611
12 Galicia;Total;Extranjera;Total;1 de enero de 2025;174.494
12 Galicia;Total;Extranjera;Total;1 de octubre de 2024;168.127
12 Galicia;Total;Extranjera;Total;1 de julio de 2024;161.927
12 Galicia;Total;Extranjera;Total;1 de abril de 2024;158.649
12 Galicia;Total;Extranjera;Total;1 de enero de 2024;155.281
12 Galicia;Total;Extranjera;Total;1 de octubre de 2023;150.436
12 Galicia;Total;Extranjera;Total;1 de julio de 2023;145.827
12 Galicia;Total;Extranjera;Total;1 de abril de 2023;143.111
12 Galicia;Total;Extranjera;Total;1 de enero de 2023;139.306
12 Galicia;Total;Extranjera;Total;1 de octubre de 2022;133.562
12 Galicia;Total;Extranjera;Total;1 de julio de 2022;128.665
12 Galicia;Total;Extranjera;Total;1 de abril de 2022;122.955
12 Galicia;Total;Extranjera;Total;1 de enero de 2022;119.174
12 Galicia;Total;Extranjera;Total;1 de octubre de 2021;115.688
12 Galicia;Total;Extranjera;Total;1 de julio de 2021;113.596
12 Galicia;Total;Extranjera;Total;1 de abril de 2021;114.071
12 Galicia;Total;Extranjera;Total;1 de enero de 2021;114.026
12 Galicia;Total;Extranjera;Total;1 de octubre de 2020;""
12 Galicia;Total;Extranjera;Total;1 de julio de 2020;112.145
12 Galicia;Total;Extranjera;Total;1 de abril de 2020;""
12 Galicia;Total;Extranjera;Total;1 de enero de 2020;108.608
12 Galicia;Total;Extranjera;Total;1 de octubre de 2019;""
12 Galicia;Total;Extranjera;Total;1 de julio de 2019;101.684
12 Galicia;Total;Extranjera;Total;1 de abril de 2019;""
12 Galicia;Total;Extranjera;Total;1 de enero de 2019;96.794
12 Galicia;Total;Extranjera;Total;1 de octubre de 2018;""
12 Galicia;Total;Extranjera;Total;1 de julio de 2018;93.256
12 Galicia;Total;Extranjera;Total;1 de abril de 2018;""
12 Galicia;Total;Extranjera;Total;1 de enero de 2018;90.078
12 Galicia;Total;Extranjera;Total;1 de octubre de 2017;""
12 Galicia;Total;Extranjera;Total;1 de julio de 2017;87.178
12 Galicia;Total;Extranjera;Total;1 de abril de 2017;""
12 Galicia;Total;Extranjera;Total;1 de enero de 2017;86.077
12 Galicia;Total;Extranjera;Total;1 de octubre de 2016;""
12 Galicia;Total;Extranjera;Total;1 de julio de 2016;84.742
12 Galicia;Total;Extranjera;Total;1 de abril de 2016;""
12 Galicia;Total;Extranjera;Total;1 de enero de 2016;86.438
12 Galicia;Total;Extranjera;Total;1 de octubre de 2015;""
12 Galicia;Total;Extranjera;Total;1 de julio de 2015;86.392
12 Galicia;Total;Extranjera;Total;1 de abril de 2015;""
12 Galicia;Total;Extranjera;Total;1 de enero de 2015;87.247
12 Galicia;Total;Extranjera;Total;1 de octubre de 2014;""
12 Galicia;Total;Extranjera;Total;1 de julio de 2014;88.602
12 Galicia;Total;Extranjera;Total;1 de abril de 2014;""
12 Galicia;Total;Extranjera;Total;1 de enero de 2014;92.025
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2025;1.181.319
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2024;1.163.182
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2024;1.135.195
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2024;1.128.060
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2024;1.123.731
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2023;1.100.584
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2023;1.081.993
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2023;1.072.422
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2023;1.041.889
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2022;1.021.373
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2022;998.365
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2022;969.729
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2022;938.683
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2021;922.617
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2021;910.753
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2021;916.361
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2021;923.113
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2020;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2020;917.918
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2020;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2020;893.337
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2019;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2019;849.619
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2019;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2019;817.809
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2018;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2018;779.618
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2018;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2018;757.117
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2017;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2017;728.006
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2017;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2017;719.594
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2016;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2016;712.749
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2016;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2016;715.879
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2015;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2015;714.666
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2015;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2015;722.378
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de octubre de 2014;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de julio de 2014;743.007
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de abril de 2014;""
13 Madrid, Comunidad de;Total;Extranjera;Total;1 de enero de 2014;783.048
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2025;252.671
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2024;249.836
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2024;246.113
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2024;243.818
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2024;241.494
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2023;239.494
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2023;237.128
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2023;237.826
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2023;236.766
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2022;233.642
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2022;229.722
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2022;226.022
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2022;223.587
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2021;221.801
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2021;219.896
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2021;220.177
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2021;221.052
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2020;""
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2020;220.680
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2020;""
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2020;218.409
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2019;""
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2019;212.528
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2019;""
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2019;206.965
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2018;""
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2018;202.139
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2018;""
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2018;200.952
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2017;""
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2017;200.624
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2017;""
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2017;201.463
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2016;""
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2016;201.402
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2016;""
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2016;203.148
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2015;""
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2015;203.864
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2015;""
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2015;205.658
14 Murcia, Región de;Total;Extranjera;Total;1 de octubre de 2014;""
14 Murcia, Región de;Total;Extranjera;Total;1 de julio de 2014;207.478
14 Murcia, Región de;Total;Extranjera;Total;1 de abril de 2014;""
14 Murcia, Región de;Total;Extranjera;Total;1 de enero de 2014;210.626
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2025;90.049
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2024;88.682
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2024;87.347
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2024;86.307
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2024;85.891
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2023;84.583
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2023;82.916
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2023;81.827
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2023;80.941
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2022;79.129
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2022;76.643
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2022;75.046
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2022;73.416
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2021;72.168
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2021;71.005
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2021;71.369
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2021;71.363
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2020;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2020;70.851
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2020;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2020;68.911
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2019;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2019;65.019
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2019;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2019;62.506
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2018;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2018;59.373
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2018;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2018;57.122
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2017;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2017;54.233
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2017;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2017;52.889
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2016;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2016;51.806
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2016;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2016;52.690
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2015;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2015;52.192
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2015;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2015;52.468
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de octubre de 2014;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de julio de 2014;53.276
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de abril de 2014;""
15 Navarra, Comunidad Foral de;Total;Extranjera;Total;1 de enero de 2014;55.180
16 País Vasco;Total;Extranjera;Total;1 de enero de 2025;228.365
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2024;224.757
16 País Vasco;Total;Extranjera;Total;1 de julio de 2024;220.592
16 País Vasco;Total;Extranjera;Total;1 de abril de 2024;217.282
16 País Vasco;Total;Extranjera;Total;1 de enero de 2024;214.585
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2023;210.930
16 País Vasco;Total;Extranjera;Total;1 de julio de 2023;207.441
16 País Vasco;Total;Extranjera;Total;1 de abril de 2023;204.312
16 País Vasco;Total;Extranjera;Total;1 de enero de 2023;200.214
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2022;194.113
16 País Vasco;Total;Extranjera;Total;1 de julio de 2022;188.986
16 País Vasco;Total;Extranjera;Total;1 de abril de 2022;184.359
16 País Vasco;Total;Extranjera;Total;1 de enero de 2022;181.440
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2021;178.376
16 País Vasco;Total;Extranjera;Total;1 de julio de 2021;176.896
16 País Vasco;Total;Extranjera;Total;1 de abril de 2021;178.924
16 País Vasco;Total;Extranjera;Total;1 de enero de 2021;180.237
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2020;""
16 País Vasco;Total;Extranjera;Total;1 de julio de 2020;178.286
16 País Vasco;Total;Extranjera;Total;1 de abril de 2020;""
16 País Vasco;Total;Extranjera;Total;1 de enero de 2020;171.743
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2019;""
16 País Vasco;Total;Extranjera;Total;1 de julio de 2019;160.779
16 País Vasco;Total;Extranjera;Total;1 de abril de 2019;""
16 País Vasco;Total;Extranjera;Total;1 de enero de 2019;151.985
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2018;""
16 País Vasco;Total;Extranjera;Total;1 de julio de 2018;143.622
16 País Vasco;Total;Extranjera;Total;1 de abril de 2018;""
16 País Vasco;Total;Extranjera;Total;1 de enero de 2018;137.974
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2017;""
16 País Vasco;Total;Extranjera;Total;1 de julio de 2017;130.963
16 País Vasco;Total;Extranjera;Total;1 de abril de 2017;""
16 País Vasco;Total;Extranjera;Total;1 de enero de 2017;126.213
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2016;""
16 País Vasco;Total;Extranjera;Total;1 de julio de 2016;123.299
16 País Vasco;Total;Extranjera;Total;1 de abril de 2016;""
16 País Vasco;Total;Extranjera;Total;1 de enero de 2016;122.212
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2015;""
16 País Vasco;Total;Extranjera;Total;1 de julio de 2015;119.744
16 País Vasco;Total;Extranjera;Total;1 de abril de 2015;""
16 País Vasco;Total;Extranjera;Total;1 de enero de 2015;118.825
16 País Vasco;Total;Extranjera;Total;1 de octubre de 2014;""
16 País Vasco;Total;Extranjera;Total;1 de julio de 2014;118.824
16 País Vasco;Total;Extranjera;Total;1 de abril de 2014;""
16 País Vasco;Total;Extranjera;Total;1 de enero de 2014;121.794
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2025;48.436
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2024;48.050
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2024;47.588
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2024;47.359
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2024;46.734
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2023;46.721
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2023;45.785
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2023;45.105
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2023;44.336
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2022;43.604
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2022;42.868
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2022;42.018
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2022;41.341
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2021;40.914
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2021;40.408
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2021;40.529
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2021;40.379
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2020;""
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2020;40.085
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2020;""
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2020;38.991
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2019;""
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2019;37.378
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2019;""
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2019;36.139
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2018;""
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2018;35.165
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2018;""
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2018;34.717
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2017;""
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2017;33.966
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2017;""
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2017;33.676
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2016;""
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2016;33.457
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2016;""
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2016;33.793
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2015;""
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2015;33.877
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2015;""
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2015;34.387
17 Rioja, La;Total;Extranjera;Total;1 de octubre de 2014;""
17 Rioja, La;Total;Extranjera;Total;1 de julio de 2014;35.049
17 Rioja, La;Total;Extranjera;Total;1 de abril de 2014;""
17 Rioja, La;Total;Extranjera;Total;1 de enero de 2014;36.603
18 Ceuta;Total;Extranjera;Total;1 de enero de 2025;5.307
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2024;5.251
18 Ceuta;Total;Extranjera;Total;1 de julio de 2024;5.184
18 Ceuta;Total;Extranjera;Total;1 de abril de 2024;5.094
18 Ceuta;Total;Extranjera;Total;1 de enero de 2024;4.991
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2023;4.984
18 Ceuta;Total;Extranjera;Total;1 de julio de 2023;4.978
18 Ceuta;Total;Extranjera;Total;1 de abril de 2023;4.945
18 Ceuta;Total;Extranjera;Total;1 de enero de 2023;4.912
18 Ceuta;Total;Extranjera;Total;1 de octubre de 2022;4.959
18 Ceuta;Total;Extranjera;Total;1 de julio de 2022;4.925
18 Ceuta;Total;Extranjera;Total;1 de abril de 2022;4.850
