Topic,Count,Name,Representation,Representative_Docs
69,17,69_alemania_gobierno_sirio_esperaba más,"['alemania', 'gobierno', 'sirio', 'esperaba más', 'españa', 'encuentra', 'esperaba', 'joven', 'esperaba más españa', 'instituciones']","['esto me ha dejado un poco ""a pesar de que las instituciones públicas han puesto viviendas, manutención e, incluso, matriculación universitaria gratuita para los demandantes de asilo, el joven sirio lamenta que la ayuda española es insuficiente. (...) se encuentra decepcionado porque “esperaba más” ."" me llama la atención dos cosas: la primera es la falta total de gratitud que muestra ese chico en concreto (no sé si en otro momento de la entrevista se mostraría agradecido). es decir, está claro que españa no pasa por su mejor momento, pero las instituciones están haciendo esfuerzos (no entraré en si se equivocan al hacerlos o no) para poder cubrir casi todas las necesidades básicas de esa gente que está viniendo. pues bien, le ponen un techo, comida, alguna paga que no habrá dicho, sanidad, etc. pero aun así es insuficiente. lo segundo por tanto que me llama la atención es que si todo lo que le han/hemos dado (porque al fin y al cabo todo lo que le han dado sale de nuestros impuestos) es insuficiente, ¿qué más se esperaba que le dieran al venir? ¿barcos y putas? porque de verdad no entiendo nada.', 'efecto llamada. viva la pp el gobierno cede a las peticiones del refugiado sirio que “esperaba más de españa” según recoge rtve, el gobierno español ha concedido protección subsidiaria al joven sirio abdsalam haj taher . esta nueva situación jurídica permitirá a abdu el acceso a la vivienda, universidad gratuita y subvenciones adicionales a las que venía percibiendo , reservadas a los demandantes de asilo. igualmente, podrá traer a españa al resto de su familia , aún en turquía, que gozará de los mismos privilegios que abdsalam .', '“mis amigos en alemania reciben más ayudas, tienen de todo” , denuncia abdsalam haj taher en rtve. a pesar de que las instituciones públicas han puesto viviendas, manutención e, incluso, matriculación universitaria gratuita para los demandantes de asilo, el joven sirio lamenta que la ayuda española es insuficiente. en unas declaraciones para el canal 24 horas de rtve , abdsalam cuenta que decidió venir a españa debido a que su hermano residía en nuestro país desde hacía años, pero que se encuentra decepcionado porque “esperaba más” . asimismo, ambos hermanos, anuncian que hablarán en unas jornadas de puertas en el tribunal supremo, donde exigirán reunificar a su familia que aún se encuentra en turquía. - - - - - - el gobierno cede a las peticiones del refugiado sirio que “esperaba más de españa” según recoge rtve, el gobierno español ha concedido protección subsidiaria al joven sirio abdsalam haj taher . esta nueva situación jurídica permitirá a abdu el acceso a la vivienda, universidad gratuita y subvenciones adicionales a las que venía percibiendo , reservadas a los demandantes de asilo. igualmente, podrá traer a españa al resto de su familia , aún en turquía, que gozará de los mismos privilegios que abdsalam .']"
70,16,70_cárceles_cárcel_grave_saber,"['cárceles', 'cárcel', 'grave', 'saber', 'delincuencia', 'delincuentes', 'nombres', 'multa', 'sabrá', 'puesto trabajo']","['siempre está la opción de quedarse y delinquir, las penas son de risa y las cárceles aquí son hoteles.', 'tampoco hay que ser muy avispado para saber eso hace años .la mayoría son gente de las cárceles que los mandan para aquí.', 'ese director de cárcel es nombrado por un político cuyo partido defiende la inmigración masiva, el multiculturalismo y ha enviado directrices de prensa para que los periódicos traten de anular la conexión entre inmigración y delincuencia. ese tipo se juega su puesto de trabajo si dice la puta verdad. por eso dice esa estupidez, que sólo se creen los subnormales, los políticos, y los sin criterio. hay que tener 10 años para saber que hay una brutal conexión entre inmigración y delincuencia. cualquiera lo puede ver, y no sólo en españa, en toda europa, empezando por suecia, holanda y francia y acabando en españa. quien no lo vea es un ser putrefacto pq lo políticamente correcto le impide ser racional y atender a la realidad constatable.']"
71,16,71_video_vídeo_documental_bulo,"['video', 'vídeo', 'documental', 'bulo', 'revés', 'edito', 'minuto', 'edit', 'verlo', 'digna']","['up , aunque el video tmbn sea bulo', 'me parece más serio este video', 'aquí el video']"
72,15,72_din_pedazo_así_,"['din', 'pedazo', 'así', '', '', '', '', '', '', '']","['din', 'din.', 'din din din']"
73,15,73_positiva_igualdad_discriminación_empresas,"['positiva', 'igualdad', 'discriminación', 'empresas', 'lgtbi', 'colectivo', 'políticas', 'mismos derechos', 'privilegios', 'lgtb']","['pero no se da preferencia a personas concretas, sino a empresas que apliquen políticas de igualdad. que obviamente es verdad que esto es muy subjetivo y para algunos las políticas de igualdad no son suficientes si queda más de un 40% de hombres. pero no está favoreciendo a personas concretas sino a instituciones.', 'yo quiero que tengan los mismos derechos que yo. ni más ni menos. no quiero discriminación, ni negativa ni positiva. creo que eso ahora es ser de vox, no?', 'bueno, pero ahí no se dice que se vaya a aplicar discriminación positiva al colectivo lgtbi como si se hace en muchos sitios con las mujeres, simplemente que se dará preferencia en los contratos públicos a empresas que apliquen políticas de igualdad. aunque reconozco que esto queda muy abierto e impreciso y que esas políticas de igualdad en algunos casos podrían llegar a extremos absurdos como poner una cuota lgtbi. pero vamos, que ahora mismo no me consta que haya empresas contratando preferentemente al colectivo lgtbi. saludos.']"
74,15,74_this___,"['this', '', '', '', '', '', '', '', '', '']","['this', 'this', 'this']"
75,15,75_esperaba_unico_esperaba más_irnos,"['esperaba', 'unico', 'esperaba más', 'irnos', 'entrar', 'contraria', 'caído', 'más lejos', 'quizá', 'hacían']","['entonces era el unico que esperaba algo de españa, menudo flipao.', 'que le follen yo esperaba más de los rapefugees', 'coincido con el, esperaba mas de españa... esperaba que no dejase entrar a esta gentuza']"
76,14,76_ti_vale_majo_gustos,"['ti', 'vale', 'majo', 'gustos', 'integrado', 'tuyos', 'cuales', 'digas', 'mío', 'respuesta']","['no. esos son para ti y para mi.', 'para ti ?', 'vale, lo que tú digas, majo']"
77,14,77_malo_tontos_quieran_cagando,"['malo', 'tontos', 'quieran', 'cagando', 'somos nosotros', 'andalus', 'abren', 'tuvieran', 'próxima', 'valientes']","['no los ahi shur. son chavalotes que a veces les da por camelar con robos y esas cosas, pero solo un porcentaje infimo de ellos. asi que adelante y chupasela a ese menita que llevas semanas viendo por tu barrio', 'no son espabilados ni nada y nos han visto la cara de tontos, para así sufragar la crianza de su próxima prole que habrá de recuperar al andalus...', 'no sé por qué no me sorprende, son escoria cara dura. y los tontos somos nosotros por abrirles las puertas.']"
78,14,78_mierda_sociedad_lamentable_absoluta,"['mierda', 'sociedad', 'lamentable', 'absoluta', 'jodido', 'puta mierda', 'significa', 'manos', 'he visto', 'pena']","['¿pero en qué deriva de mierda ha caída esta sociedad?', 'el mundo se va a la mierda.', 'definitivamente el mundo se esta yendo a la mierda.']"
79,13,79_progres_progreso_maldita_defienden,"['progres', 'progreso', 'maldita', 'defienden', 'defiende', 'ideas', 'dirán', 'franco', 'capital', 'defender']","['problemas de los progres.', 'son progres insanos', 'las pateras que emocionaron a los progres...']"
80,13,80_cultura_catalanes_nuestra_islam,"['cultura', 'catalanes', 'nuestra', 'islam', 'herencia', 'sangre', 'historia', 'mezcla', 'alcohol', 'españoles']","['[quote=chimeto;210420017]lo que hay que ser muy gilipollas para decir que españa pertenece a los musulmanes y encima decirlo públicamente.[quote] sólo porque te diga que la tierra no es tuya no significa que sea de otra persona. mira al suelo, al cielo y al mar y piensa que están bajo tu control y dominio si te sientes mejor. pero las palabras mozárabes están en tu boca, su sangre en tus venas y, te guste o no, su cultura forma parte de tu cultura (porque estuvieron siete putos siglos rigiendo estas tierras y cuando no lo hicieron se integraron)', 'bueno lo del mestizaje... los españoles a lo largo de la historia hemos sido folladores natos zumbandonos a casi todas las razas que nos han hecho tilin y conquitandolos por la fe y nuestra cultura. somos una mezcla de todo un poco, tenemos sangre de iberos, de romanos, de godos, de moros, un poquito de sangre vikinga y otro poco de otros lados. lo que nos hizo fuerte fue nuestra fuerza, nuestra voluntad, nuestra cultura, nuestra moral y convicciones (en sus buenos tiempos), nuestro interés por explorar y nuestra libertad, por eso debemos luchar, por seguir siendo nosotros con nuestra cultura, potencial y que no nos la arrebaten.', 'te explicaría lo que fue la expulsión de los moriscos, te explicaría que la expansión de al-andalus fue muy lenta y en ocasiones solo testimonial en parte del norte de la península (800 años de ocupación los hubo en el antiguo reino de granada y da gracias), te explicaría que españa después adopto un catolicismo extremo... pero no me pagan por darte clases de historia. así que te lo explicaré con ejemplos acordes a tu edad mental: el islam prohíbe el alcohol ; españa es de los países que más alcohol se consume de europa el islam limita la libertad de la mujer ; en españa las mujeres gozan de más derechos que los hombres. el islam prohíbe la carne de cerdo ; en españa del cerdo se come hasta el hueso el islam prohíbe sobre todas las cosas la burla al profeta, a su religión, etc ; en españa, a pesar de su pasado católico, raro es aquel que no se caga en dios y el laicismo está completamente aceptado. y podríamos seguir un buen rato...ahí tienes lo que nos parecemos a los moros, lo que queda de los 800 años de ocupación es un gran legado arquitectónico y algún acomplejado con pintas de moro que desconoce su historia bonus track: catalanes y vascos, a los que según tú no nos parecemos nada, cumplen todo eso también']"
81,13,81_gitanos_paso_sí sí_lleven,"['gitanos', 'paso', 'sí sí', 'lleven', 'sí', 'tajada', 'panchis', 'lacra', 'catalanes', 'tiro']","['que se vayan todos y de paso de lleven a los gitanos.', 'y de paso a los gitanos también', 'y a los gitanos tambiñen']"
82,13,82_impuestos_pagas_pagar_suya,"['impuestos', 'pagas', 'pagar', 'suya', 'llego', 'impuesto', 'dinero', 'minimo', 'verdadero', 'chalet']","['no es magia, son tus impuestos', 'ni es magia. son tus impuestos', 'no es magia, son tus impuestos']"
83,12,83_estrellas_obvio_he leído_cinco,"['estrellas', 'obvio', 'he leído', 'cinco', 'interesante', 'dies', 'leido', 'doy', 'dejo', 'encima']","['5 estrellas shur, menuda currada.', '5 estrellas', 'vaya currada... 5 estrellas']"
84,12,84_refiero_trabajar_horas_pd,"['refiero', 'trabajar', 'horas', 'pd', 'pedir', 'fuertes', 'abren', 'lujo', 'extremo', 'duele']","['aquí en gran canaria no solo no trabajan sino que sus hijos no están escolarizados. salen a la calle a partir de las 8 o las 9 y no es difícil ver niños de 3 y 4 años a las 2 de la mañana corriendo por ahí. además de que como te acerques al mcdonalds o algo los ves ahí gritando y chillando en su lengua y robando wifi. pd. eso sí todos con iphones, pelucos caros y joyas.', 'si, me refiero si no te queda absolutamente ninguna otra alternativa para dar cobijo y alimentación a quien depende de ti. yo en ese caso extremo haría lo necesario siempre tratando de dar un palo a alguien a quien le sobre', 'yo también. a mí me vienen de lujo en la temporada del algodón, cuando hay grandes reformas en la finca y cosas así en general. y como no pueden protestar ni denunciar nada, pues los pongo a trabajar a veces hasta 18 horas. pero están fuertes, los hijos de puta. cargan los sacos de cemento que hagan falta y hasta el último minuto de la jornada. los del algodón ya son bastante más porculeros, que a las 15 horas ya se están quejando de que les duele la espalda. me estoy planteando sacar el látigo otra vez.']"
85,12,85_mientras_queja_servicios_euros,"['mientras', 'queja', 'servicios', 'euros', 'aquí españa', 'país', 'local', 'españa', 'españoles', 'español']","['falso incrementa el pib del país pero reduce los salarios, comparar un pais como alemania donde casi hay pleno empleo con españa es de querer engañar a la gente,vamos a los únicos que benefician es al empresario ezpañol medio que se niega a pagar mas mientras el currito medio tiene que competir contra gente que para ellos un buen sueldo es 500 euros... y si la cultura local se pierde porque la mayoria inmigrante ni los hijos de estos se adaptan a la cultura local (bandas latinas por ejemplo) aumenta la delincuencia y lo mas importante hacen bajar la calidad de vida a los autoctonos de ese país como ha pasado en francia, suecia etc... vamos el libegalismo en estado puro, aumentar el pib del pais a cambio de joder a la clase obrera autóctona.', 'a ver si lo entiendes, allí siendo un tío que ""lo gana bien"" no llegaría ni a los 200 euros al mes. por lo tanto, aquí en españa, aunque lo metieran a vivir en las 3 mil viviendas, viviría mejor que en su país, aunque fuera de los que están bien posicionados. en otras palabras aquí aunque lo manden a vivir a una chabola tiene que callarse y estar agradecido porque ya esta mejor de lo que estaría en su país. y a todo esto te adelanto que no les han metido en ninguna chabola. mientras tu y yo por un piso así pagaríamos 500-600 euros aquí en terrassa por ejemplo, no te voy a hablar ya de pisos en barcelona, o badalona por que ya subiríamos hasta los 900. mientras tanto se jactan de que hay gente en españa pasando hambre, pero ese es otro tema.', 'si os sacarais las gafas de vuestro adoctrinado nacionalismo español, podréis ver que el hombre tiene parte de razón. él no se queja de recibir poco dinero o pocos bienes. pues lo básico lo tiene: vivienda, manutención y educación para los hijos. se queja que mientras en otros países los servicios públicos funcionan y tienen programas integrales que no se limitan a dar dinero sino un acompañamiento (sea a refugiados parados, personas en riesgo,...) en españa se está acostumbrado a servicios públicos que responden más a la comodidad del funcionario (limitarse a hacer la transferencia de pasta cada mes al refugiado) en lugar de currar para dar un servicio y una atención de calidad al beneficiado que incluya acompañamiento, programas de integración, etc. pero españa es así, un país cutre pero lleno de nacionalistas españolistas adoctrinados.']"
86,12,86_visado_permiso_trabajo_opción,"['visado', 'permiso', 'trabajo', 'opción', 'empresa', 'trabajar', 'españa', 'clases', 'año', 'laboral']","['la novia mexicana de un amigo vino a estudiar a españa y aquí se conocieron, cuando terminó los estudios tuvo que volver a su país y solicitó un permiso/visado o como se llame para venir de turista pero ya no le permiten seguir renovando. no tiene permiso de trabajo pero está valorando quedarse de ilegal cuando se le acabe el plazo. tal como funcionan las cosas en españa estoy completamente seguro de que podrá trabajar en españa en b hasta que consiga su permiso de residencia, aunque tarde años, estoy seguro pero... ¿¿se puede dar de alta a alguien que no tiene permiso de trabajo y está como turista o incluso con visado caducado?? o está condenada a currar en b?? thanks!', 'mensaje original buenas shurmanos, abro este hilo para ayudar a un amigo mío. es buena persona y se merece todo lo bueno que le pase. se trata de un colombiano de 31 años. tiene un grado universitario en marketing y un diplomado en gestión de logística. emigró a barcelona en diciembre de 2019 para realizar un máster. pero debido al covid, se quedó sin beca, sin clases y sin nada. desde entonces, ha estado trabajando en b de todas las formas posibles. actualmente lleva tres años y un mes en españa, por lo que podría regularizar su situación y pedir el arraigo social, siempre y cuando una empresa le ofrezca un contrato laboral. nada más. el tío está correteándose toda barcelona en busca de trabajo y todo el mundo le rechaza por eso mismo, porque su situación en españa es ilegal. entiendo que esto es un hilo para ayudarle y tengo que venderlo bien, pero desde la sinceridad más absoluta y sin tapujos: el tío es una persona de puta madre y muy trabajadora. solo necesita que le den ese empujoncito y poder hacer vida aquí en españa. si algún shur estaría interesado en contratarle, sería de agradecer... gracias de antemano. sobre su experiencia laboral en colombia, ha trabajado de lo siguiente: auxiliar en logística (coopservir ltda.) 2 años. auxiliar en servicio al cliente (coopservir ltda.) 1 año. auxiliar en mercadeo (coopservir ltda.) 1 año. asesor comercial (tour vacation hoteles azul s.a.s) 6 meses. asesor comercial (avianca s.a) 2 años. auxiliar en servicio al cliente (industrias nki s.a) 1 año. auxiliar administrativo (industrias nki s.a) 2 año. asistente de dirección (rh s.a.s) 2 años 1⁄2. sobre su experiencia laboral en españa (en b): ayudante en el sector de las reformas (ahora en cuanto pueda se lo pregunto, pero estuvo un tiempo currando de esto). ayudante de cocina en un restaurante italiano (1 año) pintor. actualmente se está sacando algo de dinero pintando pisos él solo, pero la faena viene a cuentagotas y no le da para vivir. actualización 26/01/2023 acabamos de descubrir que mi colega está vendiendo sus cosas a la desesperada. sabía que estaba mal la cosa, pero no hasta ese punto... me rompe el corazón. me ofrezco como electricista por barcelona para hacer algún trabajito en negro, con la condición de que me traeré a mi amigo, y lo que gane ese día, se lo daré en su totalidad a él. no churros. he sido electricista (ahora me dedico a la rama industrial) y tengo el grado superior de automatización y robótica industrial, para que se vea que no soy un chapuzas. esto parece un anuncio churrero para venderme, y creedme que aunque me haga falta dinero, no sería capaz de maquillarlo con la historia de mi amigo. solo quiero ayudarle, os lo juro. no quiero ganar pasta yo, sino que la gane él. a parte de que llevo 6 años en el foro y nunca he trolleado.', 'se avecina tocho pero es tema serio...y os agradecería ayuda. mi pareja que tiene nacionalidad y reside en usa quiere venirse a vivir a españa, sí, conmigo. el caso es que estamos mirando la manera para que consiga un visado que le permita trabajar aquí. he visto en la web del mae que existe el visado de larga duración para trabajar pero parece ser que la única manera de conseguirlo es que una empresa de aquí le haga una oferta de trabajo y la propia empresa tramite el visado. me parece que va a ser algo complicado tal y como esta el panorama que una empresa quiera realizar dichos tramites (pero igualmente está enviando cvs y apuntándose a ofertas). otra opción parece ser que venga a trabajar por cuenta propia montando un negocio (imagino que vale como autónoma), pagando todas las tasas y presentando un proyecto del negocio que quiere montar. ella estudió lo que aquí sería como filología española (querría dar clases de inglés aquí, traducciones,...) podría montarse una ""academia"" en casa y dar clases particulares? me suena demasiado sencillo, exceptuando papeleo y dinero en tasas pero compensaría. alguien ha vivido alguna experiencia similar? alguna otra opción aparte de la opción de casarse, la cual no nos queremos plantear de momento? gracias. p.d.: contestaré/aclararé cualquier duda al respecto.']"
87,12,87_cultura_costumbres_país_cabeza,"['cultura', 'costumbres', 'país', 'cabeza', 'creencias', 'construir', 'ejemplo', 'paises', 'comunidades', 'origen']","['vas a disculparme pero tu comprensión lectora es bastante limitada. o eso o utilizas mal los conceptos. eso es un problema grave a la hora de entenderse. digo que me es indiferente la procedencia de alguien a la hora de aceptarlo puesto que a lo que doy valor es a su intención de ayudar/sumar al lugar de acogida y abrazar las costumbres del país. digo que histórica y contemporáneamente los fenómenos de inmigración descontrolada no favorecen esa integración y sí el surgimiento de comunidades “paralelas”, reproduciendo las costumbres y cultura del lugar de origen.', 'tal cual... completamente... y añadiría no sólo respetar la cultura, sino asimilarla, es lo menos que deberías hacer con el país que te está acogiendo... así se evitan muchos problemas posteriores de diferencias sociales, culturales, étnicas y raciales... y a quien no le guste, pues oye, que coja el petate y se vaya a un país culturalmente más afín... lo que no puede ser es que un país acoja todo tipo de culturas, razas y etnias (me da igual si vienen de forma legal o ilegal) y que luego ese país acabe como poco más que una mezcolanza ""multicultural"" sin pies ni cabeza y que la cultura autóctona quede erradicada y sepultada sólo porque haya tropecientos mil imbéciles (que creen tener razón en lo que dicen y se echan las manos a la cabeza ante ese requisito indispensable y digan que es un despropósito) en contra de eso...', 'no me parece mal, pero, ¿como gestionamos el tema de las costumbres, las tradiciones, la idiosincracia y las religiones? quiero decir que, por ejemplo, tal vez habria que negociar un convenio (serio) con los paises que quieran compartir la entrada de ciudadanos que los mismos derechos y libertades que deseen recibir, tienen que otorgar sus gobiernos en los paises de origen . dicho de otra forma, que si quieren que respetemos sus costumbres y creencias, que respeten tambien los n uestros en sus paises. por ejemplo, si viene un ciudadano de un pais musulman (como marruecos) si ellos quieren que permitamos a sus mujeres que vayan con la cabeza cubierta que permitan a nuestras mujeres que vayan en su pais con la cabeza descubierta. o que si quieren construir mezquitas en nuestro pais, que permitan construir iglesias en los suyos (ojo, que soy ateo , pero lo respeto).']"
88,12,88_pareja_contigo_reyes_casarse,"['pareja', 'contigo', 'reyes', 'casarse', 'oh wait', 'wait', 'foto', 'marido', 'colega', 'conseguido']","['evidentemente la pareja.', 'esto es pa mear y no echar gota, amos no me jodas. pero peor esta la pareja que lo adopta que seguro que le comprara hasta los regalos que pidiese en la carta a los reyes', 'pues creo que formalizando la pareja de hecho, obtienes el permiso de residencia igual que si te casaras. supongo que si se viene a vivir contigo es una relacion seria, por lo que pareja de hecho no lo veo tan descabellado']"
89,12,89_masiva_países_inmigración masiva_refugiados,"['masiva', 'países', 'inmigración masiva', 'refugiados', 'político', 'europa', 'europeos', 'francia', 'ningún', 'tema']","['pues ya sabe donde tiene la puerta a su infierno natal, acojonante que vengan exigiendo. sigo pensando que es un error dejarles entrar a europa. será que no hay países vecinos donde podrían instalarse campos de refugiados. los árabes son como los escoceses: aunque en realidad la mayoría son inmigrantes económicos. refugiados serían los que vinieran huyendo de la guerra en siria o irak seguramente una pequeña parte de todos los que vienen...', 'los europeos prefieren refugiados que no sean musulmanes ni parados. los españoles son con mucha diferencia los ciudadanos que menos pegas pondrían a los refugiados de entre todos los países estudiados. aunque por países tampoco hay notables diferencias, llama la atención el caso particular de los españoles, que son con mucho los ciudadanos que menos pegas pondrían a los solicitantes de asilo. en españa, el 24% de los 1.200 participantes en el estudio aceptaron a todos los refugiados, al margen de sus características, frente al 9% de la media de los demás países estudiados (austria, república checa, dinamarca, francia, alemania, grecia, hungría, italia, países bajos, noruega, polonia, españa, suecia, suiza y reino unido) y seguidos de lejos por el 16% de italianos. en el otro extremo, solo un 4% de los españoles no aceptó a ningún solicitante, frente al 9% de la media y al 13% de húngaros y 14% de británicos. el gobierno de españa ha acogido a 500 de los 17.000 refugiados prometidos.', 'advierto que se avecina tocho: viendo como la inmigración masiva últimamente esta invadiendo europa, me pregunto porque nuestros políticos no hacen nada al respecto. y no solo me refiero a españa, sino al conjunto de países europeos. no es normal que países como francia pero sobretodo alemania y uk sigan admitiendo y dando asilo a centenares de miles de ""refugiados"" de siria, irak, afganistan ect y más cuando esos países ya están saturados de inmigración musulmana. el problema ademas se acrecenta por el tema del terrorismo con el isis y demás grupos extremistas. sinceramente, no se que motiva a estos países a seguir con sus políticas proinmigracion cuando han tenido que augmentar significativamente sus presupuestos de seguridad interior (policías, servicios de información, ect) y de sanidad, todo ello en plena crisis económica. me resulta chocante que en francia, con la excepción de lepen, ningún partido político haya puesto coto a la inmigración masiva después de lo que paso con charlie hebbdo o el atentado frustrado de hace poco en un tren de alta velocidad. es sencillamente inconcebible que en pleno siglo xxi los soldados tengan que patrullar armados con fusiles de asalto en tiempos de paz por las calles de un país civilizado como es francia (y ademas, lo hacen de forma regular, no en momentos puntuales) por culpa de la mala gestión de sus políticos en el tema de la inmigración. es que acaso sus dirigentes no ven la relación clara entre inmigración masiva y aumento de la delincuencia y los ataques terroristas por temas religiosos?? en españa, pese a que aun (por suerte) no estamos en los niveles de alemania o francia, tampoco ningún partido político ha tenido el valor de coger el toro por los cuernos y proponer alguna medida seria para parar este fenómeno. ni aznar, ni zp, ni rajoy han hecho algo para frenar la entrada masiva de inmigrantes, al contrario, la han motivado al hacer regularizaciones masivas (iniciadas por aznar y luego seguidas por zapatero) y la concesión de todo tipo de ayudas y privilegios a los recién llegados, muchas veces en detrimento de los ciudadanos españoles. lo que me resulta difícil de entender es que la mayoría de la sociedad ya ve la inmigración masiva como un problema pero ningún partido político hace nada por impedirlo, simplemente pasan del tema (pp) o lo favorecen (psoe, podemos, iu). parece como si el tema de la inmigración y el legislar en contra de la llegada masiva de inmigrantes fuese un tema tabú para nuestros políticos, algo de lo que no se pueda hablar por el riesgo de parecer xenofobo o ultraderechista. incluso partidos como ciudadanos, de corte más derechista, pasan sobre el tema de puntillas y procuran no proponer nada en este sentido. solo partidos muy minoritarios como españa 2000 o plataforma per catalunya han alzado la voz en ese aspecto pero su repercusión en las urnas ha sido minoritaria. quizás sea un problema de la sociedad española/europea, ya que de puertas para adentro y en foros de internet nos quejamos mucho de la inmigración (fc es una buena muestra de ello) pero luego en la ""calle"" nos cortamos de decir lo que realmente pensamos por miedo a ser políticamente incorrectos y que se nos tache de racistas. nose shurs, que opinais vosotros al respeto? le faltan ""huevos"" a nuestros politicos para afrontar con seriedad y consciencia nacional el problema o es que hay algún interés oculto detrás? debatamos hamijos resumen: no entiendo porque ningún político o movimiento social europeo hace nada para afrontar debidamente el problema de la inmigracion masiva.']"
90,12,90_tanta_viaje_lleven_paz,"['tanta', 'viaje', 'lleven', 'paz', 'dejan', 'buen', 'bonita', 'encuentro', 'falta', 'gusto']","['pues nada,que tengan buen viaje', 'tanta paz lleven como descanso dejan.', 'venga, que lleven tanta paz como dejan.']"
91,11,91_casos_nuestras_estudio_nombres,"['casos', 'nuestras', 'estudio', 'nombres', 'peli', 'día', 'disforia', 'realizar', 'tocho', 'posibles']","['ya existe este hilo, creo que se llama recopilación de casos aislados o algo así', 'lo malo es que esto es cierto a día de hoy. lo se por casos cercanos.', 'he estado buscando mas información sobre este estudio y no he encontrado absolutamente nada, ni a que grupo o instituto de analisis ha contratado ugt para realizar el estudio , ni nombres ni firmas de los mismos, no sé como han podido obtener datos confidenciales o hacer está extrapolación a nivel nacional. no hay nada.']"
92,11,92_áfrica_huesca_africa_africanos,"['áfrica', 'huesca', 'africa', 'africanos', 'esté', 'tardado', 'tardan', 'francia', 'empadronarse', 'allí']","['en lo que he tardado en escribir este post han muerto 2 niños en áfrica', 'pues nada, dejemos que entren todos y cuando áfrica esté vacía, vamos allí, creamos todo de nuevo y cuando europa esté destrozada les volvemos a dejar entrar.', 'empadronarse sin papeles....lo flipo. efecto llamada incoming. en 4 días media áfrica estaría metida aquí. y demás.']"
93,11,93_feliz_buen_enhorabuena_lados,"['feliz', 'buen', 'enhorabuena', 'lados', 'alegro', 'contentos', 'retrasados', 'so', 'uso', 'daba']","['al op: :apla uso: : aplauso: :aplau so: :a plauso: :aplaus o:', 'felicidades y que tengan una feliz enculada.', 'buen coment. feliz año shur']"
94,11,94_inmigrantes_inmigrantes ilegales_ilegales_sabe,"['inmigrantes', 'inmigrantes ilegales', 'ilegales', 'sabe', 'rabia', 'ten', 'upyd', 'cuidado', 'vivir cuento', 'llaman']","['por qué los llaman migrantes cuando son inmigrantes ilegales?', 'migrantes no, putos inmigrantes ilegales que vienen a invadir y a parasitar recursos.', 'pero tienes que tener en cuenta que en facebook escriben inmigrantes , ten cuidado que por ejemplo los latinos uruguayos nos llamaban inhumanos hasta q se anunció q ellos iban a acoger. lo de los móviles es como lo de internet gente paleta que no sabe por donde rueda el mundo actualmente. farsantes. por cierto me lo parece a mi o están intentando cambiar inmigrante por migrante']"
95,11,95_fiestas_quedará_inmolarse_gif,"['fiestas', 'quedará', 'inmolarse', 'gif', 'pegar', 'venga', 'carmena', 'fiesta', 'podemitas', 'chorradas']","['menudas fiestas se tienen que pegar', 'al final no le quedará otra que inmolarse.', ""sacad ya el puto gif de 'podemitas a currar'""]"
96,11,96_material_xxi_soy_tela,"['material', 'xxi', 'soy', 'tela', 'podrá', 'sigo', 'ignorados', 'importante', 'pensando', 'idea']","['podría ser que no hablase de nada material no? vamos digo yo...', 'soy importante, alguien me tiene en ignorados', 'a veces olvido que estoy en el sigo xxi']"
97,11,97_barco_cola_salvini_tela,"['barco', 'cola', 'salvini', 'tela', 'ahí', 'documento', 'delante', 'par', 'mar', 'vídeo']","['ese barco es marronero, díselo tu salvini.', 'barco de rejilla', 'no, fíjate en el rastro del barco y en las olas que rompen en la parte de delante del mismo casi al final del vídeo.']"
98,10,98_informe ugt_informe_ugt_he leído,"['informe ugt', 'informe', 'ugt', 'he leído', 'leído', 'jajajajajajaja', 'jajajajaja', 'líder', 'he leido', 'crea']","['informe de la ugt? jajajajaja', 'informe de la ugt... hasta aquí he leído.', 'jajjajajaja informe de ugt...']"
99,10,99_estudio_osea_empresarios_económicos,"['estudio', 'osea', 'empresarios', 'económicos', 'inmigrantes', 'cambio', '21', 'alcohol', 'quedó', 'hacerles']","['mentira. ¿que el número de dependientes es bajo? por cada inmigrante en edad de trabajar hay 6 a su alrededor que ni trabajan ni trabajarán nunca. pero si hay chavales de 20 años con 3 hijos... qué cojones de estudio de mierda es ese?', 'y los del pp, psoe, y el resto, que tampoco se van a deslomar. yo creo que ha pasado otras veces. tienes el caso de m. rajoy que quedó como una anécdota, los eres, o el señor que está en abu dhabi... estoy de acuerdo en casi todo. el quid de la cuestión es porqué la gente se moviliza por la amnistía, pero por el desempleo o la vivienda no, que tal y como dices, yo también considero mucho más importante.', 'el alcohol no es malo, según un estudio de la asociación de bebidas alcohólicas. por cierto, nadie se ha dado cuenta del dato mas impactante del estudio? ""son extranjeras las madres del 21 % de los niños nacidos entre enero y junio de 2019"" osea extranjeras legales no nacionalizadas, no cuenta abdul y fatima que ya son ""españoles"" de 1 generacion y han tenido hijos.']"
