;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
202301;Enero de 2023;1;Andalucía;4;Almería;04001;Abla;93;<5;15;30;<5;25;18;10;6;13;61;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04002;Abrucena;63;7;9;17;<5;17;10;7;<5;14;33;6
202301;Enero de 2023;1;Andalucía;4;Almería;04003;Adra;1896;54;293;390;70;513;576;321;54;177;1155;189
202301;Enero de 2023;1;Andalucía;4;Almería;04004;Albánchez;28;<5;<5;8;<5;6;8;<5;<5;<5;19;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04005;Alboloduy;29;<5;<5;14;<5;5;5;6;5;6;10;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04006;Albox;800;33;128;174;32;229;204;57;61;85;524;73
202301;Enero de 2023;1;Andalucía;4;Almería;04007;Alcolea;66;<5;8;21;<5;15;17;14;0;7;42;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04008;Alcóntar;24;<5;<5;10;<5;5;6;6;<5;<5;14;0
202301;Enero de 2023;1;Andalucía;4;Almería;04009;Alcudia de Monteagud;6;<5;0;<5;0;0;<5;0;<5;0;<5;0
202301;Enero de 2023;1;Andalucía;4;Almería;04010;Alhabia;66;0;11;20;5;17;13;<5;<5;20;34;7
202301;Enero de 2023;1;Andalucía;4;Almería;04011;Alhama de Almería;311;14;48;73;12;78;86;22;19;28;209;33
202301;Enero de 2023;1;Andalucía;4;Almería;04012;Alicún;23;0;<5;7;0;<5;11;0;<5;<5;18;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04013;Almería;18432;742;2957;3967;780;4637;5349;1130;501;1692;12686;2423
202301;Enero de 2023;1;Andalucía;4;Almería;04014;Almócita;15;0;<5;6;0;0;8;<5;0;<5;11;0
202301;Enero de 2023;1;Andalucía;4;Almería;04015;Alsodux;9;0;<5;<5;0;<5;<5;<5;0;0;5;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04016;Antas;160;8;20;22;6;41;63;22;6;11;110;11
202301;Enero de 2023;1;Andalucía;4;Almería;04017;Arboleas;106;<5;17;28;7;26;27;11;8;16;62;9
202301;Enero de 2023;1;Andalucía;4;Almería;04018;Armuña de Almanzora;23;0;8;5;0;<5;6;<5;<5;<5;16;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04019;Bacares;12;0;<5;0;0;<5;7;<5;<5;<5;9;0
202301;Enero de 2023;1;Andalucía;4;Almería;04020;Bayárcal;17;<5;<5;5;0;<5;7;0;0;<5;15;0
202301;Enero de 2023;1;Andalucía;4;Almería;04021;Bayarque;8;<5;0;<5;0;<5;<5;0;0;<5;6;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04022;Bédar;35;0;<5;15;<5;<5;12;0;<5;<5;27;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04023;Beires;12;0;<5;7;<5;<5;<5;0;0;<5;9;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04024;Benahadux;334;15;41;56;15;104;103;19;20;21;236;38
202301;Enero de 2023;1;Andalucía;4;Almería;04026;Benitagla;6;0;<5;<5;0;<5;0;<5;0;<5;<5;0
202301;Enero de 2023;1;Andalucía;4;Almería;04027;Benizalón;16;0;<5;6;<5;<5;<5;<5;0;<5;13;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04028;Bentarique;15;0;<5;5;0;<5;<5;<5;<5;<5;10;0
202301;Enero de 2023;1;Andalucía;4;Almería;04029;Berja;1087;45;186;294;39;270;253;222;38;150;583;94
202301;Enero de 2023;1;Andalucía;4;Almería;04030;Canjáyar;82;5;16;30;<5;16;13;12;5;14;45;6
202301;Enero de 2023;1;Andalucía;4;Almería;04031;Cantoria;198;<5;27;53;5;48;63;16;19;20;126;17
202301;Enero de 2023;1;Andalucía;4;Almería;04032;Carboneras;559;18;79;115;28;140;179;43;37;40;380;59
202301;Enero de 2023;1;Andalucía;4;Almería;04033;Castro de Filabres;5;0;<5;<5;0;<5;<5;0;0;0;5;0
202301;Enero de 2023;1;Andalucía;4;Almería;04034;Cóbdar;11;0;<5;<5;0;<5;0;<5;0;<5;8;0
202301;Enero de 2023;1;Andalucía;4;Almería;04035;Cuevas del Almanzora;954;39;143;182;45;275;270;134;27;93;623;77
202301;Enero de 2023;1;Andalucía;4;Almería;04036;Chercos;20;<5;<5;7;<5;<5;<5;<5;<5;0;13;<5
202301;Enero de 2023;1;Andalucía;4;Almería;04037;Chirivel;64;<5;11;15;<5;17;14;8;<5;5;43;5
202301;Enero de 2023;1;Andalucía;4;Almería;04038;Dalías;221;6;25;59;7;57;67;43;5;27;129;17
