;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201701;Enero de 2017;1;Andalucía;4;Almería;4001;Abla;77;1;9;29;6;22;10;8;4;3;59;3
201701;Enero de 2017;1;Andalucía;4;Almería;4002;Abrucena;81;4;16;26;9;18;8;9;4;10;50;8
201701;Enero de 2017;1;Andalucía;4;Almería;4003;Adra;2097;110;397;481;94;530;485;390;93;281;1120;213
201701;Enero de 2017;1;Andalucía;4;Almería;4004;Albánchez;20;0;5;5;1;5;4;2;3;2;11;2
201701;Enero de 2017;1;Andalucía;4;Almería;4005;Alboloduy;44;2;10;18;1;9;4;5;6;5;26;2
201701;Enero de 2017;1;Andalucía;4;Almería;4006;Albox;832;43;162;163;44;261;159;57;46;101;549;79
201701;Enero de 2017;1;Andalucía;4;Almería;4007;Alcolea;82;5;11;32;13;14;7;11;2;17;44;8
201701;Enero de 2017;1;Andalucía;4;Almería;4008;Alcóntar;26;2;4;9;1;5;5;4;3;6;12;1
201701;Enero de 2017;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;6;0;0;4;0;2;0;1;0;1;4;0
201701;Enero de 2017;1;Andalucía;4;Almería;4010;Alhabia;88;4;20;25;4;23;12;2;20;22;37;7
201701;Enero de 2017;1;Andalucía;4;Almería;4011;Alhama de Almería;406;16;70;92;24;112;92;35;29;36;263;43
201701;Enero de 2017;1;Andalucía;4;Almería;4012;Alicún;25;1;2;9;1;4;8;2;1;2;18;2
201701;Enero de 2017;1;Andalucía;4;Almería;4013;Almería;20798;825;4111;4668;866;5358;4970;1317;769;2577;13613;2522
201701;Enero de 2017;1;Andalucía;4;Almería;4014;Almócita;11;0;1;2;1;4;3;0;1;0;8;2
201701;Enero de 2017;1;Andalucía;4;Almería;4015;Alsodux;8;0;3;2;0;2;1;1;0;1;6;0
201701;Enero de 2017;1;Andalucía;4;Almería;4016;Antas;129;9;17;23;4;38;38;16;6;13;81;13
201701;Enero de 2017;1;Andalucía;4;Almería;4017;Arboleas;151;10;27;33;8;41;32;11;8;23;95;14
201701;Enero de 2017;1;Andalucía;4;Almería;4018;Armuña de Almanzora;20;3;4;2;0;4;7;0;1;3;16;0
201701;Enero de 2017;1;Andalucía;4;Almería;4019;Bacares;7;1;1;1;1;1;2;2;0;0;5;0
201701;Enero de 2017;1;Andalucía;4;Almería;4020;Bayárcal;11;1;3;4;0;1;2;0;0;4;6;1
201701;Enero de 2017;1;Andalucía;4;Almería;4021;Bayarque;12;0;2;2;1;6;1;1;0;1;8;2
201701;Enero de 2017;1;Andalucía;4;Almería;4022;Bédar;40;0;2;17;2;7;12;2;2;3;26;7
201701;Enero de 2017;1;Andalucía;4;Almería;4023;Beires;5;0;1;1;0;1;2;0;0;0;5;0
201701;Enero de 2017;1;Andalucía;4;Almería;4024;Benahadux;394;10;64;85;20;121;94;16;14;48;278;38
201701;Enero de 2017;1;Andalucía;4;Almería;4026;Benitagla;2;0;1;0;1;0;0;0;0;0;2;0
201701;Enero de 2017;1;Andalucía;4;Almería;4027;Benizalón;17;1;4;4;0;3;5;0;0;4;11;2
201701;Enero de 2017;1;Andalucía;4;Almería;4028;Bentarique;17;0;7;4;0;3;3;1;0;4;12;0
201701;Enero de 2017;1;Andalucía;4;Almería;4029;Berja;1405;50;288;383;72;329;283;309;38;248;712;98
201701;Enero de 2017;1;Andalucía;4;Almería;4030;Canjáyar;97;6;16;32;8;23;12;6;2;18;63;8
201701;Enero de 2017;1;Andalucía;4;Almería;4031;Cantoria;278;19;45;81;11;66;56;18;30;44;157;29
201701;Enero de 2017;1;Andalucía;4;Almería;4032;Carboneras;647;23;114;128;19;190;173;86;38;55;412;56
201701;Enero de 2017;1;Andalucía;4;Almería;4033;Castro de Filabres;7;1;1;2;0;1;2;0;0;0;7;0
201701;Enero de 2017;1;Andalucía;4;Almería;4034;Cóbdar;12;0;2;5;1;2;2;1;0;1;10;0
201701;Enero de 2017;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;1098;42;225;216;68;296;251;161;30;126;694;87
201701;Enero de 2017;1;Andalucía;4;Almería;4036;Chercos;22;1;7;4;1;8;1;0;2;2;17;1
201701;Enero de 2017;1;Andalucía;4;Almería;4037;Chirivel;65;3;17;10;2;23;10;8;3;5;46;3
201701;Enero de 2017;1;Andalucía;4;Almería;4038;Dalías;232;8;45;69;7;46;57;33;8;43;129;19
201701;Enero de 2017;1;Andalucía;4;Almería;4041;Enix;20;0;6;7;0;3;4;2;1;1;14;2
201701;Enero de 2017;1;Andalucía;4;Almería;4043;Felix;41;1;10;13;3;8;6;3;1;5;29;3
201701;Enero de 2017;1;Andalucía;4;Almería;4044;Fines;265;14;43;69;15;60;64;18;41;28;152;26
201701;Enero de 2017;1;Andalucía;4;Almería;4045;Fiñana;204;10;46;61;11;49;27;31;16;29;109;19
201701;Enero de 2017;1;Andalucía;4;Almería;4046;Fondón;77;1;14;26;4;11;21;6;15;10;42;4
201701;Enero de 2017;1;Andalucía;4;Almería;4047;Gádor;386;26;82;82;19;95;82;39;23;50;219;55
201701;Enero de 2017;1;Andalucía;4;Almería;4048;Gallardos, Los;152;4;23;40;7;45;33;6;6;15;119;6
201701;Enero de 2017;1;Andalucía;4;Almería;4049;Garrucha;1019;40;205;202;33;295;244;29;18;94;834;44
201701;Enero de 2017;1;Andalucía;4;Almería;4050;Gérgal;77;6;13;22;6;21;9;12;3;9;46;7
201701;Enero de 2017;1;Andalucía;4;Almería;4051;Huécija;24;2;3;7;0;9;3;1;1;2;18;2
201701;Enero de 2017;1;Andalucía;4;Almería;4052;Huércal de Almería;1787;86;367;339;88;542;365;58;78;235;1272;144
201701;Enero de 2017;1;Andalucía;4;Almería;4053;Huércal-Overa;1311;36;216;264;73;431;291;173;87;119;831;101
201701;Enero de 2017;1;Andalucía;4;Almería;4054;Illar;27;5;7;8;0;2;5;0;3;3;16;5
201701;Enero de 2017;1;Andalucía;4;Almería;4055;Instinción;42;4;9;9;1;12;7;3;4;1;31;3
201701;Enero de 2017;1;Andalucía;4;Almería;4056;Laroya;23;4;4;7;0;4;4;3;1;2;16;1
201701;Enero de 2017;1;Andalucía;4;Almería;4057;Láujar de Andarax;141;4;16;52;2;32;35;6;15;22;96;2
201701;Enero de 2017;1;Andalucía;4;Almería;4058;Líjar;28;1;5;11;2;7;2;0;4;3;20;1
201701;Enero de 2017;1;Andalucía;4;Almería;4059;Lubrín;82;1;16;30;2;21;12;5;7;9;58;3
201701;Enero de 2017;1;Andalucía;4;Almería;4060;Lucainena de las Torres;36;2;7;14;1;7;5;6;1;10;19;0
201701;Enero de 2017;1;Andalucía;4;Almería;4061;Lúcar;63;1;7;18;2;21;14;8;10;5;36;4
201701;Enero de 2017;1;Andalucía;4;Almería;4062;Macael;609;29;96;112;21;180;171;27;141;30;342;69
201701;Enero de 2017;1;Andalucía;4;Almería;4063;María;60;5;8;19;3;12;13;8;7;7;35;3
201701;Enero de 2017;1;Andalucía;4;Almería;4064;Mojácar;476;21;87;99;10;109;150;9;6;41;392;28
201701;Enero de 2017;1;Andalucía;4;Almería;4065;Nacimiento;27;1;2;7;2;5;10;8;7;0;12;0
201701;Enero de 2017;1;Andalucía;4;Almería;4066;Níjar;2011;72;437;473;83;553;393;627;70;176;984;154
201701;Enero de 2017;1;Andalucía;4;Almería;4067;Ohanes;64;4;16;18;7;13;6;2;1;5;51;5
201701;Enero de 2017;1;Andalucía;4;Almería;4068;Olula de Castro;4;0;2;1;0;0;1;0;0;1;3;0
201701;Enero de 2017;1;Andalucía;4;Almería;4069;Olula del Río;756;33;110;202;16;213;182;29;141;59;441;86
201701;Enero de 2017;1;Andalucía;4;Almería;4070;Oria;87;8;14;28;2;22;13;15;4;14;48;6
201701;Enero de 2017;1;Andalucía;4;Almería;4071;Padules;24;2;9;3;2;2;6;0;1;6;16;1
201701;Enero de 2017;1;Andalucía;4;Almería;4072;Partaloa;16;0;4;1;1;7;3;1;2;1;9;3
201701;Enero de 2017;1;Andalucía;4;Almería;4073;Paterna del Río;27;3;7;6;5;3;3;7;0;2;16;2
201701;Enero de 2017;1;Andalucía;4;Almería;4074;Pechina;504;35;101;100;31;122;115;50;27;63;313;51
201701;Enero de 2017;1;Andalucía;4;Almería;4075;Pulpí;335;15;46;58;16;108;92;76;17;26;185;31
201701;Enero de 2017;1;Andalucía;4;Almería;4076;Purchena;165;14;22;38;10;45;36;7;44;18;79;17
201701;Enero de 2017;1;Andalucía;4;Almería;4077;Rágol;9;1;3;3;0;1;1;1;0;2;5;1
201701;Enero de 2017;1;Andalucía;4;Almería;4078;Rioja;195;18;39;56;8;35;39;22;9;26;118;20
201701;Enero de 2017;1;Andalucía;4;Almería;4079;Roquetas de Mar;8990;356;1834;1794;292;2714;2000;1189;315;1038;5844;604
201701;Enero de 2017;1;Andalucía;4;Almería;4080;Santa Cruz de Marchena;17;0;5;8;0;1;3;1;1;3;12;0
201701;Enero de 2017;1;Andalucía;4;Almería;4081;Santa Fe de Mondújar;39;2;5;11;1;11;9;3;2;3;27;4
201701;Enero de 2017;1;Andalucía;4;Almería;4082;Senés;16;1;2;7;1;2;3;2;0;5;9;0
201701;Enero de 2017;1;Andalucía;4;Almería;4083;Serón;134;6;13;41;4;33;37;9;14;5;93;13
201701;Enero de 2017;1;Andalucía;4;Almería;4084;Sierro;40;0;10;16;1;6;7;1;5;11;20;3
201701;Enero de 2017;1;Andalucía;4;Almería;4085;Somontín;29;2;4;9;3;6;5;4;3;4;16;2
201701;Enero de 2017;1;Andalucía;4;Almería;4086;Sorbas;217;15;47;46;12;56;41;36;16;26;113;26
201701;Enero de 2017;1;Andalucía;4;Almería;4087;Suflí;19;0;2;4;2;5;6;0;2;6;10;1
201701;Enero de 2017;1;Andalucía;4;Almería;4088;Tabernas;431;20;96;120;21;102;72;87;24;41;254;25
201701;Enero de 2017;1;Andalucía;4;Almería;4089;Taberno;47;5;8;10;3;12;9;2;0;11;28;6
