;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201801;Enero de 2018;1;Andalucía;4;Almería;4001;Abla;77;3;17;25;4;20;8;11;8;7;50;1
201801;Enero de 2018;1;Andalucía;4;Almería;4002;Abrucena;69;3;12;20;5;20;9;12;2;15;38;2
201801;Enero de 2018;1;Andalucía;4;Almería;4003;Adra;2001;87;342;419;83;585;485;371;76;229;1119;206
201801;Enero de 2018;1;Andalucía;4;Almería;4004;Albánchez;31;1;5;9;4;8;4;2;4;3;21;1
201801;Enero de 2018;1;Andalucía;4;Almería;4005;Alboloduy;33;1;11;11;0;6;4;6;4;3;19;1
201801;Enero de 2018;1;Andalucía;4;Almería;4006;Albox;827;27;183;178;39;232;168;67;45;105;561;49
201801;Enero de 2018;1;Andalucía;4;Almería;4007;Alcolea;78;5;12;34;6;13;8;15;4;12;45;2
201801;Enero de 2018;1;Andalucía;4;Almería;4008;Alcóntar;28;0;4;11;1;7;5;3;0;8;17;0
201801;Enero de 2018;1;Andalucía;4;Almería;4009;Alcudia de Monteagud;10;0;1;5;0;1;3;0;0;0;10;0
201801;Enero de 2018;1;Andalucía;4;Almería;4010;Alhabia;84;4;18;28;1;20;13;1;15;28;32;8
201801;Enero de 2018;1;Andalucía;4;Almería;4011;Alhama de Almería;357;11;66;82;15;91;92;25;31;35;234;32
201801;Enero de 2018;1;Andalucía;4;Almería;4012;Alicún;31;0;5;9;1;5;11;3;3;2;22;1
201801;Enero de 2018;1;Andalucía;4;Almería;4013;Almería;19209;669;3727;4224;688;5026;4875;1265;650;2122;12981;2191
201801;Enero de 2018;1;Andalucía;4;Almería;4014;Almócita;11;0;2;4;0;4;1;0;1;0;9;1
201801;Enero de 2018;1;Andalucía;4;Almería;4015;Alsodux;8;1;2;1;0;3;1;0;1;1;6;0
201801;Enero de 2018;1;Andalucía;4;Almería;4016;Antas;132;7;18;26;3;42;36;14;5;8;96;9
201801;Enero de 2018;1;Andalucía;4;Almería;4017;Arboleas;152;11;25;31;11;45;29;11;9;28;91;13
201801;Enero de 2018;1;Andalucía;4;Almería;4018;Armuña de Almanzora;18;0;6;5;0;3;4;0;0;6;11;1
201801;Enero de 2018;1;Andalucía;4;Almería;4019;Bacares;7;1;1;1;0;1;3;0;1;0;6;0
201801;Enero de 2018;1;Andalucía;4;Almería;4020;Bayárcal;12;0;1;5;2;2;2;1;0;1;10;0
201801;Enero de 2018;1;Andalucía;4;Almería;4021;Bayarque;11;0;0;2;0;6;3;0;0;3;8;0
201801;Enero de 2018;1;Andalucía;4;Almería;4022;Bédar;44;3;4;16;1;8;12;2;2;3;30;7
201801;Enero de 2018;1;Andalucía;4;Almería;4023;Beires;5;0;2;1;0;1;1;0;0;1;4;0
201801;Enero de 2018;1;Andalucía;4;Almería;4024;Benahadux;390;15;58;79;11;124;103;18;16;37;289;30
201801;Enero de 2018;1;Andalucía;4;Almería;4026;Benitagla;3;0;2;0;0;1;0;0;0;0;3;0
201801;Enero de 2018;1;Andalucía;4;Almería;4027;Benizalón;14;0;6;3;1;2;2;1;1;2;10;0
201801;Enero de 2018;1;Andalucía;4;Almería;4028;Bentarique;15;0;4;5;1;3;2;1;0;3;10;1
201801;Enero de 2018;1;Andalucía;4;Almería;4029;Berja;1205;48;231;303;59;297;267;257;38;195;627;88
201801;Enero de 2018;1;Andalucía;4;Almería;4030;Canjáyar;103;5;22;37;4;20;15;10;2;24;58;9
201801;Enero de 2018;1;Andalucía;4;Almería;4031;Cantoria;234;7;35;72;8;57;55;18;23;37;138;18
201801;Enero de 2018;1;Andalucía;4;Almería;4032;Carboneras;631;21;120;129;16;188;157;84;52;48;398;49
201801;Enero de 2018;1;Andalucía;4;Almería;4033;Castro de Filabres;7;0;2;1;0;2;2;0;0;0;7;0
201801;Enero de 2018;1;Andalucía;4;Almería;4034;Cóbdar;9;0;1;4;0;2;2;1;0;0;8;0
201801;Enero de 2018;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;1049;42;194;195;48;323;247;168;31;97;677;76
201801;Enero de 2018;1;Andalucía;4;Almería;4036;Chercos;20;0;4;4;1;8;3;0;4;1;14;1
201801;Enero de 2018;1;Andalucía;4;Almería;4037;Chirivel;52;3;12;14;1;14;8;2;1;6;39;4
201801;Enero de 2018;1;Andalucía;4;Almería;4038;Dalías;240;6;44;62;12;58;58;47;8;33;130;22
201801;Enero de 2018;1;Andalucía;4;Almería;4041;Enix;22;0;6;4;1;6;5;2;0;2;17;1
201801;Enero de 2018;1;Andalucía;4;Almería;4043;Felix;27;0;3;8;2;8;6;3;1;1;21;1
201801;Enero de 2018;1;Andalucía;4;Almería;4044;Fines;217;9;33;63;7;48;57;18;43;21;120;15
201801;Enero de 2018;1;Andalucía;4;Almería;4045;Fiñana;172;8;31;54;6;53;20;25;15;20;99;13
201801;Enero de 2018;1;Andalucía;4;Almería;4046;Fondón;71;1;8;27;0;11;24;7;20;9;34;1
201801;Enero de 2018;1;Andalucía;4;Almería;4047;Gádor;354;20;71;85;22;87;69;45;22;36;203;48
201801;Enero de 2018;1;Andalucía;4;Almería;4048;Gallardos, Los;155;6;21;39;6;43;40;5;4;17;122;7
201801;Enero de 2018;1;Andalucía;4;Almería;4049;Garrucha;1037;33;196;203;37;307;261;33;17;79;865;43
201801;Enero de 2018;1;Andalucía;4;Almería;4050;Gérgal;66;3;14;17;4;18;10;9;3;8;40;6
201801;Enero de 2018;1;Andalucía;4;Almería;4051;Huécija;23;1;5;8;2;5;2;0;1;2;18;2
201801;Enero de 2018;1;Andalucía;4;Almería;4052;Huércal de Almería;1590;71;292;300;56;481;390;66;74;171;1167;112
201801;Enero de 2018;1;Andalucía;4;Almería;4053;Huércal-Overa;1195;36;192;213;55;415;284;157;78;97;776;87
201801;Enero de 2018;1;Andalucía;4;Almería;4054;Illar;27;3;6;7;0;5;6;1;3;1;20;2
201801;Enero de 2018;1;Andalucía;4;Almería;4055;Instinción;33;3;7;7;0;8;8;1;4;2;22;4
