;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
201601;Enero de 2016;1;Andalucía;4;Almería;4013;Almería;22417;961;4713;5051;911;5712;5069;1403;853;3047;14273;2841
201601;Enero de 2016;1;Andalucía;4;Almería;4014;Almócita;9;0;1;2;1;2;3;0;1;1;7;0
201601;Enero de 2016;1;Andalucía;4;Almería;4015;Alsodux;10;1;4;3;0;1;1;0;0;0;9;1
201601;Enero de 2016;1;Andalucía;4;Almería;4016;Antas;169;9;23;24;7;69;37;27;4;15;108;15
201601;Enero de 2016;1;Andalucía;4;Almería;4017;Arboleas;164;8;31;36;12;48;29;12;7;31;95;19
201601;Enero de 2016;1;Andalucía;4;Almería;4018;Armuña de Almanzora;30;4;11;3;0;7;5;2;3;4;18;3
201601;Enero de 2016;1;Andalucía;4;Almería;4019;Bacares;6;0;1;1;1;1;2;0;0;0;5;1
201601;Enero de 2016;1;Andalucía;4;Almería;4020;Bayárcal;14;0;6;4;1;2;1;1;0;5;7;1
201601;Enero de 2016;1;Andalucía;4;Almería;4021;Bayarque;12;1;2;2;0;6;1;0;0;3;9;0
201601;Enero de 2016;1;Andalucía;4;Almería;4022;Bédar;52;3;6;16;3;12;12;2;4;3;35;8
201601;Enero de 2016;1;Andalucía;4;Almería;4023;Beires;4;0;0;1;1;1;1;0;0;0;3;1
201601;Enero de 2016;1;Andalucía;4;Almería;4024;Benahadux;458;24;91;98;19;131;95;18;23;52;313;52
201601;Enero de 2016;1;Andalucía;4;Almería;4026;Benitagla;4;1;1;0;1;0;1;0;0;0;3;1
201601;Enero de 2016;1;Andalucía;4;Almería;4027;Benizalón;22;1;3;5;2;6;5;2;0;2;15;3
201601;Enero de 2016;1;Andalucía;4;Almería;4028;Bentarique;20;0;7;6;0;4;3;0;1;2;17;0
201601;Enero de 2016;1;Andalucía;4;Almería;4029;Berja;1489;69;325;393;80;329;293;295;51;301;724;118
201601;Enero de 2016;1;Andalucía;4;Almería;4030;Canjáyar;115;13;32;36;8;14;12;10;6;20;67;12
201601;Enero de 2016;1;Andalucía;4;Almería;4031;Cantoria;312;21;58;97;11;74;51;16;40;48;179;29
201601;Enero de 2016;1;Andalucía;4;Almería;4032;Carboneras;697;36;149;124;21;212;155;62;49;92;425;69
201601;Enero de 2016;1;Andalucía;4;Almería;4033;Castro de Filabres;7;1;0;2;2;1;1;0;0;0;7;0
201601;Enero de 2016;1;Andalucía;4;Almería;4034;Cóbdar;11;1;3;3;0;3;1;2;0;0;9;0
201601;Enero de 2016;1;Andalucía;4;Almería;4035;Cuevas del Almanzora;1254;63;281;244;66;350;250;183;44;171;746;110
201601;Enero de 2016;1;Andalucía;4;Almería;4036;Chercos;30;2;12;6;1;8;1;0;5;2;22;1
201601;Enero de 2016;1;Andalucía;4;Almería;4037;Chirivel;72;6;16;14;5;22;9;8;1;6;48;9
201601;Enero de 2016;1;Andalucía;4;Almería;4038;Dalías;255;15;52;63;12;59;54;32;6;46;149;22
201601;Enero de 2016;1;Andalucía;4;Almería;4041;Enix;20;0;6;9;0;2;3;0;2;4;13;1
201601;Enero de 2016;1;Andalucía;4;Almería;4043;Felix;35;1;8;10;2;8;6;4;0;1;27;3
201601;Enero de 2016;1;Andalucía;4;Almería;4044;Fines;280;13;46;65;13;75;68;13;40;36;166;25
201601;Enero de 2016;1;Andalucía;4;Almería;4045;Fiñana;227;15;55;61;15;55;26;30;14;33;127;23
201601;Enero de 2016;1;Andalucía;4;Almería;4046;Fondón;88;3;16;29;2;21;17;11;10;14;49;4
201601;Enero de 2016;1;Andalucía;4;Almería;4047;Gádor;401;29;91;95;17;96;73;45;21;52;231;52
201601;Enero de 2016;1;Andalucía;4;Almería;4048;Gallardos, Los;166;5;26;47;3;52;33;6;5;25;122;8
201601;Enero de 2016;1;Andalucía;4;Almería;4049;Garrucha;1104;47;246;207;38;323;243;22;36;117;864;65
201601;Enero de 2016;1;Andalucía;4;Almería;4050;Gérgal;74;6;15;23;3;15;12;16;1;14;40;3
201601;Enero de 2016;1;Andalucía;4;Almería;4051;Huécija;25;1;1;9;0;9;5;1;1;4;18;1
201601;Enero de 2016;1;Andalucía;4;Almería;4052;Huércal de Almería;1895;98;441;350;88;584;334;54;107;277;1306;151
201601;Enero de 2016;1;Andalucía;4;Almería;4053;Huércal-Overa;1479;56;252;283;83;499;306;159;108;153;932;127
201601;Enero de 2016;1;Andalucía;4;Almería;4054;Illar;34;4;7;9;1;6;7;0;3;1;26;4
201601;Enero de 2016;1;Andalucía;4;Almería;4055;Instinción;34;1;10;9;1;10;3;0;1;2;29;2
201601;Enero de 2016;1;Andalucía;4;Almería;4056;Laroya;19;2;3;8;0;4;2;2;3;2;11;1
201601;Enero de 2016;1;Andalucía;4;Almería;4057;Láujar de Andarax;168;7;23;61;0;34;43;12;14;26;113;3
201601;Enero de 2016;1;Andalucía;4;Almería;4058;Líjar;50;2;12;15;3;11;7;1;6;1;40;2
201601;Enero de 2016;1;Andalucía;4;Almería;4059;Lubrín;112;2;20;40;3;34;13;9;6;16;74;7
201601;Enero de 2016;1;Andalucía;4;Almería;4060;Lucainena de las Torres;32;3;8;8;1;8;4;2;2;11;16;1
201601;Enero de 2016;1;Andalucía;4;Almería;4061;Lúcar;63;3;5;22;5;13;15;7;7;6;37;6
201601;Enero de 2016;1;Andalucía;4;Almería;4062;Macael;667;27;106;126;37;197;174;27;145;31;383;81
201601;Enero de 2016;1;Andalucía;4;Almería;4063;María;68;1;15;16;3;14;19;4;8;5;51;0
201601;Enero de 2016;1;Andalucía;4;Almería;4064;Mojácar;558;15;106;122;18;138;159;4;18;45;456;35
201601;Enero de 2016;1;Andalucía;4;Almería;4065;Nacimiento;36;4;6;7;3;6;10;8;14;1;10;3
201601;Enero de 2016;1;Andalucía;4;Almería;4066;Níjar;2189;94;542;509;107;557;380;686;67;214;1041;181
201601;Enero de 2016;1;Andalucía;4;Almería;4067;Ohanes;71;7;16;18;4;19;7;4;1;8;52;6
201601;Enero de 2016;1;Andalucía;4;Almería;4068;Olula de Castro;6;0;3;2;0;0;1;1;0;1;4;0
201601;Enero de 2016;1;Andalucía;4;Almería;4069;Olula del Río;818;36;122;221;22;228;189;34;173;65;444;102
201601;Enero de 2016;1;Andalucía;4;Almería;4070;Oria;105;5;27;31;7;22;13;19;6;18;49;13
201601;Enero de 2016;1;Andalucía;4;Almería;4071;Padules;29;4;10;3;3;4;5;0;1;4;21;3
201601;Enero de 2016;1;Andalucía;4;Almería;4072;Partaloa;17;1;4;3;1;6;2;1;4;1;9;2
201601;Enero de 2016;1;Andalucía;4;Almería;4073;Paterna del Río;31;3;8;9;4;2;5;6;0;1;23;1
201601;Enero de 2016;1;Andalucía;4;Almería;4074;Pechina;506;37;99;119;28;124;99;48;24;86;293;55
201601;Enero de 2016;1;Andalucía;4;Almería;4075;Pulpí;390;18;71;65;25;121;90;88;27;45;201;29
201601;Enero de 2016;1;Andalucía;4;Almería;4076;Purchena;166;7;31;41;8;45;34;7;48;15;76;20
201601;Enero de 2016;1;Andalucía;4;Almería;4077;Rágol;9;1;2;3;0;2;1;3;0;1;4;1
201601;Enero de 2016;1;Andalucía;4;Almería;4078;Rioja;196;17;41;58;8;29;43;23;10;29;109;25
201601;Enero de 2016;1;Andalucía;4;Almería;4079;Roquetas de Mar;9267;383;2066;1881;329;2689;1919;1291;358;1165;5766;687
201601;Enero de 2016;1;Andalucía;4;Almería;4080;Santa Cruz de Marchena;21;3;5;9;0;1;3;2;1;6;8;4
201601;Enero de 2016;1;Andalucía;4;Almería;4081;Santa Fe de Mondújar;45;4;8;11;3;8;11;4;0;3;34;4
201601;Enero de 2016;1;Andalucía;4;Almería;4082;Senés;20;1;5;8;1;1;4;2;0;5;11;2
201601;Enero de 2016;1;Andalucía;4;Almería;4083;Serón;160;10;17;48;11;39;35;10;15;15;102;18
201601;Enero de 2016;1;Andalucía;4;Almería;4084;Sierro;43;1;9;16;1;9;7;0;8;16;18;1
201601;Enero de 2016;1;Andalucía;4;Almería;4085;Somontín;25;0;1;9;2;7;6;4;2;4;13;2
201601;Enero de 2016;1;Andalucía;4;Almería;4086;Sorbas;238;25;50;55;13;57;38;35;20;36;112;35
201601;Enero de 2016;1;Andalucía;4;Almería;4087;Suflí;19;0;2;4;1;8;4;0;2;6;11;0
201601;Enero de 2016;1;Andalucía;4;Almería;4088;Tabernas;411;23;91;115;18;103;61;93;21;50;225;22
201601;Enero de 2016;1;Andalucía;4;Almería;4089;Taberno;58;8;12;10;4;12;12;1;2;16;32;7
201601;Enero de 2016;1;Andalucía;4;Almería;4090;Tahal;28;2;9;7;0;4;6;0;3;5;17;3
201601;Enero de 2016;1;Andalucía;4;Almería;4091;Terque;38;1;10;11;1;5;10;1;1;2;33;1
201601;Enero de 2016;1;Andalucía;4;Almería;4092;Tíjola;319;12;56;84;23;79;65;19;35;41;192;32
201601;Enero de 2016;1;Andalucía;4;Almería;4093;Turre;363;17;81;82;11;104;68;18;9;59;254;23
201601;Enero de 2016;1;Andalucía;4;Almería;4094;Turrillas;8;1;2;5;0;0;0;0;0;2;6;0
201601;Enero de 2016;1;Andalucía;4;Almería;4095;Uleila del Campo;86;3;18;19;2;25;19;4;3;16;54;9
201601;Enero de 2016;1;Andalucía;4;Almería;4096;Urrácal;18;0;4;5;1;5;3;0;1;4;8;5
201601;Enero de 2016;1;Andalucía;4;Almería;4097;Velefique;17;1;4;6;1;4;1;1;0;9;6;1
201601;Enero de 2016;1;Andalucía;4;Almería;4098;Vélez-Blanco;117;7;33;29;10;22;16;11;5;19;72;10
201601;Enero de 2016;1;Andalucía;4;Almería;4099;Vélez-Rubio;518;31;104;130;33;138;82;38;35;80;307;58
201601;Enero de 2016;1;Andalucía;4;Almería;4100;Vera;1490;63;289;296;67;450;325;142;55;176;1015;102
201601;Enero de 2016;1;Andalucía;4;Almería;4101;Viator;621;35;133;123;31;184;115;34;22;89;414;62
201601;Enero de 2016;1;Andalucía;4;Almería;4102;Vícar;2272;127;537;490;101;634;383;464;84;275;1248;201
201601;Enero de 2016;1;Andalucía;4;Almería;4103;Zurgena;190;16;33;42;14;57;28;14;3;34;116;23
201601;Enero de 2016;1;Andalucía;4;Almería;4901;Tres Villas, Las;32;1;10;10;4;4;3;3;3;4;21;1
201601;Enero de 2016;1;Andalucía;4;Almería;4902;Ejido, El;7084;301;1623;1417;324;2104;1315;1942;249;609;3473;811
201601;Enero de 2016;1;Andalucía;4;Almería;4903;Mojonera, La;673;38;146;150;46;172;121;239;17;77;252;88
201601;Enero de 2016;1;Andalucía;4;Almería;4904;Balanegra;186;9;32;57;8;55;25;40;3;24;103;16
201601;Enero de 2016;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;926;47;197;141;68;260;213;104;26;71;634;91
201601;Enero de 2016;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;379;44;92;115;33;60;35;116;7;26;195;35
201601;Enero de 2016;1;Andalucía;11;Cádiz;11003;Algar;183;15;28;21;19;50;50;8;9;15;139;12
201601;Enero de 2016;1;Andalucía;11;Cádiz;11004;Algeciras;15874;798;3076;2856;807;4400;3937;260;800;1679;10430;2705
201601;Enero de 2016;1;Andalucía;11;Cádiz;11005;Algodonales;622;41;142;143;47;160;89;127;14;44;391;46
201601;Enero de 2016;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;6112;366;1232;1191;342;1668;1313;423;271;952;3853;613
201601;Enero de 2016;1;Andalucía;11;Cádiz;11007;Barbate;4756;277;1025;858;263;1247;1086;337;338;460;2967;654
201601;Enero de 2016;1;Andalucía;11;Cádiz;11008;Barrios, Los;2819;161;487;487;176;817;691;87;192;325;1830;385
201601;Enero de 2016;1;Andalucía;11;Cádiz;11009;Benaocaz;103;2;19;23;6;21;32;2;13;3;79;6
201601;Enero de 2016;1;Andalucía;11;Cádiz;11010;Bornos;969;86;241;229;78;243;92;140;31;137;577;84
201601;Enero de 2016;1;Andalucía;11;Cádiz;11011;Bosque, El;290;16;65;61;15;77;56;9;26;18;219;18
201601;Enero de 2016;1;Andalucía;11;Cádiz;11012;Cádiz;16224;581;3649;3222;554;4335;3883;114;1118;1291;11617;2084
201601;Enero de 2016;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;382;27;54;54;19;114;114;17;19;24;273;49
201601;Enero de 2016;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;3053;173;705;603;152;859;561;72;98;332;2239;312
201601;Enero de 2016;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;13355;663;2877;2548;617;3698;2952;148;836;2207;7741;2423
201601;Enero de 2016;1;Andalucía;11;Cádiz;11016;Chipiona;3441;200;743;602;232;930;734;270;125;431;2217;398
201601;Enero de 2016;1;Andalucía;11;Cádiz;11017;Espera;530;49;153;132;44;117;35;56;11;109;304;50
201601;Enero de 2016;1;Andalucía;11;Cádiz;11018;Gastor, El;225;24;45;66;8;49;33;52;3;33;124;13
201601;Enero de 2016;1;Andalucía;11;Cádiz;11019;Grazalema;312;19;53;78;14;70;78;20;11;28;229;24
201601;Enero de 2016;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;33326;1510;6417;6658;1361;8624;8756;1183;1925;3878;21377;4963
201601;Enero de 2016;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;1217;58;226;261;64;330;278;120;47;119;763;168
201601;Enero de 2016;1;Andalucía;11;Cádiz;11022;Línea de la Concepción, La;9573;469;1808;2133;475;2328;2360;100;812;1470;5352;1839
201601;Enero de 2016;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;2108;80;442;400;93;613;480;228;97;273;1252;258
201601;Enero de 2016;1;Andalucía;11;Cádiz;11024;Olvera;697;51;158;166;54;174;94;128;21;78;425;45
201601;Enero de 2016;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;1085;86;244;188;81;302;184;82;55;578;268;102
201601;Enero de 2016;1;Andalucía;11;Cádiz;11026;Prado del Rey;1033;56;194;225;38;257;263;57;189;75;620;92
201601;Enero de 2016;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;12128;492;2521;2392;481;3184;3058;163;724;1368;7943;1930
201601;Enero de 2016;1;Andalucía;11;Cádiz;11028;Puerto Real;6242;275;1444;1132;261;1818;1312;112;726;645;3820;939
201601;Enero de 2016;1;Andalucía;11;Cádiz;11029;Puerto Serrano;636;82;178;130;97;113;36;196;15;74;272;79
201601;Enero de 2016;1;Andalucía;11;Cádiz;11030;Rota;3889;225;828;670;226;1099;841;58;546;335;2478;472
201601;Enero de 2016;1;Andalucía;11;Cádiz;11031;San Fernando;13350;676;2738;2328;575;3791;3242;97;831;1449;8518;2455
201601;Enero de 2016;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;11661;705;2487;2251;652;2906;2660;1226;644;1288;6470;2033
201601;Enero de 2016;1;Andalucía;11;Cádiz;11033;San Roque;3973;206;826;758;198;1065;920;52;292;668;2404;557
201601;Enero de 2016;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;231;16;50;60;26;55;24;46;7;29;127;22
201601;Enero de 2016;1;Andalucía;11;Cádiz;11035;Tarifa;2458;149;491;373;132;749;564;40;102;169;1946;201
201601;Enero de 2016;1;Andalucía;11;Cádiz;11036;Torre Alháquime;61;6;15;21;7;9;3;27;2;6;21;5
201601;Enero de 2016;1;Andalucía;11;Cádiz;11037;Trebujena;959;84;247;198;54;278;98;162;27;88;593;89
201601;Enero de 2016;1;Andalucía;11;Cádiz;11038;Ubrique;2897;103;458;644;80;681;931;42;1281;159;1175;240
201601;Enero de 2016;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;2496;151;527;480;126;652;560;117;70;262;1720;327
201601;Enero de 2016;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;42;4;5;12;4;9;8;4;6;3;28;1
201601;Enero de 2016;1;Andalucía;11;Cádiz;11041;Villamartín;2116;196;482;463;156;538;281;183;94;268;1407;164
201601;Enero de 2016;1;Andalucía;11;Cádiz;11042;Zahara;177;17;40;48;13;36;23;35;8;52;71;11
201601;Enero de 2016;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;1178;73;213;223;68;315;286;143;31;158;740;106
201601;Enero de 2016;1;Andalucía;11;Cádiz;11902;San José del Valle;686;59;150;155;46;160;116;71;32;98;415;70
201601;Enero de 2016;1;Andalucía;14;Córdoba;14001;Adamuz;303;18;62;79;35;82;27;115;11;20;133;24
201601;Enero de 2016;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;949;111;194;207;116;231;90;160;72;123;494;100
201601;Enero de 2016;1;Andalucía;14;Córdoba;14003;Alcaracejos;177;14;21;41;11;38;52;1;6;21;139;10
201601;Enero de 2016;1;Andalucía;14;Córdoba;14004;Almedinilla;145;13;14;35;10;53;20;14;20;11;80;20
201601;Enero de 2016;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;1158;80;242;254;88;304;190;194;45;112;727;80
201601;Enero de 2016;1;Andalucía;14;Córdoba;14006;Añora;185;6;34;35;12;51;47;16;7;38;117;7
201601;Enero de 2016;1;Andalucía;14;Córdoba;14007;Baena;1473;82;231;313;136;468;243;298;86;135;789;165
201601;Enero de 2016;1;Andalucía;14;Córdoba;14008;Belalcázar;456;34;60;77;50;128;107;39;37;45;279;56
201601;Enero de 2016;1;Andalucía;14;Córdoba;14009;Belmez;511;34;117;97;28;128;107;38;29;91;276;77
201601;Enero de 2016;1;Andalucía;14;Córdoba;14010;Benamejí;281;31;39;54;41;79;37;35;19;39;151;37
201601;Enero de 2016;1;Andalucía;14;Córdoba;14011;Blázquez, Los;118;14;19;14;7;29;35;9;3;16;80;10
201601;Enero de 2016;1;Andalucía;14;Córdoba;14012;Bujalance;503;45;80;108;65;134;71;177;27;36;200;63
201601;Enero de 2016;1;Andalucía;14;Córdoba;14013;Cabra;1824;124;342;349;127;516;366;214;199;137;1034;240
201601;Enero de 2016;1;Andalucía;14;Córdoba;14014;Cañete de las Torres;121;10;15;21;9;40;26;29;8;14;59;11
201601;Enero de 2016;1;Andalucía;14;Córdoba;14015;Carcabuey;158;16;27;30;9;46;30;16;11;16;98;17
201601;Enero de 2016;1;Andalucía;14;Córdoba;14016;Cardeña;124;7;15;27;12;27;36;17;9;12;77;9
201601;Enero de 2016;1;Andalucía;14;Córdoba;14017;Carlota, La;1408;103;304;287;87;428;199;268;117;145;765;113
201601;Enero de 2016;1;Andalucía;14;Córdoba;14018;Carpio, El;539;33;103;108;35;151;109;63;52;40;327;57
201601;Enero de 2016;1;Andalucía;14;Córdoba;14019;Castro del Río;438;21;68;91;33;159;66;109;19;43;228;39
201601;Enero de 2016;1;Andalucía;14;Córdoba;14020;Conquista;28;3;5;2;3;9;6;3;0;2;22;1
201601;Enero de 2016;1;Andalucía;14;Córdoba;14021;Córdoba;42208;1938;8271;8678;1881;10616;10824;1558;3842;3856;27666;5286
201601;Enero de 2016;1;Andalucía;14;Córdoba;14022;Doña Mencía;255;19;26;47;32;97;34;48;31;15;124;37
201601;Enero de 2016;1;Andalucía;14;Córdoba;14023;Dos Torres;265;7;24;55;26;65;88;12;27;50;154;22
201601;Enero de 2016;1;Andalucía;14;Córdoba;14024;Encinas Reales;197;17;30;34;21;67;28;6;15;29;112;35
201601;Enero de 2016;1;Andalucía;14;Córdoba;14025;Espejo;118;5;16;34;13;40;10;10;8;23;67;10
201601;Enero de 2016;1;Andalucía;14;Córdoba;14026;Espiel;353;20;67;59;22;103;82;45;40;46;199;23
201601;Enero de 2016;1;Andalucía;14;Córdoba;14027;Fernán-Núñez;1021;80;204;237;83;292;125;149;55;107;581;129
201601;Enero de 2016;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;72;3;16;7;6;23;17;2;3;17;49;1
201601;Enero de 2016;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;818;46;140;147;41;190;254;73;52;97;515;81
201601;Enero de 2016;1;Andalucía;14;Córdoba;14030;Fuente Palmera;809;55;187;201;62;210;94;232;79;125;320;53
201601;Enero de 2016;1;Andalucía;14;Córdoba;14031;Fuente-Tójar;37;4;6;4;6;10;7;7;2;5;20;3
201601;Enero de 2016;1;Andalucía;14;Córdoba;14032;Granjuela, La;87;4;18;14;6;18;27;7;2;33;43;2
201601;Enero de 2016;1;Andalucía;14;Córdoba;14033;Guadalcázar;161;11;26;29;22;55;18;16;9;16;109;11
201601;Enero de 2016;1;Andalucía;14;Córdoba;14034;Guijo, El;38;5;5;7;2;9;10;3;0;1;32;2
201601;Enero de 2016;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;1020;57;137;155;58;288;325;37;81;144;622;136
201601;Enero de 2016;1;Andalucía;14;Córdoba;14036;Hornachuelos;353;20;66;80;44;89;54;91;9;119;117;17
201601;Enero de 2016;1;Andalucía;14;Córdoba;14037;Iznájar;159;17;14;47;18;42;21;23;6;13;103;14
201601;Enero de 2016;1;Andalucía;14;Córdoba;14038;Lucena;4878;310;777;940;373;1556;922;408;1032;304;2511;623
201601;Enero de 2016;1;Andalucía;14;Córdoba;14039;Luque;178;14;16;45;27;50;26;41;13;8;98;18
201601;Enero de 2016;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;153;13;19;26;14;66;15;29;15;5;95;9
201601;Enero de 2016;1;Andalucía;14;Córdoba;14041;Montemayor;329;22;67;82;39;93;26;55;30;45;171;28
201601;Enero de 2016;1;Andalucía;14;Córdoba;14042;Montilla;2370;115;388;422;137;703;605;283;321;198;1312;256
201601;Enero de 2016;1;Andalucía;14;Córdoba;14043;Montoro;895;47;151;221;83;225;168;231;74;77;440;73
201601;Enero de 2016;1;Andalucía;14;Córdoba;14044;Monturque;107;3;17;27;12;38;10;21;8;12;59;7
201601;Enero de 2016;1;Andalucía;14;Córdoba;14045;Moriles;252;18;52;58;33;67;24;43;20;47;115;27
201601;Enero de 2016;1;Andalucía;14;Córdoba;14046;Nueva Carteya;177;6;33;41;19;54;24;40;8;20;89;20
201601;Enero de 2016;1;Andalucía;14;Córdoba;14047;Obejo;216;15;41;46;16;53;45;22;14;23;141;16
201601;Enero de 2016;1;Andalucía;14;Córdoba;14048;Palenciana;89;7;11;16;16;28;11;12;6;4;58;9
201601;Enero de 2016;1;Andalucía;14;Córdoba;14049;Palma del Río;1643;105;283;341;149;493;272;329;127;180;836;171
201601;Enero de 2016;1;Andalucía;14;Córdoba;14050;Pedro Abad;381;22;86;67;24;103;79;73;38;36;201;33
201601;Enero de 2016;1;Andalucía;14;Córdoba;14051;Pedroche;194;14;27;24;24;46;59;17;6;22;136;13
201601;Enero de 2016;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;1891;122;460;310;126;478;395;65;132;387;1015;292
201601;Enero de 2016;1;Andalucía;14;Córdoba;14053;Posadas;767;47;155;162;46;207;150;147;59;89;411;61
201601;Enero de 2016;1;Andalucía;14;Córdoba;14054;Pozoblanco;1881;127;289;324;121;474;546;210;242;220;1020;189
201601;Enero de 2016;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1831;83;318;366;121;532;411;212;304;178;983;154
201601;Enero de 2016;1;Andalucía;14;Córdoba;14056;Puente Genil;3620;235;678;733;299;998;677;536;525;427;1705;427
201601;Enero de 2016;1;Andalucía;14;Córdoba;14057;Rambla, La;611;48;105;115;50;202;91;80;96;59;301;75
201601;Enero de 2016;1;Andalucía;14;Córdoba;14058;Rute;546;39;81;97;53;191;85;66;96;37;284;63
201601;Enero de 2016;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;57;4;10;17;7;14;5;12;0;12;28;5
201601;Enero de 2016;1;Andalucía;14;Córdoba;14060;Santaella;323;18;51;85;39;95;35;84;23;15;169;32
201601;Enero de 2016;1;Andalucía;14;Córdoba;14061;Santa Eufemia;101;9;11;26;1;20;34;10;4;29;55;3
201601;Enero de 2016;1;Andalucía;14;Córdoba;14062;Torrecampo;115;10;12;25;13;26;29;7;4;9;92;3
201601;Enero de 2016;1;Andalucía;14;Córdoba;14063;Valenzuela;23;4;2;5;5;5;2;7;2;0;10;4
201601;Enero de 2016;1;Andalucía;14;Córdoba;14064;Valsequillo;48;6;7;8;7;12;8;0;0;30;16;2
201601;Enero de 2016;1;Andalucía;14;Córdoba;14065;Victoria, La;205;8;41;38;18;70;30;17;12;19;141;16
201601;Enero de 2016;1;Andalucía;14;Córdoba;14066;Villa del Río;728;50;122;142;62;210;142;141;125;26;351;85
201601;Enero de 2016;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;616;53;126;102;46;203;86;114;61;36;371;34
201601;Enero de 2016;1;Andalucía;14;Córdoba;14068;Villaharta;95;10;22;20;8;21;14;5;7;10;70;3
201601;Enero de 2016;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;830;72;148;195;75;206;134;196;58;86;408;82
201601;Enero de 2016;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;160;10;21;36;11;37;45;14;4;35;101;6
201601;Enero de 2016;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;143;7;23;26;9;43;35;29;7;10;80;17
201601;Enero de 2016;1;Andalucía;14;Córdoba;14072;Villaralto;73;3;13;16;8;24;9;8;4;9;47;5
201601;Enero de 2016;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;397;22;68;93;31;89;94;60;23;66;201;47
201601;Enero de 2016;1;Andalucía;14;Córdoba;14074;Viso, El;246;19;41;64;18;58;46;31;11;27;165;12
201601;Enero de 2016;1;Andalucía;14;Córdoba;14075;Zuheros;37;2;4;9;6;13;3;6;9;3;15;4
201601;Enero de 2016;1;Andalucía;18;Granada;18001;Agrón;32;3;11;4;3;6;5;5;2;4;18;3
