;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
202001;Enero de 2020;1;Andalucía;4;Almería;04032;Carboneras;702;41;130;127;23;210;171;69;60;58;467;48
202001;Enero de 2020;1;Andalucía;4;Almería;04033;Castro de Filabres;6;1;1;1;0;1;2;1;0;0;5;0
202001;Enero de 2020;1;Andalucía;4;Almería;04034;Cóbdar;9;0;3;1;0;3;2;1;0;0;8;0
202001;Enero de 2020;1;Andalucía;4;Almería;04035;Cuevas del Almanzora;1033;41;182;187;59;302;262;168;25;89;680;71
202001;Enero de 2020;1;Andalucía;4;Almería;04036;Chercos;19;2;4;4;2;5;2;0;4;3;11;1
202001;Enero de 2020;1;Andalucía;4;Almería;04037;Chirivel;50;3;9;13;1;16;8;4;2;2;41;1
202001;Enero de 2020;1;Andalucía;4;Almería;04038;Dalías;219;6;29;65;4;59;56;34;7;29;136;13
202001;Enero de 2020;1;Andalucía;4;Almería;04041;Enix;20;0;5;5;0;3;7;2;1;1;14;2
202001;Enero de 2020;1;Andalucía;4;Almería;04043;Felix;34;1;4;12;0;8;9;4;0;4;25;1
202001;Enero de 2020;1;Andalucía;4;Almería;04044;Fines;191;9;26;46;4;54;52;18;30;14;116;13
202001;Enero de 2020;1;Andalucía;4;Almería;04045;Fiñana;156;8;29;49;5;40;25;32;16;12;84;12
202001;Enero de 2020;1;Andalucía;4;Almería;04046;Fondón;71;1;8;24;1;11;26;6;14;7;42;2
202001;Enero de 2020;1;Andalucía;4;Almería;04047;Gádor;328;24;64;73;22;75;70;40;29;33;184;42
202001;Enero de 2020;1;Andalucía;4;Almería;04048;Gallardos, Los;147;9;21;21;6;42;48;14;6;5;115;7
202001;Enero de 2020;1;Andalucía;4;Almería;04049;Garrucha;1008;49;166;195;52;256;290;32;15;65;854;42
202001;Enero de 2020;1;Andalucía;4;Almería;04050;Gérgal;81;4;17;21;4;21;14;18;1;7;49;6
202001;Enero de 2020;1;Andalucía;4;Almería;04051;Huécija;33;0;6;9;0;11;7;2;3;5;23;0
202001;Enero de 2020;1;Andalucía;4;Almería;04052;Huércal de Almería;1466;61;219;314;46;411;415;55;55;138;1108;110
202001;Enero de 2020;1;Andalucía;4;Almería;04053;Huércal-Overa;1209;41;195;215;57;412;289;151;70;82;798;108
202001;Enero de 2020;1;Andalucía;4;Almería;04054;Illar;21;0;6;8;1;2;4;2;2;3;14;0
202001;Enero de 2020;1;Andalucía;4;Almería;04055;Instinción;25;1;3;7;0;9;5;1;0;5;17;2
202001;Enero de 2020;1;Andalucía;4;Almería;04056;Laroya;12;0;2;6;0;2;2;1;0;0;11;0
202001;Enero de 2020;1;Andalucía;4;Almería;04057;Láujar de Andarax;129;7;11;41;2;22;46;10;12;21;84;2
202001;Enero de 2020;1;Andalucía;4;Almería;04058;Líjar;34;2;5;9;2;12;4;0;1;4;28;1
202001;Enero de 2020;1;Andalucía;4;Almería;04059;Lubrín;64;2;9;21;1;20;11;6;2;13;39;4
202001;Enero de 2020;1;Andalucía;4;Almería;04060;Lucainena de las Torres;40;0;4;12;2;10;12;6;0;3;29;2
202001;Enero de 2020;1;Andalucía;4;Almería;04061;Lúcar;71;3;9;13;0;23;23;4;7;5;51;4
202001;Enero de 2020;1;Andalucía;4;Almería;04062;Macael;463;21;61;94;14;104;169;20;100;24;271;48
202001;Enero de 2020;1;Andalucía;4;Almería;04063;María;56;0;12;15;2;16;11;5;7;4;40;0
202001;Enero de 2020;1;Andalucía;4;Almería;04064;Mojácar;438;14;66;91;14;103;150;6;7;15;391;19
202001;Enero de 2020;1;Andalucía;4;Almería;04065;Nacimiento;29;0;5;6;2;6;10;7;10;1;11;0
202001;Enero de 2020;1;Andalucía;4;Almería;04066;Níjar;1967;72;437;437;67;509;445;582;46;130;1078;131
202001;Enero de 2020;1;Andalucía;4;Almería;04067;Ohanes;50;0;7;24;4;8;7;8;0;4;38;0
202001;Enero de 2020;1;Andalucía;4;Almería;04068;Olula de Castro;8;0;4;2;0;1;1;0;1;0;6;1
202001;Enero de 2020;1;Andalucía;4;Almería;04069;Olula del Río;609;13;67;127;18;189;195;43;93;45;382;46
202001;Enero de 2020;1;Andalucía;4;Almería;04070;Oria;82;10;18;23;3;14;14;8;6;9;51;8
202001;Enero de 2020;1;Andalucía;4;Almería;04071;Padules;24;1;4;9;0;5;5;3;0;3;17;1
202001;Enero de 2020;1;Andalucía;4;Almería;04072;Partaloa;12;0;3;3;0;3;3;0;2;0;9;1
202001;Enero de 2020;1;Andalucía;4;Almería;04073;Paterna del Río;26;3;4;10;0;3;6;0;0;4;22;0
202001;Enero de 2020;1;Andalucía;4;Almería;04074;Pechina;429;22;67;106;25;100;109;48;17;38;280;46
202001;Enero de 2020;1;Andalucía;4;Almería;04075;Pulpí;341;9;61;64;17;99;91;97;15;23;186;20
202001;Enero de 2020;1;Andalucía;4;Almería;04076;Purchena;110;5;17;21;4;28;35;7;21;10;65;7
202001;Enero de 2020;1;Andalucía;4;Almería;04077;Rágol;10;0;1;3;0;3;3;2;0;1;7;0
202001;Enero de 2020;1;Andalucía;4;Almería;04078;Rioja;183;5;32;47;10;32;57;17;7;24;124;11
202001;Enero de 2020;1;Andalucía;4;Almería;04079;Roquetas de Mar;8399;291;1599;1703;261;2399;2146;1045;285;900;5636;533
202001;Enero de 2020;1;Andalucía;4;Almería;04080;Santa Cruz de Marchena;15;1;3;7;0;1;3;4;2;4;5;0
202001;Enero de 2020;1;Andalucía;4;Almería;04081;Santa Fe de Mondújar;40;0;7;13;3;10;7;4;1;3;31;1
202001;Enero de 2020;1;Andalucía;4;Almería;04082;Senés;20;0;3;8;2;2;5;2;0;1;17;0
202001;Enero de 2020;1;Andalucía;4;Almería;04083;Serón;102;4;14;27;3;23;31;4;12;10;67;9
202001;Enero de 2020;1;Andalucía;4;Almería;04084;Sierro;29;2;8;9;1;4;5;2;5;4;16;2
202001;Enero de 2020;1;Andalucía;4;Almería;04085;Somontín;24;0;2;10;0;5;7;2;1;3;18;0
202001;Enero de 2020;1;Andalucía;4;Almería;04086;Sorbas;187;16;28;51;7;47;38;21;18;17;111;20
202001;Enero de 2020;1;Andalucía;4;Almería;04087;Suflí;24;2;3;9;0;6;4;1;3;5;15;0
202001;Enero de 2020;1;Andalucía;4;Almería;04088;Tabernas;392;21;78;100;18;93;82;82;21;36;236;17
202001;Enero de 2020;1;Andalucía;4;Almería;04089;Taberno;42;4;7;11;0;11;9;1;4;5;29;3
202001;Enero de 2020;1;Andalucía;4;Almería;04090;Tahal;15;0;4;3;1;2;5;1;0;1;13;0
202001;Enero de 2020;1;Andalucía;4;Almería;04091;Terque;24;2;3;4;1;5;9;0;2;1;16;5
202001;Enero de 2020;1;Andalucía;4;Almería;04092;Tíjola;245;8;35;63;9;64;66;32;27;23;144;19
202001;Enero de 2020;1;Andalucía;4;Almería;04093;Turre;383;11;75;67;21;112;97;11;10;35;308;19
202001;Enero de 2020;1;Andalucía;4;Almería;04094;Turrillas;8;1;1;3;0;3;0;0;0;0;8;0
202001;Enero de 2020;1;Andalucía;4;Almería;04095;Uleila del Campo;56;1;7;22;1;12;13;4;4;7;39;2
202001;Enero de 2020;1;Andalucía;4;Almería;04096;Urrácal;20;0;5;1;1;8;5;0;3;3;13;1
202001;Enero de 2020;1;Andalucía;4;Almería;04097;Velefique;13;0;2;5;0;5;1;0;0;1;12;0
202001;Enero de 2020;1;Andalucía;4;Almería;04098;Vélez-Blanco;95;2;19;23;3;23;25;4;8;13;64;6
202001;Enero de 2020;1;Andalucía;4;Almería;04099;Vélez-Rubio;409;19;66;104;18;109;93;47;42;49;246;25
202001;Enero de 2020;1;Andalucía;4;Almería;04100;Vera;1407;59;235;276;50;398;389;126;47;102;1061;71
202001;Enero de 2020;1;Andalucía;4;Almería;04101;Viator;503;23;92;89;17;160;122;35;14;42;374;38
202001;Enero de 2020;1;Andalucía;4;Almería;04102;Vícar;1905;99;409;405;100;515;377;384;67;198;1075;181
202001;Enero de 2020;1;Andalucía;4;Almería;04103;Zurgena;148;11;14;41;8;48;26;18;1;23;96;10
202001;Enero de 2020;1;Andalucía;4;Almería;04901;Tres Villas, Las;34;1;5;18;0;6;4;3;1;5;24;1
202001;Enero de 2020;1;Andalucía;4;Almería;04902;Ejido, El;5103;178;987;1026;186;1459;1267;1176;167;361;2949;450
202001;Enero de 2020;1;Andalucía;4;Almería;04903;Mojonera, La;501;25;107;113;18;117;121;165;21;44;219;52
202001;Enero de 2020;1;Andalucía;4;Almería;04904;Balanegra;173;7;35;43;4;46;38;46;4;11;99;13
202001;Enero de 2020;1;Andalucía;11;Cádiz;11001;Alcalá de los Gazules;763;34;137;129;48;222;193;87;35;66;541;34
202001;Enero de 2020;1;Andalucía;11;Cádiz;11002;Alcalá del Valle;338;19;86;96;20;69;48;95;7;53;170;13
202001;Enero de 2020;1;Andalucía;11;Cádiz;11003;Algar;158;11;23;22;8;45;49;12;9;15;114;8
202001;Enero de 2020;1;Andalucía;11;Cádiz;11004;Algeciras;14011;562;2330;2662;598;3873;3986;288;657;1197;9865;2004
202001;Enero de 2020;1;Andalucía;11;Cádiz;11005;Algodonales;492;43;75;111;27;144;92;114;11;25;322;20
202001;Enero de 2020;1;Andalucía;11;Cádiz;11006;Arcos de la Frontera;4884;200;734;889;215;1409;1437;377;150;688;3365;304
202001;Enero de 2020;1;Andalucía;11;Cádiz;11007;Barbate;4088;181;762;722;194;1139;1090;179;291;309;2992;317
202001;Enero de 2020;1;Andalucía;11;Cádiz;11008;Barrios, Los;2571;126;422;399;121;730;773;55;212;233;1776;295
202001;Enero de 2020;1;Andalucía;11;Cádiz;11009;Benaocaz;65;4;6;10;1;21;23;1;6;2;53;3
202001;Enero de 2020;1;Andalucía;11;Cádiz;11010;Bornos;783;50;157;184;59;205;128;116;23;104;490;50
202001;Enero de 2020;1;Andalucía;11;Cádiz;11011;Bosque, El;217;14;33;58;11;53;48;3;27;11;166;10
202001;Enero de 2020;1;Andalucía;11;Cádiz;11012;Cádiz;12729;348;2380;2723;331;3276;3671;92;790;835;9625;1387
202001;Enero de 2020;1;Andalucía;11;Cádiz;11013;Castellar de la Frontera;337;10;54;57;10;100;106;19;19;23;259;17
202001;Enero de 2020;1;Andalucía;11;Cádiz;11014;Conil de la Frontera;2672;123;529;530;98;804;588;89;64;212;2106;201
202001;Enero de 2020;1;Andalucía;11;Cádiz;11015;Chiclana de la Frontera;10738;417;1741;2006;410;3078;3086;134;591;1457;7096;1460
202001;Enero de 2020;1;Andalucía;11;Cádiz;11016;Chipiona;2922;107;554;535;143;834;749;223;89;238;2179;193
202001;Enero de 2020;1;Andalucía;11;Cádiz;11017;Espera;344;24;76;85;26;88;45;52;29;66;177;20
202001;Enero de 2020;1;Andalucía;11;Cádiz;11018;Gastor, El;149;6;27;48;4;38;26;24;2;26;93;4
202001;Enero de 2020;1;Andalucía;11;Cádiz;11019;Grazalema;253;10;36;55;10;51;91;11;13;20;201;8
202001;Enero de 2020;1;Andalucía;11;Cádiz;11020;Jerez de la Frontera;28079;1056;4381;5533;965;7021;9123;1046;1486;2740;19237;3570
202001;Enero de 2020;1;Andalucía;11;Cádiz;11021;Jimena de la Frontera;1016;30;152;214;43;298;279;104;47;96;685;84
202001;Enero de 2020;1;Andalucía;11;Cádiz;11022;Línea de la Concepción, La;8445;380;1491;1834;368;2058;2314;98;671;993;5154;1529
202001;Enero de 2020;1;Andalucía;11;Cádiz;11023;Medina-Sidonia;1631;51;233;313;55;507;472;140;78;179;1125;109
202001;Enero de 2020;1;Andalucía;11;Cádiz;11024;Olvera;608;43;92;165;36;164;108;105;27;84;349;43
202001;Enero de 2020;1;Andalucía;11;Cádiz;11025;Paterna de Rivera;785;43;136;133;24;235;214;64;47;360;268;46
202001;Enero de 2020;1;Andalucía;11;Cádiz;11026;Prado del Rey;812;35;121;177;30;202;247;41;140;47;525;59
202001;Enero de 2020;1;Andalucía;11;Cádiz;11027;Puerto de Santa María, El;10139;321;1733;1947;345;2639;3154;147;445;877;7345;1325
202001;Enero de 2020;1;Andalucía;11;Cádiz;11028;Puerto Real;4988;193;800;973;165;1452;1405;76;459;436;3348;669
202001;Enero de 2020;1;Andalucía;11;Cádiz;11029;Puerto Serrano;484;55;101;108;44;128;48;150;23;57;217;37
202001;Enero de 2020;1;Andalucía;11;Cádiz;11030;Rota;3043;110;521;550;102;908;852;46;427;185;2133;252
202001;Enero de 2020;1;Andalucía;11;Cádiz;11031;San Fernando;10996;367;1786;2034;370;2999;3440;96;689;905;7618;1688
202001;Enero de 2020;1;Andalucía;11;Cádiz;11032;Sanlúcar de Barrameda;8869;361;1518;1726;339;2426;2499;947;461;932;5438;1091
202001;Enero de 2020;1;Andalucía;11;Cádiz;11033;San Roque;3401;167;610;603;143;946;932;57;222;566;2172;384
202001;Enero de 2020;1;Andalucía;11;Cádiz;11034;Setenil de las Bodegas;186;8;39;42;14;51;32;43;4;28;98;13
202001;Enero de 2020;1;Andalucía;11;Cádiz;11035;Tarifa;2158;110;378;351;96;613;610;37;82;110;1782;147
202001;Enero de 2020;1;Andalucía;11;Cádiz;11036;Torre Alháquime;68;6;14;17;3;20;8;24;0;2;41;1
202001;Enero de 2020;1;Andalucía;11;Cádiz;11037;Trebujena;715;42;168;152;37;211;105;121;15;64;458;57
202001;Enero de 2020;1;Andalucía;11;Cádiz;11038;Ubrique;1876;51;218;427;49;405;726;29;794;78;882;93
202001;Enero de 2020;1;Andalucía;11;Cádiz;11039;Vejer de la Frontera;2032;96;313;383;87;574;579;70;44;202;1576;140
202001;Enero de 2020;1;Andalucía;11;Cádiz;11040;Villaluenga del Rosario;38;1;5;11;3;9;9;1;8;1;28;0
202001;Enero de 2020;1;Andalucía;11;Cádiz;11041;Villamartín;1612;127;278;362;101;431;313;239;66;195;992;120
202001;Enero de 2020;1;Andalucía;11;Cádiz;11042;Zahara;122;6;19;39;5;27;26;17;8;42;53;2
202001;Enero de 2020;1;Andalucía;11;Cádiz;11901;Benalup-Casas Viejas;964;51;128;143;49;255;338;152;23;99;627;63
202001;Enero de 2020;1;Andalucía;11;Cádiz;11902;San José del Valle;540;30;80;120;33;157;120;63;18;65;362;32
202001;Enero de 2020;1;Andalucía;14;Córdoba;14001;Adamuz;234;9;44;66;12;75;28;86;4;27;106;11
202001;Enero de 2020;1;Andalucía;14;Córdoba;14002;Aguilar de la Frontera;778;47;141;181;66;234;109;146;54;76;440;62
202001;Enero de 2020;1;Andalucía;14;Córdoba;14003;Alcaracejos;159;5;23;40;6;37;48;10;6;27;112;4
202001;Enero de 2020;1;Andalucía;14;Córdoba;14004;Almedinilla;106;6;9;25;8;39;19;11;12;6;71;6
202001;Enero de 2020;1;Andalucía;14;Córdoba;14005;Almodóvar del Río;941;41;149;217;47;272;215;186;32;86;583;54
202001;Enero de 2020;1;Andalucía;14;Córdoba;14006;Añora;151;6;11;22;12;44;56;9;6;34;93;9
202001;Enero de 2020;1;Andalucía;14;Córdoba;14007;Baena;1322;66;218;253;82;402;301;302;107;93;733;87
202001;Enero de 2020;1;Andalucía;14;Córdoba;14008;Belalcázar;352;20;39;67;21;94;111;24;22;32;250;24
202001;Enero de 2020;1;Andalucía;14;Córdoba;14009;Belmez;404;16;73;75;21;108;111;28;21;95;229;31
202001;Enero de 2020;1;Andalucía;14;Córdoba;14010;Benamejí;222;12;30;44;25;80;31;30;22;19;129;22
202001;Enero de 2020;1;Andalucía;14;Córdoba;14011;Blázquez, Los;97;6;10;22;4;24;31;10;2;12;68;5
202001;Enero de 2020;1;Andalucía;14;Córdoba;14012;Bujalance;515;37;83;133;39;135;88;231;23;44;178;39
202001;Enero de 2020;1;Andalucía;14;Córdoba;14013;Cabra;1513;54;250;289;78;436;406;198;165;76;940;134
202001;Enero de 2020;1;Andalucía;14;Córdoba;14014;Cañete de las Torres;148;9;38;28;7;37;29;70;4;9;50;15
202001;Enero de 2020;1;Andalucía;14;Córdoba;14015;Carcabuey;120;3;10;21;4;53;29;17;8;2;82;11
202001;Enero de 2020;1;Andalucía;14;Córdoba;14016;Cardeña;111;9;15;27;4;23;33;22;4;6;74;5
202001;Enero de 2020;1;Andalucía;14;Córdoba;14017;Carlota, La;1134;41;236;208;59;343;247;210;76;81;705;62
202001;Enero de 2020;1;Andalucía;14;Córdoba;14018;Carpio, El;452;19;80;100;14;127;112;71;41;44;273;23
202001;Enero de 2020;1;Andalucía;14;Córdoba;14019;Castro del Río;381;13;57;88;28;125;70;89;30;41;191;30
202001;Enero de 2020;1;Andalucía;14;Córdoba;14020;Conquista;24;0;3;2;2;9;8;1;0;0;21;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14021;Córdoba;34305;1293;5501;7222;1218;8458;10613;1752;2668;2448;23720;3717
202001;Enero de 2020;1;Andalucía;14;Córdoba;14022;Doña Mencía;217;11;32;48;21;67;38;54;20;15;109;19
202001;Enero de 2020;1;Andalucía;14;Córdoba;14023;Dos Torres;222;4;23;39;11;65;80;13;14;56;133;6
202001;Enero de 2020;1;Andalucía;14;Córdoba;14024;Encinas Reales;155;8;23;32;11;50;31;22;16;19;85;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14025;Espejo;99;5;9;25;11;36;13;17;4;9;56;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14026;Espiel;242;12;32;42;9;52;95;31;27;47;124;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14027;Fernán-Núñez;739;29;142;175;37;244;112;94;40;89;452;64
202001;Enero de 2020;1;Andalucía;14;Córdoba;14028;Fuente la Lancha;64;4;10;12;2;14;22;5;1;29;29;0
202001;Enero de 2020;1;Andalucía;14;Córdoba;14029;Fuente Obejuna;679;37;82;140;22;164;234;58;38;64;472;47
202001;Enero de 2020;1;Andalucía;14;Córdoba;14030;Fuente Palmera;703;41;129;157;49;206;121;222;64;76;305;36
202001;Enero de 2020;1;Andalucía;14;Córdoba;14031;Fuente-Tójar;33;2;5;5;2;10;9;4;6;1;20;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14032;Granjuela, La;55;4;6;11;5;10;19;3;0;25;26;1
202001;Enero de 2020;1;Andalucía;14;Córdoba;14033;Guadalcázar;118;3;18;24;8;43;22;17;4;10;85;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14034;Guijo, El;33;6;6;6;2;8;5;1;0;0;32;0
202001;Enero de 2020;1;Andalucía;14;Córdoba;14035;Hinojosa del Duque;818;26;94;126;31;215;326;42;48;119;543;66
202001;Enero de 2020;1;Andalucía;14;Córdoba;14036;Hornachuelos;281;18;50;58;18;78;59;65;14;105;92;5
202001;Enero de 2020;1;Andalucía;14;Córdoba;14037;Iznájar;131;6;20;32;6;42;25;17;15;9;86;4
202001;Enero de 2020;1;Andalucía;14;Córdoba;14038;Lucena;4080;183;543;719;217;1313;1105;384;864;181;2311;340
202001;Enero de 2020;1;Andalucía;14;Córdoba;14039;Luque;166;8;19;46;12;50;31;44;11;10;95;6
202001;Enero de 2020;1;Andalucía;14;Córdoba;14040;Montalbán de Córdoba;137;9;34;18;10;47;19;25;16;4;79;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14041;Montemayor;215;11;31;54;12;75;32;31;14;26;123;21
202001;Enero de 2020;1;Andalucía;14;Córdoba;14042;Montilla;1828;62;258;327;70;506;605;215;260;123;1085;145
202001;Enero de 2020;1;Andalucía;14;Córdoba;14043;Montoro;753;33;124;176;47;192;181;228;65;63;354;43
202001;Enero de 2020;1;Andalucía;14;Córdoba;14044;Monturque;108;3;12;25;10;34;24;21;10;12;56;9
202001;Enero de 2020;1;Andalucía;14;Córdoba;14045;Moriles;197;13;27;50;17;65;25;28;11;36;110;12
202001;Enero de 2020;1;Andalucía;14;Córdoba;14046;Nueva Carteya;187;12;28;40;15;60;32;61;5;22;85;14
202001;Enero de 2020;1;Andalucía;14;Córdoba;14047;Obejo;227;12;37;55;13;56;54;25;9;28;152;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14048;Palenciana;85;2;16;19;13;23;12;20;8;3;47;7
202001;Enero de 2020;1;Andalucía;14;Córdoba;14049;Palma del Río;1489;70;234;308;108;421;348;331;114;125;817;102
202001;Enero de 2020;1;Andalucía;14;Córdoba;14050;Pedro Abad;235;15;35;49;11;62;63;55;11;25;133;11
202001;Enero de 2020;1;Andalucía;14;Córdoba;14051;Pedroche;129;7;10;28;14;34;36;9;2;16;90;12
202001;Enero de 2020;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;1472;63;262;255;78;414;400;67;67;211;959;168
202001;Enero de 2020;1;Andalucía;14;Córdoba;14053;Posadas;613;33;99;122;36;165;158;114;36;48;381;34
202001;Enero de 2020;1;Andalucía;14;Córdoba;14054;Pozoblanco;1511;61;197;252;78;418;505;146;153;159;910;143
202001;Enero de 2020;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;1557;49;234;292;96;423;463;169;208;89;963;128
202001;Enero de 2020;1;Andalucía;14;Córdoba;14056;Puente Genil;3025;168;502;549;179;920;707;526;387;278;1511;323
202001;Enero de 2020;1;Andalucía;14;Córdoba;14057;Rambla, La;438;25;60;85;22;148;98;69;76;27;229;37
202001;Enero de 2020;1;Andalucía;14;Córdoba;14058;Rute;478;32;58;101;31;152;104;79;75;35;248;41
202001;Enero de 2020;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;50;1;10;15;1;17;6;7;0;9;31;3
202001;Enero de 2020;1;Andalucía;14;Córdoba;14060;Santaella;271;13;48;55;20;102;33;72;38;12;136;13
202001;Enero de 2020;1;Andalucía;14;Córdoba;14061;Santa Eufemia;67;3;9;17;1;16;21;7;3;18;37;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14062;Torrecampo;82;3;10;19;6;25;19;3;0;8;68;3
202001;Enero de 2020;1;Andalucía;14;Córdoba;14063;Valenzuela;32;0;9;5;4;9;5;9;2;2;18;1
202001;Enero de 2020;1;Andalucía;14;Córdoba;14064;Valsequillo;38;2;6;4;6;10;10;0;1;22;14;1
202001;Enero de 2020;1;Andalucía;14;Córdoba;14065;Victoria, La;165;14;28;39;9;45;30;27;7;19;95;17
202001;Enero de 2020;1;Andalucía;14;Córdoba;14066;Villa del Río;580;21;93;110;26;168;162;100;119;26;297;38
202001;Enero de 2020;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;445;18;64;95;25;147;96;74;45;34;274;18
202001;Enero de 2020;1;Andalucía;14;Córdoba;14068;Villaharta;67;2;9;21;2;19;14;4;4;5;53;1
202001;Enero de 2020;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;596;31;83;145;38;162;137;133;39;38;340;46
202001;Enero de 2020;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;115;5;11;30;3;25;41;7;1;33;72;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;131;3;11;23;6;35;53;20;5;19;79;8
202001;Enero de 2020;1;Andalucía;14;Córdoba;14072;Villaralto;60;3;8;13;4;21;11;9;2;6;41;2
202001;Enero de 2020;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;287;14;40;65;11;77;80;68;6;34;156;23
202001;Enero de 2020;1;Andalucía;14;Córdoba;14074;Viso, El;190;12;33;38;8;52;47;24;6;16;129;15
202001;Enero de 2020;1;Andalucía;14;Córdoba;14075;Zuheros;35;4;3;12;3;6;7;7;4;3;18;3
202001;Enero de 2020;1;Andalucía;18;Granada;18001;Agrón;26;2;6;2;4;9;3;3;2;1;18;2
202001;Enero de 2020;1;Andalucía;18;Granada;18002;Alamedilla;19;0;2;6;4;2;5;3;0;7;9;0
