Topic,Words,Frequency,Timestamp,Name
19,"melilla, valla, marruecos, salto, guardia civil",49,2023,19_melilla_valla_salto_inmigrantes
20,"unido, sunak, reino unido, reino, braverman",235,2023,20_reino unido_unido_reino_sunak
21,"solicitudes, asilo, protección, cear, peticiones",142,2023,21_solicitudes_asilo_peticiones_protecci...
22,"francia, calais, parís, campamento, canal mancha",42,2023,22_calais_francia_parís_campamento
23,"marruecos, españa, rabat, sánchez, millones",187,2023,23_marruecos_españa_rabat_marroquí
24,"música, concierto, exposición, refugiados, músicos",27,2023,24_refugiados_música_concierto_exposició...
25,"inm, méxico, unidos, migrantes, juárez",137,2023,25_méxico_unidos_inm_migrantes
26,"sanitaria, atención, salud, sanidad, asistencia",37,2023,26_sanitaria_sanidad_atención_tarjeta
27,"incendios, bomberos, incendio, llamas, fuego",50,2023,27_incendio_bomberos_llamas_fuego
28,"israel, gaza, hamás, franja, israelí",295,2023,28_israel_gaza_hamás_franja
29,"barcelona, siria, 13, campamentos, niños encontraban",4,2023,29_refugiados_españa_grecia_madrid
30,"austria, viena, asilo, deportaciones, hungría",1,2023,30_austria_refugiados_hungría_tren
31,"accem, refugiados, solidaria, personas, marcha",24,2023,31_refugiados_manifestación_marcha_plaza
32,"bolsonaro, rajoy, lula, florida, sánchez",7,2023,32_rajoy_gobierno_acuerdo_congreso
33,"cie, feria, inmigrantes, policía, operación",27,2023,33_cie_internos_motín_inmigrantes
34,"camión, bulgaria, búlgaro, abandonado, asfixia",30,2023,34_camión_policía_bulgaria_vehículo
35,"ucranianos, ucrania, refugiados ucranianos, guerra, protección temporal",258,2023,35_ucranianos_ucrania_refugiados ucrania...
36,"mediterráneo, oim, ruta, desaparecidos, víctimas",68,2023,36_mediterráneo_oim_muerto_ruta
37,"climático, cambio climático, climáticos, cambio, climática",83,2023,37_climático_cambio climático_climáticos...
38,"valladolid, centro, cambados, ayuntamiento, vecinos",94,2023,38_asilo_ancianos_centro_ayuntamiento
40,"libia, mediterráneo, oim, naufragio, costa libia",24,2023,40_libia_mediterráneo_naufragio_costa li...
41,"barco, ong, italia, puerto, watch",18,2023,41_barco_watch_salvini_ong
42,"suecia, partido, dinamarca, sueco, kristersson",37,2023,42_dinamarca_suecia_danés_partido
43,"moldavia, hungría, frontera, moldava, serbia",2,2023,43_hungría_serbia_frontera_húngaro
44,"niños, menores, asilo, solicitantes asilo, the",25,2023,44_niños_niños refugiados_refugiados_men...
45,"mauritania, senegal, río tajo, tajo, 168",195,2023,45_mauritania_senegal_río tajo_tajo
46,"mediterráneo, estallido, 000, diallo, europa",17,2023,46_000_mediterráneo_europa_acnur
47,"lampedusa, isla, meloni, migrantes, italiana",181,2023,47_lampedusa_isla_migrantes_meloni
48,"siria, sirios, líbano, libanesas, refugiados",17,2023,48_siria_sirios_refugiados_líbano
50,"naufragio, supervivientes, italia, barco, calabria",64,2023,50_naufragio_supervivientes_italia_sicil...
51,"españa, reasentamiento, 200 refugiados, 200, refugiados",3,2023,51_españa_refugiados_grecia_italia
52,"orbán, hungría, viktor, húngaro, ue",15,2023,52_hungría_orbán_referéndum_húngaros
53,"alimentos, comida, lesbos, raciones, refugiados",35,2023,53_alimentos_material_recogida_refugiado...
54,"málaga, 383, malagueñas, rescatados, 2023",9,2023,54_málaga_puerto málaga_patera_puerto
55,"olímpico, equipo, reportera, coi, jefa misión",3,2023,55_osama_reportera_getafe_mohsen
56,"iglesia, arzobispo, obispos, cañizares, jesús",13,2023,56_cañizares_iglesia_arzobispo_cardenal
57,"quemado colado, aire irrita, plástico quemado, paredes niños, ojos contó",21,2023,57_quemado colado_aire irrita_niños tose...
58,"venezolanos, venezuela, colombia, perú, chile",40,2023,58_venezolanos_venezuela_colombia_país
59,"avión, sedición, palma, delito, audiencia",139,2023,59_avión_sedición_palma_delito
60,"bibby, bibby stockholm, stockholm, barcaza, portland",145,2023,60_bibby_bibby stockholm_stockholm_barca...
61,"ruanda, sunak, tribunal, supremo, unido",160,2023,61_ruanda_sunak_tribunal_supremo
62,"ocean viking, viking, ocean, sos, rescatar",3,2023,62_viking_ocean viking_ocean_356
63,"marroquí, once migrantes, cerca canarias, migrantes muerto, canarias",34,2023,63_patera_naufragio_canarias_embarcación
64,"texas, abbott, gobernador, boyas, río",72,2023,64_texas_abbott_ice_gobernador
65,"película, historia, novela, libro, cine",26,2023,65_novela_historia_película_libro
66,"malta, situación crítica, alarm phone, alarm, phone",3,2023,66_malta_barco_alan kurdi_alan
67,"roja, cruz roja, cruz, personas, ciento",66,2023,67_roja_cruz roja_cruz_personas
68,"crisis, refugiados, fra, ucrania, podría empeorar",6,2023,68_refugiados_crisis_europa_crisis refug...
69,"aguilar, lópez aguilar, solidaridad, solidaridad carta, asilo cierre",3,2023,69_acuerdo_turquía_ue_bandera
70,"camión, camión frigorífico, frigorífico, minerva, operación minerva",54,2023,70_camión_frigorífico_camión frigorífico...
71,"bangladesh, rohingya, malasia, birmania, cox bazar",29,2023,71_malasia_tailandia_birmania_indonesia
72,"unidos, migración, cubanos, américa, guatemala",93,2023,72_cubanos_unidos_migración_costa rica
74,"legionela, barcaza, solicitantes asilo, solicitantes, stockholm",101,2023,74_legionela_barcaza_solicitantes asilo_...
75,"erdogan, turquía, turco, sirios, presidente turco",4,2023,75_erdogan_turquía_turco_ankara
76,"china, australia, cristianos, li, chinos",9,2023,76_australia_nauru_australiano_saudí
78,"macron, derecha, ley, texto, darmanin",70,2023,78_macron_derecha_francia_ley
79,"ruta, españa, muertes, rutas, víctimas",46,2023,79_2018_muertes_ruta_oim
80,"acepta, inferior, ofreciéndole, cookies, información veraz",60,2023,80_acepta_inferior_ofreciéndole_cookies
81,"girona, furgoneta, mossos, conductor, farners",19,2023,81_camión_conductor_furgoneta_mossos
82,"marlaska, grande marlaska, grande, ministro, discursos",99,2023,82_marlaska_grande marlaska_grande_minis...
83,"salvamento, 24 personas, patera, salvamento marítimo, marítimo",13,2023,83_patera_alhucemas_desaparecidos_salvam...
85,"jartum, sudán, ejército, combates, civiles",19,2023,85_trípoli_libia_jartum_sudán
86,"terremoto, sirios afectados, afectados terremoto, afectados, refugiados sirios",85,2023,86_terremoto_sirios afectados_afectados ...
87,"méxico, morales, ecuador, exvicepresidente, diplomático",7,2023,87_morales_evo_evo morales_bolivia
88,"guardia costera, costera, guardacostas, migrantes, griega",45,2023,88_guardacostas_guardia costera_costera_...
89,"día, migrante, día internacional, jornada, personas migrantes",38,2023,89_día_jornada_migrante_día internaciona...
90,"pp, adopción, castilla león, castilla, león",1,2023,90_adopción_pp_casado_situación irregula...
