year_dataset,Topic,Name,documentos,total_documentos_anio,porcentaje_corpus,etiqueta
2023,15,15_guardia costera_costera_inmigrantes_guardia,61,20573,0.3,15_guardia costera_costera_inmigrantes_guardia
2023,16,16_papa_francisco_papa francisco_pontífice,85,20573,0.41,Política migratoria de la UE
2023,17,17_grecia_refugiados_turquía_idomeni,23,20573,0.11,17_grecia_refugiados_turquía_idomeni
2023,18,18_ue_europea_países_migración,242,20573,1.18,18_ue_europea_países_migración
2023,19,19_melilla_valla_salto_inmigrantes,49,20573,0.24,19_melilla_valla_salto_inmigrantes
2023,20,20_reino unido_unido_reino_sunak,235,20573,1.14,20_reino unido_unido_reino_sunak
2023,21,21_solicitudes_asilo_peticiones_protección,142,20573,0.69,21_solicitudes_asilo_peticiones_protección
2023,22,22_calais_francia_parís_campamento,42,20573,0.2,22_calais_francia_parís_campamento
2023,23,23_marruecos_españa_rabat_marroquí,187,20573,0.91,23_marruecos_españa_rabat_marroquí
2023,24,24_refugiados_música_concierto_exposición,27,20573,0.13,24_refugiados_música_concierto_exposición
2023,25,25_méxico_unidos_inm_migrantes,137,20573,0.67,25_méxico_unidos_inm_migrantes
2023,26,26_sanitaria_sanidad_atención_tarjeta,37,20573,0.18,26_sanitaria_sanidad_atención_tarjeta
2023,27,27_incendio_bomberos_llamas_fuego,50,20573,0.24,27_incendio_bomberos_llamas_fuego
2023,28,28_israel_gaza_hamás_franja,295,20573,1.43,28_israel_gaza_hamás_franja
2023,29,29_refugiados_españa_grecia_madrid,4,20573,0.02,29_refugiados_españa_grecia_madrid
2023,30,30_austria_refugiados_hungría_tren,1,20573,0.0,30_austria_refugiados_hungría_tren
2023,31,31_refugiados_manifestación_marcha_plaza,24,20573,0.12,31_refugiados_manifestación_marcha_plaza
2023,32,32_rajoy_gobierno_acuerdo_congreso,7,20573,0.03,32_rajoy_gobierno_acuerdo_congreso
2023,33,33_cie_internos_motín_inmigrantes,27,20573,0.13,33_cie_internos_motín_inmigrantes
2023,34,34_camión_policía_bulgaria_vehículo,30,20573,0.15,34_camión_policía_bulgaria_vehículo
2023,35,35_ucranianos_ucrania_refugiados ucranianos_guerra,258,20573,1.25,35_ucranianos_ucrania_refugiados ucranianos_guerra
2023,36,36_mediterráneo_oim_muerto_ruta,68,20573,0.33,36_mediterráneo_oim_muerto_ruta
2023,37,37_climático_cambio climático_climáticos_cambio,83,20573,0.4,37_climático_cambio climático_climáticos_cambio
2023,38,38_asilo_ancianos_centro_ayuntamiento,94,20573,0.46,38_asilo_ancianos_centro_ayuntamiento
2023,40,40_libia_mediterráneo_naufragio_costa libia,24,20573,0.12,40_libia_mediterráneo_naufragio_costa libia
2023,41,41_barco_watch_salvini_ong,18,20573,0.09,41_barco_watch_salvini_ong
2023,42,42_dinamarca_suecia_danés_partido,37,20573,0.18,42_dinamarca_suecia_danés_partido
2023,43,43_hungría_serbia_frontera_húngaro,2,20573,0.01,43_hungría_serbia_frontera_húngaro
2023,44,44_niños_niños refugiados_refugiados_menores,25,20573,0.12,44_niños_niños refugiados_refugiados_menores
2023,45,45_mauritania_senegal_río tajo_tajo,195,20573,0.95,45_mauritania_senegal_río tajo_tajo
2023,46,46_000_mediterráneo_europa_acnur,17,20573,0.08,46_000_mediterráneo_europa_acnur
2023,47,47_lampedusa_isla_migrantes_meloni,181,20573,0.88,47_lampedusa_isla_migrantes_meloni
2023,48,48_siria_sirios_refugiados_líbano,17,20573,0.08,48_siria_sirios_refugiados_líbano
2023,50,50_naufragio_supervivientes_italia_sicilia,64,20573,0.31,50_naufragio_supervivientes_italia_sicilia
2023,51,51_españa_refugiados_grecia_italia,3,20573,0.01,51_españa_refugiados_grecia_italia
2023,52,52_hungría_orbán_referéndum_húngaros,15,20573,0.07,52_hungría_orbán_referéndum_húngaros
2023,53,53_alimentos_material_recogida_refugiados,35,20573,0.17,53_alimentos_material_recogida_refugiados
2023,54,54_málaga_puerto málaga_patera_puerto,9,20573,0.04,54_málaga_puerto málaga_patera_puerto
2023,55,55_osama_reportera_getafe_mohsen,3,20573,0.01,55_osama_reportera_getafe_mohsen
2023,56,56_cañizares_iglesia_arzobispo_cardenal,13,20573,0.06,56_cañizares_iglesia_arzobispo_cardenal
2023,57,57_quemado colado_aire irrita_niños tosen_paredes niños,21,20573,0.1,57_quemado colado_aire irrita_niños tosen_paredes niños
2023,58,58_venezolanos_venezuela_colombia_país,40,20573,0.19,58_venezolanos_venezuela_colombia_país
2023,59,59_avión_sedición_palma_delito,139,20573,0.68,59_avión_sedición_palma_delito
2023,60,60_bibby_bibby stockholm_stockholm_barcaza,145,20573,0.7,60_bibby_bibby stockholm_stockholm_barcaza
2023,61,61_ruanda_sunak_tribunal_supremo,160,20573,0.78,61_ruanda_sunak_tribunal_supremo
2023,62,62_viking_ocean viking_ocean_356,3,20573,0.01,62_viking_ocean viking_ocean_356
2023,63,63_patera_naufragio_canarias_embarcación,34,20573,0.17,63_patera_naufragio_canarias_embarcación
2023,64,64_texas_abbott_ice_gobernador,72,20573,0.35,64_texas_abbott_ice_gobernador
2023,65,65_novela_historia_película_libro,26,20573,0.13,65_novela_historia_película_libro
2023,66,66_malta_barco_alan kurdi_alan,3,20573,0.01,66_malta_barco_alan kurdi_alan
2023,67,67_roja_cruz roja_cruz_personas,66,20573,0.32,67_roja_cruz roja_cruz_personas
2023,68,68_refugiados_crisis_europa_crisis refugiados,6,20573,0.03,68_refugiados_crisis_europa_crisis refugiados
2023,69,69_acuerdo_turquía_ue_bandera,3,20573,0.01,69_acuerdo_turquía_ue_bandera
2023,70,70_camión_frigorífico_camión frigorífico_minerva,54,20573,0.26,70_camión_frigorífico_camión frigorífico_minerva
2023,71,71_malasia_tailandia_birmania_indonesia,29,20573,0.14,71_malasia_tailandia_birmania_indonesia
2023,72,72_cubanos_unidos_migración_costa rica,93,20573,0.45,72_cubanos_unidos_migración_costa rica
2023,74,74_legionela_barcaza_solicitantes asilo_solicitantes,101,20573,0.49,74_legionela_barcaza_solicitantes asilo_solicitantes
2023,75,75_erdogan_turquía_turco_ankara,4,20573,0.02,75_erdogan_turquía_turco_ankara
2023,76,76_australia_nauru_australiano_saudí,9,20573,0.04,76_australia_nauru_australiano_saudí
2023,78,78_macron_derecha_francia_ley,70,20573,0.34,78_macron_derecha_francia_ley
2023,79,79_2018_muertes_ruta_oim,46,20573,0.22,79_2018_muertes_ruta_oim
2023,80,80_acepta_inferior_ofreciéndole_cookies,60,20573,0.29,80_acepta_inferior_ofreciéndole_cookies
2023,81,81_camión_conductor_furgoneta_mossos,19,20573,0.09,81_camión_conductor_furgoneta_mossos
2023,82,82_marlaska_grande marlaska_grande_ministro,99,20573,0.48,82_marlaska_grande marlaska_grande_ministro
2023,83,83_patera_alhucemas_desaparecidos_salvamento,13,20573,0.06,83_patera_alhucemas_desaparecidos_salvamento
2023,85,85_trípoli_libia_jartum_sudán,19,20573,0.09,85_trípoli_libia_jartum_sudán
2023,86,86_terremoto_sirios afectados_afectados terremoto_afectados,85,20573,0.41,86_terremoto_sirios afectados_afectados terremoto_afectados
2023,87,87_morales_evo_evo morales_bolivia,7,20573,0.03,87_morales_evo_evo morales_bolivia
2023,88,88_guardacostas_guardia costera_costera_griega,45,20573,0.22,88_guardacostas_guardia costera_costera_griega
2023,89,89_día_jornada_migrante_día internacional,38,20573,0.18,89_día_jornada_migrante_día internacional
2023,90,90_adopción_pp_casado_situación irregular,1,20573,0.0,90_adopción_pp_casado_situación irregular
