tema,anio_objetivo,id_hilo,titulo_hilo,url_hilo,pagina,id_mensaje,numero_mensaje,usuario_hash,fecha_comentario,anio_comentario,es_mensaje_inicial,texto_original,texto_sin_citas,contiene_cita,texto_propio_vacio
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186068,80,d9ff7009ece9a22a,2019-07-03 07:17:00,2019,False,"Cita de
Kpongo
La policía de fronteras italiana ha grabado como los inmigrantes vienen en barco y cuando este ve que el barco de Open Arms esta cerca los coloca en una patera para las fotos de los medios
No, shur, los llevan en barco unos kilómetros y luego los dejan en una patera a la deriva en alta mar. Es así como funciona.
Los rescates son reales y si no los rescatan, mueren. Nadie vuelve a por ellos.","No, shur, los llevan en barco unos kilómetros y luego los dejan en una patera a la deriva en alta mar. Es así como funciona.
Los rescates son reales y si no los rescatan, mueren. Nadie vuelve a por ellos.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186237,81,601bedb0cbf482eb,2019-07-03 07:24:00,2019,False,Ojalá la tercera guerra mundial sea para liquidar a esta gentuza que vive de la inmigración y la viogen.,Ojalá la tercera guerra mundial sea para liquidar a esta gentuza que vive de la inmigración y la viogen.,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186249,82,af1470a356ebb983,2019-07-03 07:25:00,2019,False,"Cita de
InformaticoBCN
Tráfico de personas lo sabe todo el mundo menos los follamoros
this",this,True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186354,83,9b01149ff15882e2,2019-07-03 07:29:00,2019,False,"Cita de
campechano
Es un bulo, el video es real pero la historia no
Edit con enlace
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote
Y le preguntan a una institución pública para contrastar
Menuda fiabilidad tiene esa web...","Y le preguntan a una institución pública para contrastar
Menuda fiabilidad tiene esa web...",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186567,84,8550a15b79db8187,2019-07-03 07:37:00,2019,False,"Cita de
Marlon Brandon
No, shur, los llevan en barco unos kilómetros y luego los dejan en una patera a la deriva en alta mar. Es así como funciona.
Los rescates son reales y si no los rescatan, mueren. Nadie vuelve a por ellos.
Y?
La cuestión aquí es que queda sobradamente demostrado que existen mafias que se están lucrando a base de traficar con seres humanos, hay que ser muy gilipollas o muy radical para no reconocerlo.
Y precisamente las onegetas y los que están a favor de meter a toda África en Europa están contribuyendo a que sigan viniendo. Por lo tanto son colaboradores necesarios para las mafias.
Que dejen de rescatarlos y ya no vendrán más.","Y?
La cuestión aquí es que queda sobradamente demostrado que existen mafias que se están lucrando a base de traficar con seres humanos, hay que ser muy gilipollas o muy radical para no reconocerlo.
Y precisamente las onegetas y los que están a favor de meter a toda África en Europa están contribuyendo a que sigan viniendo. Por lo tanto son colaboradores necesarios para las mafias.
Que dejen de rescatarlos y ya no vendrán más.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186598,85,08e683f94c6bfb71,2019-07-03 07:38:00,2019,False,"Cita de
Marlon Brandon
No, shur, los llevan en barco unos kilómetros y luego los dejan en una patera a la deriva en alta mar. Es así como funciona.
Los rescates son reales y si no los rescatan, mueren. Nadie vuelve a por ellos.
Las mafias avisan de la posición de las barcas a las ONG, en 1 hora tienen allí a un barco de la ONG X para rescatarlos milagrosamente y llevarlos a puerto italiano después de pasar por el pertinente reportaje fotográfico.","Las mafias avisan de la posición de las barcas a las ONG, en 1 hora tienen allí a un barco de la ONG X para rescatarlos milagrosamente y llevarlos a puerto italiano después de pasar por el pertinente reportaje fotográfico.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186686,86,8f0295f9c500ca0a,2019-07-03 07:42:00,2019,False,"Cita de
<<TORIBIO>>
Y?
La cuestión aquí es que queda sobradamente demostrado que existen mafias que se están lucrando a base de traficar con seres humanos, hay que ser muy gilipollas o muy radical para no reconocerlo.
Y precisamente las onegetas y los que están a favor de meter a toda África en Europa están contribuyendo a que sigan viniendo. Por lo tanto son colaboradores necesarios para las mafias.
Que dejen de rescatarlos y ya no vendrán más.
Si los dejan de rescatar la pueden palmar. No confundamos el tocino con la velocidad. Las mafias los van a poner en pateras estén las ONG o no.
Las ONG no tienen la culpa de la existencia de las mafias, otra cosa es que no exista ayuda internacional suficiente que las frene.","Si los dejan de rescatar la pueden palmar. No confundamos el tocino con la velocidad. Las mafias los van a poner en pateras estén las ONG o no.
Las ONG no tienen la culpa de la existencia de las mafias, otra cosa es que no exista ayuda internacional suficiente que las frene.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186721,87,510ff3ac558f09f3,2019-07-03 07:43:00,2019,False,"Es un montaje para desacreditar el magnifico trabajo realizado por las ONGs
#venidya #fachafranco #vendopegamentoesnifablebarato","Es un montaje para desacreditar el magnifico trabajo realizado por las ONGs
#venidya #fachafranco #vendopegamentoesnifablebarato",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186926,88,8550a15b79db8187,2019-07-03 07:51:00,2019,False,"Cita de
pioner
Si los dejan de rescatar la pueden palmar. No confundamos el tocino con la velocidad. Las mafias los van a poner en pateras estén las ONG o no.
Las ONG no tienen la culpa de la existencia de las mafias, otra cosa es que no exista ayuda internacional suficiente que las frene.
Pero vamos a ver, o yo soy muy retorcido o hay algo que no me encaja.
Las ong son el eslabón imprescindible para que la rueda siga girando. Si en vez de un barco de una ong a rescatarlos va una patrullera de fronteras y les manda dar la vuelta, a la segunda o tercera vez que vean que no pueden llegar van a dejar de intentarlo y en un mes se acabó el problema y fin de las mafias.
El tema es que no interesa que eso se acabe.","Pero vamos a ver, o yo soy muy retorcido o hay algo que no me encaja.
Las ong son el eslabón imprescindible para que la rueda siga girando. Si en vez de un barco de una ong a rescatarlos va una patrullera de fronteras y les manda dar la vuelta, a la segunda o tercera vez que vean que no pueden llegar van a dejar de intentarlo y en un mes se acabó el problema y fin de las mafias.
El tema es que no interesa que eso se acabe.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186969,89,89bbf3c49c1f844f,2019-07-03 07:52:00,2019,False,"Cita de
campechano
Es un bulo, el video es real pero la historia no
Edit con enlace
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote
apesta a mugre desde aqui",apesta a mugre desde aqui,True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,3,338186975,90,f5172a8f45399485,2019-07-03 07:52:00,2019,False,Y el negro se va violando haciendo el moonwalk,Y el negro se va violando haciendo el moonwalk,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338187023,91,f5c0f5aebd15411f,2019-07-03 07:54:00,2019,False,Sitio en hilo hechenoke,Sitio en hilo hechenoke,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338187039,92,adf509377fb43bd4,2019-07-03 07:55:00,2019,False,Y esto está grabado cómo? Porque me parece raro que siendo un negocio vean el helicóptero y aún así empiecen a hacerlo,Y esto está grabado cómo? Porque me parece raro que siendo un negocio vean el helicóptero y aún así empiecen a hacerlo,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338187054,93,dff2b727c922ea5a,2019-07-03 07:55:00,2019,False,De escándalo,De escándalo,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338187287,94,00c018f68afef43a,2019-07-03 08:02:00,2019,False,Mmmmm,Mmmmm,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338189427,95,68b64e22ce90cef1,2019-07-03 08:48:00,2019,False,"Cita de
Zulfa
Vamos que dicen que es bulo en el titular y luego lo lees y la realidad es ""en este caso no se puede asegurar que haya una ONG implicada"". Quizá deberían replantearse lo que es desmentir un bulo, en lugar de decir es un bulo sin demostrarlo
quiza porque los que manejan esta web de bulos son un poco mugrienses",quiza porque los que manejan esta web de bulos son un poco mugrienses,True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338189484,96,4e01e7708693b4f7,2019-07-03 08:49:00,2019,False,Tráfico de personas.,Tráfico de personas.,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338189686,97,20c24ae19f971e4d,2019-07-03 08:53:00,2019,False,"Cita de
CÁLMATE PORFA
Los progres son unos putos retrasados a los que engañan como a chinos.
Pero siguen erre que erre. Putos idiotas.
Engañan a los 2 idiotas que van en el barco que se apuntan para 15 días, el resto seguro que se lo llevan bien crudo. Me gustaría saber quienes son y donde viven los que manejan esas ong que trafican con seres humanos.","Engañan a los 2 idiotas que van en el barco que se apuntan para 15 días, el resto seguro que se lo llevan bien crudo. Me gustaría saber quienes son y donde viven los que manejan esas ong que trafican con seres humanos.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190340,98,d9ff7009ece9a22a,2019-07-03 09:05:00,2019,False,"Cita de
<<TORIBIO>>
Y?
La cuestión aquí es que queda sobradamente demostrado que existen mafias que se están lucrando a base de traficar con seres humanos, hay que ser muy gilipollas o muy radical para no reconocerlo.
Y precisamente las onegetas y los que están a favor de meter a toda África en Europa están contribuyendo a que sigan viniendo. Por lo tanto son colaboradores necesarios para las mafias.
Que dejen de rescatarlos y ya no vendrán más.
Pues claro que hay mafias, eres nuevo?
La cuestión es que los dejan allí sin comida ni nada y hasta luego. Se valen de los tratados internacionales y de las ONG's, porque estas no los van a dejar morir, y los países tienen que abrirles sus puertos por ley. Han encontrado un agujero en el sistema.
Si no los rescatáramos muchos no se arriesgarían, pero a cuánta gente tendríamos que dejar morir (matar) para empezar a rebajar el número de ilegales? Prefiero otras opciones.","Pues claro que hay mafias, eres nuevo?
La cuestión es que los dejan allí sin comida ni nada y hasta luego. Se valen de los tratados internacionales y de las ONG's, porque estas no los van a dejar morir, y los países tienen que abrirles sus puertos por ley. Han encontrado un agujero en el sistema.
Si no los rescatáramos muchos no se arriesgarían, pero a cuánta gente tendríamos que dejar morir (matar) para empezar a rebajar el número de ilegales? Prefiero otras opciones.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190402,99,b348327022cac758,2019-07-03 09:05:00,2019,False,"Este año no hay por eso. Ahhhh
Es que en las noticias aún no ha salido ni un solo cayuco","Este año no hay por eso. Ahhhh
Es que en las noticias aún no ha salido ni un solo cayuco",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190497,100,cbe12cdbb7d1df15,2019-07-03 09:07:00,2019,False,"Cita de
Kpongo
La policía de fronteras italiana ha grabado como los inmigrantes vienen en barco y cuando este ve que el barco de Open Arms esta cerca los coloca en una patera para las fotos de los medios
no es para las fotos. los barcos nodriza se acercan a la costa y despues meten a la gente en las pateras, sean de open arms o sea la marina italiana o sea un mercante, ya que por la ley del mar tienes que rescatarles.
el gobierno italiano no estaba realizando rescates y esto forma parte de la campaña de.blanqueo.","no es para las fotos. los barcos nodriza se acercan a la costa y despues meten a la gente en las pateras, sean de open arms o sea la marina italiana o sea un mercante, ya que por la ley del mar tienes que rescatarles.
el gobierno italiano no estaba realizando rescates y esto forma parte de la campaña de.blanqueo.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190587,101,cbe12cdbb7d1df15,2019-07-03 09:09:00,2019,False,"Cita de
fayos
Engañan a los 2 idiotas que van en el barco que se apuntan para 15 días, el resto seguro que se lo llevan bien crudo. Me gustaría saber quienes son y donde viven los que manejan esas ong que trafican con seres humanos.
hace unos meses.descubrieron que el encargado de rescate de la marina libia, que recibia fondos europeos, era el jefe de las propias mafias que se supone que perseguia.","hace unos meses.descubrieron que el encargado de rescate de la marina libia, que recibia fondos europeos, era el jefe de las propias mafias que se supone que perseguia.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190773,102,d88345880515eb9e,2019-07-03 09:11:00,2019,False,"Cita de
campechano
Es un bulo, el video es real pero la historia no
Edit con enlace
Este es un caso más de tráfico aunque no hay ong que en el título del hilo no lo pone. Las ong van a recogerlos a la costa de Libia como se ha visto haciendo un seguimiento de los barcos en la página web que pone la ubicación de estos en Tiempo real",Este es un caso más de tráfico aunque no hay ong que en el título del hilo no lo pone. Las ong van a recogerlos a la costa de Libia como se ha visto haciendo un seguimiento de los barcos en la página web que pone la ubicación de estos en Tiempo real,True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190902,103,57cdbd08d5ab757a,2019-07-03 09:13:00,2019,False,"Próximamente en la sexta, especial salvados.","Próximamente en la sexta, especial salvados.",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190908,104,5d858396ab2eebf1,2019-07-03 09:13:00,2019,False,"Independientemente de que se ha desmentido la historia del video, la inmigración ilegal es un negociazo.
Empresas de gestion de centros de MENAS/Inmigrantes
Aumento de personal que se dedica a patrullar fronteras
Paguitas a nuevas ONGs que se dedican a rescatar
Bufetes de abogados forrandose al defender los delitos de esta gente
Aparato judicial forrandose por mirar para otro lado y no condenar duramente las liadas de esta gente.
Mafias que los sueltan al mar
Mafias de colocacion en europa
Y asi podemos seguir.
Un negocio tremendamente lucrativo, desde politicos, a jueces, abogados,coleguitas y los de las ONG, aqui pilla todo dios.","Independientemente de que se ha desmentido la historia del video, la inmigración ilegal es un negociazo.
Empresas de gestion de centros de MENAS/Inmigrantes
Aumento de personal que se dedica a patrullar fronteras
Paguitas a nuevas ONGs que se dedican a rescatar
Bufetes de abogados forrandose al defender los delitos de esta gente
Aparato judicial forrandose por mirar para otro lado y no condenar duramente las liadas de esta gente.
Mafias que los sueltan al mar
Mafias de colocacion en europa
Y asi podemos seguir.
Un negocio tremendamente lucrativo, desde politicos, a jueces, abogados,coleguitas y los de las ONG, aqui pilla todo dios.",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190970,105,983eeec228e547ad,2019-07-03 09:14:00,2019,False,"Cita de
campechano
Es un bulo, el video es real pero la historia no
Edit con enlace
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote
maldita.es
Se confirma que era cierto entonces.","maldita.es
Se confirma que era cierto entonces.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338190984,106,b22f2de73c61f7f8,2019-07-03 09:15:00,2019,False,Igual que la pantera que llega con música...,Igual que la pantera que llega con música...,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338191004,107,a599434958e759d7,2019-07-03 09:15:00,2019,False,"Quien pensara que los negros se echaban al mar a la aventura tiene un grave problema. Ellos pagan su dinero porque les aseguran llegar sanos y salvos a tierra y el 'taxi' de rescate ya está contratado previamente.
Una puta mafia que está lucrando a muchos podereosos y no se quiere acabar con ello...","Quien pensara que los negros se echaban al mar a la aventura tiene un grave problema. Ellos pagan su dinero porque les aseguran llegar sanos y salvos a tierra y el 'taxi' de rescate ya está contratado previamente.
Una puta mafia que está lucrando a muchos podereosos y no se quiere acabar con ello...",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338191080,108,a599434958e759d7,2019-07-03 09:16:00,2019,False,"Cita de
campechano
Es un bulo, el video es real pero la historia no
Edit con enlace
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote
maldita.es, esa pagina para defender ideas progres destapando supuestos bulos","maldita.es, esa pagina para defender ideas progres destapando supuestos bulos",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338191414,109,8f7abe368dbeb3f9,2019-07-03 09:22:00,2019,False,"Cita de
campechano
Es un bulo, el video es real pero la historia no
Edit con enlace
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote
Lo que no entiendo es porque en la noticia dicen migrantes
Son inmigrantes cojones","Lo que no entiendo es porque en la noticia dicen migrantes
Son inmigrantes cojones",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338191422,110,8066efe542cfb30e,2019-07-03 09:23:00,2019,False,"Cita de
campechano
Es un bulo, el video es real pero la historia no
Edit con enlace
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote
Los llevan en barco, cuando estan cerca de la costa los meten a una patera para que tengan que rescatarlos pq ""pobrecitos que se ahogan, como habran llegado hasta aqui, una semana en alta mar en esa barquita..."" Pero  para ti lo importante es que esa vez no cazaron a ninguna ong, cuando a diario van a las costas de libia a traer inmigrantes.
Este video es una muestra mas de la pantomima de las pateras y de como nos estan tratando de gilipollas.","Los llevan en barco, cuando estan cerca de la costa los meten a una patera para que tengan que rescatarlos pq ""pobrecitos que se ahogan, como habran llegado hasta aqui, una semana en alta mar en esa barquita..."" Pero  para ti lo importante es que esa vez no cazaron a ninguna ong, cuando a diario van a las costas de libia a traer inmigrantes.
Este video es una muestra mas de la pantomima de las pateras y de como nos estan tratando de gilipollas.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338192010,111,36ad665b41b6c997,2019-07-03 09:32:00,2019,False,Las pateras que emocionaron a los progres...,Las pateras que emocionaron a los progres...,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338198752,112,456dbf92ea525b23,2019-07-03 11:11:00,2019,False,Saldrá en los informativos?,Saldrá en los informativos?,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338199582,113,9348f9d37278a37d,2019-07-03 11:22:00,2019,False,"Yo no veo el barco de openarms
Lo cual no quita el engaño de la patera","Yo no veo el barco de openarms
Lo cual no quita el engaño de la patera",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338292981,114,2da5a6489b099698,2019-07-04 10:35:00,2019,False,"Cita de
pioner
Si los dejan de rescatar la pueden palmar. No confundamos el tocino con la velocidad. Las mafias los van a poner en pateras estén las ONG o no.
Las ONG no tienen la culpa de la existencia de las mafias, otra cosa es que no exista ayuda internacional suficiente que las frene.
Si saben que no los van a rescatar, dejaran de arriesgarse a cruzar en tan gran número.","Si saben que no los van a rescatar, dejaran de arriesgarse a cruzar en tan gran número.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338293590,116,9aabf2b31ea7e3c8,2019-07-04 10:43:00,2019,False,"Jamás lo hubiera pensado
i","Jamás lo hubiera pensado
i",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338293856,117,be36fca76c59db4d,2019-07-04 10:47:00,2019,False,"Cita de
Mrdave
está al revés jaja
No, fíjate en el rastro del barco y en las olas que rompen en la parte de delante del mismo casi al final del vídeo.","No, fíjate en el rastro del barco y en las olas que rompen en la parte de delante del mismo casi al final del vídeo.",True,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338293895,118,2c8d680ac0b6194d,2019-07-04 10:48:00,2019,False,No me lo experaba,No me lo experaba,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338294001,119,7d13bf6a6d93605a,2019-07-04 10:49:00,2019,False,"Lleva descubierto ya tiempo.
No va a cambiar así como así.","Lleva descubierto ya tiempo.
No va a cambiar así como así.",False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338294711,120,2c328389d220324b,2019-07-04 11:00:00,2019,False,no me lo esperaba..inmigrantes y perroflautas juntos siempre traman cosas buenas,no me lo esperaba..inmigrantes y perroflautas juntos siempre traman cosas buenas,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,4,338293552,128,1b6795e3ec7bc473,2019-07-04 10:42:00,2019,False,pues no lo sabia!!,pues no lo sabia!!,False,False
inmigracion,2019,7281127,Descubierta la mentira de las pateras +Mafia +Soros,https://forocoches.com/foro/showthread.php?t=7281127,5,338297335,121,fd52b7579b49a588,2019-07-04 11:32:00,2019,False,"Bulo
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote","Bulo
https://maldita.es/maldito-bulo/no-n...uero-a-un-bote",False,False
inmigracion,2019,7602070,"Los EXTRANJEROS APORTAN el 10 % a la Seguridad Social y SOLO RECIBEN el 0,9 %",https://forocoches.com/foro/showthread.php?t=7602070,1,352896037,1,bdc96589ef948f2d,2019-12-16 23:40:00,2019,True,"Así se desprende de un informe elaborado por UGT y presentado este lunes, con el que trata de ""desmontar los estereotipos falsos y tergiversados""
Así se desprende de un informe elaborado por UGT y presentado este lunes, con el que trata de ""desmontar los estereotipos falsos y tergiversados que incitan a los discursos de odio y rechazo contra la población inmigrante"".
La campaña #TrabajoLibreDeBulos que UGT está desarrollando trata ""romper los bulos en el ámbito laboral y social"", promoviendo la igualdad de oportunidades de un colectivo vulnerable como el de los inmigrantes, ha explicado la vicesecretaria general del sindicato, Cristina Antoñanzas.
Frente a su aporte a la Seguridad Social, ""no llegan ni a 27.000 personas los perceptores de una pensión de otros países, respecto a los 9 millones de pensionistas"", ha detallado la responsable de Migraciones de UGT, Ana Maria Corral, ""lo que tiene que ver con que es una población fundamentalmente joven"".
Además del impacto sobre la Seguridad Social, las arcas del Estado perderían un 4,5 % de su recaudación sin los trabajadores extranjeros, a lo que se sumaría la pérdida de ingresos con base en otros conceptos fiscales.
""La migración tiene efectos muy positivos sobre la economía y la sociedad, ya que sin ellos seríamos una población mucho más envejecida y tendríamos un Estado de Bienestar más reducido"", ha asegurado Antoñanzas. ""Si se marcharan todos los inmigrantes de España, desaparecería el 15 % de la población"", ha cuantificado Antoñanzas, cifra que ascendería al 16 % si se tiene en cuenta la población activa.
Ello tendría un mayor impacto sobre la natalidad del país, ya que, según la estadística de nacimientos, son extranjeras las madres del 21 % de los niños nacidos entre enero y junio de 2019. ""Si prescindiéramos de ellos, el problema del envejecimiento sería mucho más acusado"", ha dich Corral.
Además, el estudio detalla que el gasto de los hogares descendería el 9,2 % sin la población extranjera y ello teniendo en cuenta que su gasto es menor al de los españoles, debido a su menor renta (6.715 euros frente a 12.282 de los nacionales) y mayor tasa de pobreza (que llega al 50 %).
https://www.heraldo.es/noticias/naci...9-1349153.html
Al final parece que si vienen a pagarnos las pensiones
Comente amistosamente","Así se desprende de un informe elaborado por UGT y presentado este lunes, con el que trata de ""desmontar los estereotipos falsos y tergiversados""
Así se desprende de un informe elaborado por UGT y presentado este lunes, con el que trata de ""desmontar los estereotipos falsos y tergiversados que incitan a los discursos de odio y rechazo contra la población inmigrante"".
La campaña #TrabajoLibreDeBulos que UGT está desarrollando trata ""romper los bulos en el ámbito laboral y social"", promoviendo la igualdad de oportunidades de un colectivo vulnerable como el de los inmigrantes, ha explicado la vicesecretaria general del sindicato, Cristina Antoñanzas.
Frente a su aporte a la Seguridad Social, ""no llegan ni a 27.000 personas los perceptores de una pensión de otros países, respecto a los 9 millones de pensionistas"", ha detallado la responsable de Migraciones de UGT, Ana Maria Corral, ""lo que tiene que ver con que es una población fundamentalmente joven"".
Además del impacto sobre la Seguridad Social, las arcas del Estado perderían un 4,5 % de su recaudación sin los trabajadores extranjeros, a lo que se sumaría la pérdida de ingresos con base en otros conceptos fiscales.
""La migración tiene efectos muy positivos sobre la economía y la sociedad, ya que sin ellos seríamos una población mucho más envejecida y tendríamos un Estado de Bienestar más reducido"", ha asegurado Antoñanzas. ""Si se marcharan todos los inmigrantes de España, desaparecería el 15 % de la población"", ha cuantificado Antoñanzas, cifra que ascendería al 16 % si se tiene en cuenta la población activa.
Ello tendría un mayor impacto sobre la natalidad del país, ya que, según la estadística de nacimientos, son extranjeras las madres del 21 % de los niños nacidos entre enero y junio de 2019. ""Si prescindiéramos de ellos, el problema del envejecimiento sería mucho más acusado"", ha dich Corral.
Además, el estudio detalla que el gasto de los hogares descendería el 9,2 % sin la población extranjera y ello teniendo en cuenta que su gasto es menor al de los españoles, debido a su menor renta (6.715 euros frente a 12.282 de los nacionales) y mayor tasa de pobreza (que llega al 50 %).
https://www.heraldo.es/noticias/naci...9-1349153.html
Al final parece que si vienen a pagarnos las pensiones
Comente amistosamente",False,False
inmigracion,2019,7602070,"Los EXTRANJEROS APORTAN el 10 % a la Seguridad Social y SOLO RECIBEN el 0,9 %",https://forocoches.com/foro/showthread.php?t=7602070,1,352896139,2,99361c58851956ed,2019-12-16 23:41:00,2019,False,Hasta informe elaborado por UGT he leído.,Hasta informe elaborado por UGT he leído.,False,False
inmigracion,2019,7602070,"Los EXTRANJEROS APORTAN el 10 % a la Seguridad Social y SOLO RECIBEN el 0,9 %",https://forocoches.com/foro/showthread.php?t=7602070,1,352896158,3,2e68a8e49fe8b9e6,2019-12-16 23:41:00,2019,False,Zasca en forovox,Zasca en forovox,False,False
inmigracion,2019,7602070,"Los EXTRANJEROS APORTAN el 10 % a la Seguridad Social y SOLO RECIBEN el 0,9 %",https://forocoches.com/foro/showthread.php?t=7602070,1,352896184,4,d10669d715dccfdf,2019-12-16 23:41:00,2019,False,"El único problema es que algunos delinquen, si un inmigrante que viene sin contactos y sin estudios te quita el puesto el problema es tuyo, no suyo.","El único problema es que algunos delinquen, si un inmigrante que viene sin contactos y sin estudios te quita el puesto el problema es tuyo, no suyo.",False,False
inmigracion,2019,7602070,"Los EXTRANJEROS APORTAN el 10 % a la Seguridad Social y SOLO RECIBEN el 0,9 %",https://forocoches.com/foro/showthread.php?t=7602070,1,352896185,5,cd5669acbdcb7c70,2019-12-16 23:41:00,2019,False,Más fake news. Todo en orden,Más fake news. Todo en orden,False,False
