anio,tema,negatividad_prensa,negatividad_rrss,brecha_rrss_menos_prensa,delitos_tema_por_100k,pct_inmigrantes,paro_por_1000,Gini,Desigualdad (S80/S20),pct_Extrema derecha
2015,Inmigración,54.58,61.71,7.13,1.0877590659763998,9.593787254401773,91.15005255060976,33.067392864671014,6.517199999603669,0.2634193126839316
2016,Inmigración,54.34,63.6,9.26,0.8961869914838969,9.520552023611769,83.34750141774197,33.06724468214272,6.239702602501172,0.24011923904774307
2019,Inmigración,54.04,50.65,-3.39,1.1956789059499646,10.338598576084959,67.11051574874298,31.499955651182397,5.654345430698142,15.30221838959662
2023,Inmigración,51.75,50.55,-1.2,1.9714939854564053,12.664186923750037,57.53193783862827,30.480941966932512,5.2390777184765245,12.576779241937409
2015,LGTBI,47.47,40.26,-7.21,0.364022340891112,9.593787254401773,91.15005255060976,33.067392864671014,6.517199999603669,0.2634193126839316
2016,LGTBI,50.8,40.47,-10.33,0.49548800009926997,9.520552023611769,83.34750141774197,33.06724468214272,6.239702602501172,0.24011923904774307
2019,LGTBI,48.25,47.82,-0.43,0.598905120449091,10.338598576084959,67.11051574874298,31.499955651182397,5.654345430698142,15.30221838959662
2023,LGTBI,46.9,57.5,10.6,1.1001269180447664,12.664186923750037,57.53193783862827,30.480941966932512,5.2390777184765245,12.576779241937409
