anio,tema,negatividad_prensa,negatividad_rrss,delitos_tema_por_100k,indice_negatividad_prensa,indice_negatividad_rrss,indice_delitos_tema_por_100k
2015,Inmigración,54.58,61.71,1.0877590659763998,100.0,100.0,100.0
2016,Inmigración,54.34,63.6,0.8961869914838969,99.56027849028949,103.06271268838114,82.38837252801538
2019,Inmigración,54.04,50.65,1.1956789059499646,99.01062660315134,82.07745908280667,109.92129997801428
2023,Inmigración,51.75,50.55,1.9714939854564053,94.81495053133015,81.91541079241614,181.2436271157844
2015,LGTBI,47.47,40.26,0.364022340891112,100.0,100.0,100.0
2016,LGTBI,50.8,40.47,0.49548800009926997,107.01495681483041,100.52160953800298,136.11472276298628
2019,LGTBI,48.25,47.82,0.598905120449091,101.64314303770803,118.77794336810732,164.52427589553858
2023,LGTBI,46.9,57.5,1.1001269180447664,98.7992416262903,142.82165921510185,302.2141210761131
